2020-07-03 22:57:48.818740
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
el:nrmse  mean=0.14610933073618743 std=0.04186406935857079
el:r2     mean=0.9225552944111363 std=0.04946733025829306
el:adj-r2 mean=1.0626933330957469 std=0.04004498163766575


2020-07-04 03:55:31.161104
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=29.246084213256836 std=7.453423976898193
ys:nrmse  mean=0.11116740232288845 std=0.038215763496406194
ys:r2     mean=0.44265897213094746 std=0.3302685756213322
ys:adj-r2 mean=1.4511808320844708 std=0.2673602755029832
--------------------
el:rmse   mean=0.021039605140686035 std=0.006693111266940832
el:nrmse  mean=0.11032457333652583 std=0.02289866963204616
el:r2     mean=0.9514123096769623 std=0.03589548129958795
el:adj-r2 mean=1.0393328921662686 std=0.02905824676633311


2020-07-04 04:38:44.194106
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=24.558835983276367 std=6.41611385345459
ys:nrmse  mean=0.09409571682914804 std=0.03498040349600823
ys:r2     mean=0.6632573907877523 std=0.04269634009007971
ys:adj-r2 mean=1.2726011598384863 std=0.034563703882445534
--------------------
el:rmse   mean=0.02355135791003704 std=0.002908185124397278
el:nrmse  mean=0.12847640452173117 std=0.029843812510589336
el:r2     mean=0.9459692558866287 std=0.019194560144992583
el:adj-r2 mean=1.0437391738060624 std=0.015538453450708338


2020-07-04 05:22:07.659752
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=24.155372619628906 std=13.648102760314941
ys:nrmse  mean=0.09538088856866174 std=0.06332199170037896
ys:r2     mean=0.7103295845332344 std=0.1556813199108468
ys:adj-r2 mean=1.2344950982350007 std=0.12602773516592358
--------------------
el:rmse   mean=0.02530532330274582 std=0.0027647351380437613
el:nrmse  mean=0.14073949302766822 std=0.04290913711232844
el:r2     mean=0.9376857347037473 std=0.020556403627311547
el:adj-r2 mean=1.0504448814302998 std=0.016640898174490357


2020-07-04 06:05:40.183644
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.667844772338867 std=9.292710304260254
ys:nrmse  mean=0.07714086002805066 std=0.03388062547298928
ys:r2     mean=0.5828040620372957 std=0.45677939212672614
ys:adj-r2 mean=1.3377300450174274 std=0.36977379362639734
--------------------
el:rmse   mean=0.019319895654916763 std=0.00315341935493052
el:nrmse  mean=0.1143519642758651 std=0.05569274470861439
el:r2     mean=0.9645545456311883 std=0.010909242450796323
el:adj-r2 mean=1.0286939392509429 std=0.00883129150778751


2020-07-04 06:48:34.810393
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=13.286727905273438 std=9.256454467773438
ys:nrmse  mean=0.0531148530954389 std=0.04208125949738456
ys:r2     mean=0.9103433443461787 std=0.07073240902430712
ys:adj-r2 mean=1.0725791974340455 std=0.05725956921015338
--------------------
el:rmse   mean=0.0209729615598917 std=0.0038643425796180964
el:nrmse  mean=0.12497581836554328 std=0.06353944927343216
el:r2     mean=0.9579600413133326 std=0.014829365505329681
el:adj-r2 mean=1.0340323475082547 std=0.012004724456695497


2020-07-04 07:32:16.700665
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=14.962626457214355 std=7.0119099617004395
ys:nrmse  mean=0.05834394907625976 std=0.03351747266900302
ys:r2     mean=0.876447334950849 std=0.05408698157540593
ys:adj-r2 mean=1.1000188240874078 std=0.04378469937056672
--------------------
el:rmse   mean=0.024317272007465363 std=0.0016225692816078663
el:nrmse  mean=0.1364727120991071 std=0.04286416765034912
el:r2     mean=0.9449856964798343 std=0.0022551659279629204
el:adj-r2 mean=1.0445353885639435 std=0.001825610513112826


2020-07-04 08:13:35.940872
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=17.976076126098633 std=11.194079399108887
ys:nrmse  mean=0.07138159065221772 std=0.05122157474318585
ys:r2     mean=0.8394445136658061 std=0.10453440603105092
ys:adj-r2 mean=1.1299734889372048 std=0.084623090596565
--------------------
el:rmse   mean=0.02165517397224903 std=0.004285730887204409
el:nrmse  mean=0.1259048983986752 std=0.05918227770003905
el:r2     mean=0.952895382037624 std=0.01917880448161553
el:adj-r2 mean=1.0381323097790662 std=0.015525698866069708


2020-07-04 08:56:24.797901
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=18.212671279907227 std=8.055870056152344
ys:nrmse  mean=0.07098189906930473 std=0.039152323614255406
ys:r2     mean=0.8244690942301064 std=0.05875774913225894
ys:adj-r2 mean=1.142096447528009 std=0.0475657969165906
--------------------
el:rmse   mean=0.02552350051701069 std=0.0061434181407094
el:nrmse  mean=0.15267644348371318 std=0.08436633014812485
el:r2     mean=0.9340092947951875 std=0.030881216144542277
el:adj-r2 mean=1.0534210470705625 std=0.024999079736058083


2020-07-04 09:39:16.135998
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=13.288186073303223 std=9.168379783630371
ys:nrmse  mean=0.05292665229829757 std=0.041599445473670234
ys:r2     mean=0.904129365620402 std=0.06907084691693266
ys:adj-r2 mean=1.0776095611644367 std=0.05591449512323118
--------------------
el:rmse   mean=0.01973338983952999 std=0.0016647038282826543
el:nrmse  mean=0.1135512063637107 std=0.046184492330402664
el:r2     mean=0.9628632207302341 std=0.008271526358700713
el:adj-r2 mean=1.0300631070279056 std=0.006695997528472031


2020-07-04 10:22:49.783066
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=16.820831298828125 std=8.636107444763184
ys:nrmse  mean=0.06602047614177449 std=0.040954448243254796
ys:r2     mean=0.8534101029673882 std=0.06460700596582422
ys:adj-r2 mean=1.1186680118835428 std=0.05230090959138156
--------------------
el:rmse   mean=0.02439376525580883 std=0.002195410430431366
el:nrmse  mean=0.14068425251664507 std=0.05673239250701512
el:r2     mean=0.9444192338224754 std=0.007564043458429025
el:adj-r2 mean=1.0449939535722819 std=0.00612327327587114


2020-07-04 11:05:46.224605
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=16.83075714111328 std=6.346261501312256
ys:nrmse  mean=0.06491172934014854 std=0.031089372004898645
ys:r2     mean=0.8319844943504577 std=0.08085114304461398
ys:adj-r2 mean=1.1360125521924866 std=0.06545092532183037
--------------------
el:rmse   mean=0.027056748047471046 std=0.005454043857753277
el:nrmse  mean=0.15861621760277653 std=0.07805446127023208
el:r2     mean=0.9266501787238618 std=0.02986025157807538
el:adj-r2 mean=1.05937842674735 std=0.02417258461082287


2020-07-04 11:48:11.674225
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=16.445758819580078 std=8.878729820251465
ys:nrmse  mean=0.06477903029287252 std=0.04148192690809808
ys:r2     mean=0.8654565728145357 std=0.06540167392876164
ys:adj-r2 mean=1.1089161077215663 std=0.05294421222804513
--------------------
el:rmse   mean=0.024907132610678673 std=0.003188625443726778
el:nrmse  mean=0.1379224048709308 std=0.04069507067496264
el:r2     mean=0.9391369285253625 std=0.022453733732021777
el:adj-r2 mean=1.0492701054794686 std=0.0181768320687795


2020-07-04 12:30:59.825903
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=16.860153198242188 std=9.960864067077637
ys:nrmse  mean=0.06671558174893029 std=0.04626645231082993
ys:r2     mean=0.8565334964830574 std=0.08375465373810917
ys:adj-r2 mean=1.1161395504660963 std=0.06780138635942168
--------------------
el:rmse   mean=0.030235907062888145 std=0.007391325198113918
el:nrmse  mean=0.18191229838813558 std=0.10288793925422603
el:r2     mean=0.9076379479379897 std=0.044492445875881435
el:adj-r2 mean=1.074769280240675 std=0.03601769428047548


2020-07-04 13:13:58.602732
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=13.087272644042969 std=8.981738090515137
ys:nrmse  mean=0.05218566491090454 std=0.04088591565157734
ys:r2     mean=0.9100855144524655 std=0.0665501236061106
ys:adj-r2 mean=1.0727879168718137 std=0.05387390958589908
--------------------
el:rmse   mean=0.020434705540537834 std=0.0013608172303065658
el:nrmse  mean=0.11335931489203428 std=0.03206985541526867
el:r2     mean=0.9601102680065807 std=0.009638980471877464
el:adj-r2 mean=1.0322916878041966 std=0.007802984191519834


2020-07-04 13:55:49.942207
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=18.73698616027832 std=11.361431121826172
ys:nrmse  mean=0.07427686063175921 std=0.052533233609532416
ys:r2     mean=0.824376634932661 std=0.10849943238887588
ys:adj-r2 mean=1.142171295530703 std=0.08783287383861377
--------------------
el:rmse   mean=0.022994646802544594 std=0.0008298666798509657
el:nrmse  mean=0.13013508886994823 std=0.04529788663695966
el:r2     mean=0.9499497017380651 std=0.008443699967698875
el:adj-r2 mean=1.0405169081168044 std=0.006835376164327668


2020-07-04 14:39:34.904870
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=19.811582565307617 std=13.767624855041504
ys:nrmse  mean=0.07915879689329107 std=0.06262732748241728
ys:r2     mean=0.7992200281265354 std=0.15644170527148604
ys:adj-r2 mean=1.1625361677070905 std=0.12664328521977436
--------------------
el:rmse   mean=0.02762324921786785 std=0.004183765035122633
el:nrmse  mean=0.1599804550499289 std=0.06693409524631927
el:r2     mean=0.9287555423661401 std=0.015070596429469802
el:adj-r2 mean=1.05767408475122 std=0.01220000663338033


2020-07-04 15:21:59.912377
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=16.26881980895996 std=7.2288818359375
ys:nrmse  mean=0.06346471235810465 std=0.03512281890043909
ys:r2     mean=0.8629553043206039 std=0.04156724532569534
ys:adj-r2 mean=1.110940944121416 std=0.03364967478746768
--------------------
el:rmse   mean=0.029678640887141228 std=0.00180380092933774
el:nrmse  mean=0.17048921261971073 std=0.06706757453270777
el:r2     mean=0.9172070183623481 std=0.011756087499883423
el:adj-r2 mean=1.0670228898971468 std=0.009516832738000898


2020-07-04 16:05:07.513245
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.82297134399414 std=11.08747673034668
ys:nrmse  mean=0.07805307275984343 std=0.05178644393283428
ys:r2     mean=0.7915606504587541 std=0.10988664388595026
ys:adj-r2 mean=1.1687366162952941 std=0.0889558545743406
--------------------
el:rmse   mean=0.028232743963599205 std=0.0021239076741039753
el:nrmse  mean=0.16292071128538457 std=0.06671170089171495
el:r2     mean=0.9248095203031221 std=0.013160322385661798
el:adj-r2 mean=1.0608684835641393 std=0.010653594312202336


2020-07-04 16:47:56.600820
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=27.6594181060791 std=9.08169174194336
ys:nrmse  mean=0.10556043359206013 std=0.0433743362561709
ys:r2     mean=0.49041669388327797 std=0.33892494006999885
ys:adj-r2 mean=1.4125198192373467 std=0.27436780862809435
--------------------
el:rmse   mean=0.019334658980369568 std=0.005994416307657957
el:nrmse  mean=0.1146402390570344 std=0.06442013826467946
el:r2     mean=0.9599814894898616 std=0.021403129978323304
el:adj-r2 mean=1.032395937079636 std=0.017326343315785548


2020-07-04 17:31:02.198054
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=27.890649795532227 std=18.815095901489258
ys:nrmse  mean=0.11081669799258971 std=0.08539316498901565
ys:r2     mean=0.5690034525560426 std=0.2954339871029615
ys:adj-r2 mean=1.3489019669784417 std=0.23916084670239734
--------------------
el:rmse   mean=0.016600243747234344 std=0.002244786359369755
el:nrmse  mean=0.0974880075487844 std=0.0451086901505543
el:r2     mean=0.9739584843710762 std=0.006681489593130461
el:adj-r2 mean=1.0210812269377 std=0.005408824908724656


2020-07-04 18:14:03.118206
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=22.751480102539062 std=9.10233211517334
ys:nrmse  mean=0.08815663081150783 std=0.0447532915532999
ys:r2     mean=0.7104787120767124 std=0.11035856175716047
ys:adj-r2 mean=1.2343743759378993 std=0.08933788332722505
--------------------
el:rmse   mean=0.027582064270973206 std=0.00673443078994751
el:nrmse  mean=0.14920483012180052 std=0.0395741333791487
el:r2     mean=0.9204205055346351 std=0.04766307617094539
el:adj-r2 mean=1.0644214955195812 std=0.038584394995527224


2020-07-04 18:56:56.086448
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=34.34404373168945 std=4.65857458114624
ys:nrmse  mean=0.12835162670215317 std=0.023020220262427046
ys:r2     mean=0.13981263512224204 std=0.5969812010820106
ys:adj-r2 mean=1.6963421525200897 std=0.48327049611400863
--------------------
el:rmse   mean=0.022022495046257973 std=0.0042489017359912395
el:nrmse  mean=0.1246220580248318 std=0.04466607965594148
el:r2     mean=0.9546807614500059 std=0.012446545143165327
el:adj-r2 mean=1.0366870026357093 std=0.010075774639705245


2020-07-04 19:40:28.015386
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=36.39849853515625 std=11.400294303894043
ys:nrmse  mean=0.13862958188677507 std=0.054445881136857444
ys:r2     mean=0.10584282015458586 std=0.6087133021358837
ys:adj-r2 mean=1.723841526541526 std=0.4927679112528582
--------------------
el:rmse   mean=0.024711409583687782 std=0.0034913525450974703
el:nrmse  mean=0.1359512816559916 std=0.03741974466805938
el:r2     mean=0.9397540671434618 std=0.024005728652564656
el:adj-r2 mean=1.0487705170743407 std=0.019433208909219027


2020-07-04 20:24:36.113108
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.898473739624023 std=7.640961170196533
ys:nrmse  mean=0.07979642961622903 std=0.03512585224659484
ys:r2     mean=0.6978836865934758 std=0.22097424308756836
ys:adj-r2 mean=1.2445703489481386 std=0.17888391107088872
--------------------
el:rmse   mean=0.017713066190481186 std=0.001262095756828785
el:nrmse  mean=0.09787663943894266 std=0.026256420212631942
el:r2     mean=0.9700346212510715 std=0.007341424949567149
el:adj-r2 mean=1.0242576875586564 std=0.005943058292506729


2020-07-04 21:07:17.781331
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=28.066009521484375 std=13.967491149902344
ys:nrmse  mean=0.10890355570581822 std=0.06384120752787067
ys:r2     mean=0.49624031652105277 std=0.3230298921155466
ys:adj-r2 mean=1.407805458054386 std=0.2615003888554425
--------------------
el:rmse   mean=0.020735612139105797 std=0.002391441725194454
el:nrmse  mean=0.12101785875595283 std=0.05445405634983667
el:r2     mean=0.9589787668339875 std=0.01053082530589221
el:adj-r2 mean=1.0332076649439148 std=0.00852495381905564


2020-07-04 21:50:02.979551
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=23.803503036499023 std=7.960925579071045
ys:nrmse  mean=0.09154688004232127 std=0.04023205073114513
ys:r2     mean=0.6673038180392892 std=0.14167527869573845
ys:adj-r2 mean=1.2693254806348613 std=0.11468951132512152
--------------------
el:rmse   mean=0.021947622299194336 std=0.0011262481566518545
el:nrmse  mean=0.12155608996061147 std=0.03299041242269308
el:r2     mean=0.9544722703811227 std=0.008121478493548363
el:adj-r2 mean=1.0368557811200434 std=0.006574530209062956


2020-07-04 22:33:29.593330
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=27.084686279296875 std=6.465091705322266
ys:nrmse  mean=0.10139275983027923 std=0.02702527860988
ys:r2     mean=0.4307088794706617 std=0.476822917943865
ys:adj-r2 mean=1.4608547166189882 std=0.3859995050021765
--------------------
el:rmse   mean=0.022601881995797157 std=0.0011615412076935172
el:nrmse  mean=0.1252798097891825 std=0.03448524632181916
el:r2     mean=0.9516118812728523 std=0.009266477590691316
el:adj-r2 mean=1.0391713342076907 std=0.0075014342400834405


2020-07-04 23:18:07.874492
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=24.414520263671875 std=10.54566764831543
ys:nrmse  mean=0.09433830600948678 std=0.04956198057847757
ys:r2     mean=0.6289100625831995 std=0.2192295598288226
ys:adj-r2 mean=1.3004061398136004 std=0.1774715484328564
--------------------
el:rmse   mean=0.02579708956182003 std=0.005400560796260834
el:nrmse  mean=0.15521256411621617 std=0.08477874233094002
el:r2     mean=0.9349614566929013 std=0.028058330953556417
el:adj-r2 mean=1.0526502493438417 std=0.022713886962402806


2020-07-05 00:01:40.566221
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=17.984437942504883 std=9.291454315185547
ys:nrmse  mean=0.06875607955290829 std=0.03865010302393033
ys:r2     mean=0.733896641185401 std=0.2443651373817756
ys:adj-r2 mean=1.2154170047546753 std=0.197819396928104
--------------------
el:rmse   mean=0.017149442806839943 std=0.002428123727440834
el:nrmse  mean=0.1007886019851565 std=0.04789659930625759
el:r2     mean=0.9716909011454403 std=0.008687319213364948
el:adj-r2 mean=1.0229168895489293 std=0.0070325917441525715


2020-07-05 00:44:10.802892
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=15.887057304382324 std=8.96243953704834
ys:nrmse  mean=0.06238053175645367 std=0.04138283572949582
ys:r2     mean=0.8560817120233354 std=0.08106112161994228
ys:adj-r2 mean=1.1165052807430145 std=0.06562090797804848
--------------------
el:rmse   mean=0.01823282055556774 std=0.0024956960696727037
el:nrmse  mean=0.1072156933730633 std=0.050758829398054976
el:r2     mean=0.9681861808332112 std=0.009302648954167377
el:adj-r2 mean=1.0257540440874005 std=0.007530715820040214


2020-07-05 01:27:16.315367
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=15.308403015136719 std=6.746175289154053
ys:nrmse  mean=0.05956082536398031 std=0.03263834854081958
ys:r2     mean=0.8711477522384881 std=0.051284799489061325
ys:adj-r2 mean=1.1043089624736049 std=0.04151626625304966
--------------------
el:rmse   mean=0.02059069275856018 std=0.0027887567412108183
el:nrmse  mean=0.1173083706095711 std=0.046057982692936074
el:r2     mean=0.9584154877529452 std=0.01405004749361165
el:adj-r2 mean=1.0336636527714254 std=0.011373847971018888


2020-07-05 02:10:23.068042
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=15.019831657409668 std=6.515359401702881
ys:nrmse  mean=0.058341172133020945 std=0.03146518066379815
ys:r2     mean=0.8729361826722847 std=0.054830642374233
ys:adj-r2 mean=1.1028611854557695 std=0.04438671049342669
--------------------
el:rmse   mean=0.024248724803328514 std=0.004727486055344343
el:nrmse  mean=0.14429586074851025 std=0.07543968118947823
el:r2     mean=0.942075815674872 std=0.023309408827582145
el:adj-r2 mean=1.0468910063584371 std=0.018869521431852256


2020-07-05 02:53:16.829587
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=16.384111404418945 std=9.2324800491333
ys:nrmse  mean=0.0643747135159937 std=0.04274544252928057
ys:r2     mean=0.8492775738906122 std=0.08356291575797993
ys:adj-r2 mean=1.1220133925647426 std=0.06764616989931707
--------------------
el:rmse   mean=0.02342885732650757 std=0.003417177125811577
el:nrmse  mean=0.13826826963698657 std=0.06654252100831627
el:r2     mean=0.9476738102473675 std=0.015580138550869276
el:adj-r2 mean=1.0423592964664166 std=0.012612493112608487


2020-07-05 03:36:28.278692
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=12.207625389099121 std=8.088735580444336
ys:nrmse  mean=0.04866160477152028 std=0.03694792717608573
ys:r2     mean=0.9253929466901557 std=0.05449578601323055
ys:adj-r2 mean=1.0603961860127311 std=0.04411563629642474
--------------------
el:rmse   mean=0.019042080268263817 std=0.0035196624230593443
el:nrmse  mean=0.11279972287246443 std=0.0574692559984975
el:r2     mean=0.9643537169739549 std=0.013692374010938733
el:adj-r2 mean=1.0288565148306081 std=0.011084302770759861


2020-07-05 04:19:12.874039
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=14.113142967224121 std=8.190281867980957
ys:nrmse  mean=0.055746110574108526 std=0.038136517237929636
ys:r2     mean=0.897392284200369 std=0.05746523185887573
ys:adj-r2 mean=1.0830633889806538 std=0.046519473409566074
--------------------
el:rmse   mean=0.01879047602415085 std=0.0017781320493668318
el:nrmse  mean=0.10884780906837054 std=0.0463844642530671
el:r2     mean=0.9663971707019189 std=0.007597819794322751
el:adj-r2 mean=1.0272022903841609 std=0.006150616023975517


2020-07-05 05:02:16.665192
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=17.349529266357422 std=10.26723861694336
ys:nrmse  mean=0.06839261234632386 std=0.04733235978816316
ys:r2     mean=0.8334741971930996 std=0.09662894660132251
ys:adj-r2 mean=1.1348066022722525 std=0.07822343296297533
--------------------
el:rmse   mean=0.020573385059833527 std=0.002940964186564088
el:nrmse  mean=0.11985078371368107 std=0.054668436381581795
el:r2     mean=0.9588212905790217 std=0.013114743925791265
el:adj-r2 mean=1.0333351457217443 std=0.010616697463735737


2020-07-05 05:45:26.550401
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=14.791218757629395 std=8.376259803771973
ys:nrmse  mean=0.05835253849863815 std=0.038363160627686244
ys:r2     mean=0.8900704422754337 std=0.06012813099265608
ys:adj-r2 mean=1.0889905943484584 std=0.048675153660721636
--------------------
el:rmse   mean=0.02323952503502369 std=0.002848668722435832
el:nrmse  mean=0.13250998028265645 std=0.05184776847431865
el:r2     mean=0.9473522568112465 std=0.016551424157295328
el:adj-r2 mean=1.042619601628991 std=0.013398771936858097


2020-07-05 06:28:08.096998
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=15.52795124053955 std=7.602790832519531
ys:nrmse  mean=0.060829458025882105 std=0.03633917273740065
ys:r2     mean=0.875813924272966 std=0.048601744921683614
ys:adj-r2 mean=1.1005315851123607 std=0.03934426969850586
--------------------
