2020-06-29 07:40:31.358953
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
el:nrmse  mean=0.22011810908279728 std=0.20864940712785457
el:r2     mean=0.5493278563694739 std=0.6694202728364893
el:adj-r2 mean=1.6967482943968044 std=1.0238812891112588


2020-06-30 03:27:32.946751
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=78.85963439941406 std=41.039207458496094
ys:nrmse  mean=0.28147595106115164 std=0.13009291763798236
ys:r2     mean=-33.14457615078571 std=50.92808466574328
ys:adj-r2 mean=56.13018781577847 std=83.54992503143538
--------------------
el:rmse   mean=0.04981403425335884 std=0.031654126942157745
el:nrmse  mean=0.3685607428311507 std=0.4018602065472543
el:r2     mean=-0.5024966514354172 std=1.5262328098202225
el:adj-r2 mean=3.349360909969056 std=2.371582132304098


2020-06-30 05:55:14.480537
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=140.4324493408203 std=46.93992233276367
ys:nrmse  mean=0.5421579796777245 std=0.2514057073165027
ys:r2     mean=-82.97315181537982 std=92.68093289606142
ys:adj-r2 mean=134.2620365149208 std=148.67273506906434
--------------------
el:rmse   mean=0.10157577693462372 std=0.03798120468854904
el:nrmse  mean=0.6907852488107358 std=0.5500722728401248
el:r2     mean=-3.5513208337415207 std=6.577174898745376
el:adj-r2 mean=8.119525176922346 std=10.098749093458562


2020-06-30 08:23:26.045028
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=26.118221282958984 std=28.818437576293945
ys:nrmse  mean=0.0952543413994477 std=0.10052158742089493
ys:r2     mean=-0.7825531569376738 std=2.1807114418481093
ys:adj-r2 mean=3.9309938570166865 std=3.7087726309864277
--------------------
el:rmse   mean=0.01896735467016697 std=0.008724351413547993
el:nrmse  mean=0.13485628893080548 std=0.10619854688799013
el:r2     mean=0.8180759484943444 std=0.20081927128494728
el:adj-r2 mean=1.2884092677671761 std=0.3120081300279159


2020-06-30 10:50:42.163604
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=25.512954711914062 std=11.418072700500488
ys:nrmse  mean=0.09550607685462081 std=0.043144551225679686
ys:r2     mean=-1.478344458204451 std=2.6880814463513234
ys:adj-r2 mean=4.8772307371516215 std=4.109549793767794
--------------------
el:rmse   mean=0.020746121183037758 std=0.007916705682873726
el:nrmse  mean=0.12652483447667845 std=0.07094590505002196
el:r2     mean=0.7859051879958276 std=0.24973847780841593
el:adj-r2 mean=1.3339059258723862 std=0.3812836625535702


2020-06-30 13:18:18.570728
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=30.928752899169922 std=17.375507354736328
ys:nrmse  mean=0.11559693862107245 std=0.06339809086847682
ys:r2     mean=-1.0746140156116524 std=2.0354874385215402
ys:adj-r2 mean=4.391453159728591 std=3.510059639795646
--------------------
el:rmse   mean=0.026379957795143127 std=0.007119947113096714
el:nrmse  mean=0.2008902944702439 std=0.1821892768981506
el:r2     mean=0.6198317307911807 std=0.5988896966943144
el:adj-r2 mean=1.593893875890212 std=0.9161958262400612


2020-06-30 15:46:30.330129
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=54.29094314575195 std=25.64242172241211
ys:nrmse  mean=0.20189513934122996 std=0.09807939858820724
ys:r2     mean=-8.950819878574315 std=14.334043102772627
ys:adj-r2 mean=16.54383247671354 std=21.955820593545926
--------------------
el:rmse   mean=0.03801373392343521 std=0.022566208615899086
el:nrmse  mean=0.27703842705102677 std=0.370529172749913
el:r2     mean=0.6430119943920138 std=0.3135958873029274
el:adj-r2 mean=1.5610604204382836 std=0.47950841811727685


2020-06-30 18:15:48.382495
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=71.93899536132812 std=23.01261329650879
ys:nrmse  mean=0.26419697645984713 std=0.07704612941077224
ys:r2     mean=-16.86058543245298 std=18.66783649125283
ys:adj-r2 mean=29.094900327129086 std=28.5722212998689
--------------------
el:rmse   mean=0.05296807736158371 std=0.027323627844452858
el:nrmse  mean=0.4164413112221797 std=0.4388173850225532
el:r2     mean=-0.23369155984600365 std=1.6153159035682616
el:adj-r2 mean=2.920843321358325 std=2.466504330598298


2020-06-30 20:44:20.333271
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=26.622095108032227 std=30.540138244628906
ys:nrmse  mean=0.09828188044395608 std=0.10804832477401016
ys:r2     mean=-0.6442112497081649 std=2.204293970034813
ys:adj-r2 mean=3.7029217429139045 std=3.7631068608916687
--------------------
el:rmse   mean=0.02053869515657425 std=0.004483929369598627
el:nrmse  mean=0.14779552404560475 std=0.11650754655990526
el:r2     mean=0.822625573658895 std=0.18068899716656922
el:adj-r2 mean=1.2760984959203197 std=0.2757189431874583


2020-06-30 23:11:57.397489
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=33.831085205078125 std=28.541162490844727
ys:nrmse  mean=0.12234847904722128 std=0.09971557629915108
ys:r2     mean=-1.7926169804243197 std=2.5259195991786925
ys:adj-r2 mean=5.575744729016243 std=4.221159228860278
--------------------
el:rmse   mean=0.019956381991505623 std=0.011276934295892715
el:nrmse  mean=0.12692667001875277 std=0.09157506375309532
el:r2     mean=0.8730849481223346 std=0.10091879179625339
el:adj-r2 mean=1.2017474809953972 std=0.15821062442081185


2020-07-01 01:40:09.612608
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=33.854347229003906 std=33.53127670288086
ys:nrmse  mean=0.12235564335687377 std=0.1166473343760811
ys:r2     mean=-3.546299839811347 std=6.06243260779049
ys:adj-r2 mean=8.214087494880719 std=9.428845661108806
--------------------
el:rmse   mean=0.03370065987110138 std=0.013268401846289635
el:nrmse  mean=0.2237041519233159 std=0.199351062181752
el:r2     mean=0.6494466636119408 std=0.2896451226540485
el:adj-r2 mean=1.5453582394532834 std=0.44051874297407984


2020-07-01 04:08:31.398248
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=49.547611236572266 std=23.624256134033203
ys:nrmse  mean=0.1864886686516795 std=0.0963176277756381
ys:r2     mean=-6.993975233827309 std=8.997960543764602
ys:adj-r2 mean=14.058947659499703 std=15.054979971245881
--------------------
el:rmse   mean=0.031090542674064636 std=0.01122882217168808
el:nrmse  mean=0.24335635640120584 std=0.23109563344574188
el:r2     mean=0.5162374645604227 std=0.652567788075638
el:adj-r2 mean=1.7543085121555735 std=1.0025426630592218


2020-07-01 06:36:19.942154
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=76.76264953613281 std=24.918367385864258
ys:nrmse  mean=0.28228583053328726 std=0.08404733583150352
ys:r2     mean=-20.397835732955976 std=25.40134425711643
ys:adj-r2 mean=35.45700335050368 std=40.7433376840193
--------------------
el:rmse   mean=0.05257602408528328 std=0.02673668973147869
el:nrmse  mean=0.4220998630474953 std=0.44925472723446624
el:r2     mean=-1.494903275976439 std=5.903204900490881
el:adj-r2 mean=4.852073351427618 std=9.04337404464518


2020-07-01 09:05:52.158932
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.38581085205078 std=11.145434379577637
ys:nrmse  mean=0.07164677687876907 std=0.0389594729507393
ys:r2     mean=-1.304726906119949 std=4.1615865463178325
ys:adj-r2 mean=4.805175001575138 std=7.12374189414151
--------------------
el:rmse   mean=0.015280047431588173 std=0.006549108773469925
el:nrmse  mean=0.11155010908309018 std=0.09454128188767702
el:r2     mean=0.82244857286902 std=0.2619898059525405
el:adj-r2 mean=1.2752989493914275 std=0.40140169433985673


2020-07-01 11:34:58.241496
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=25.27927589416504 std=13.89760684967041
ys:nrmse  mean=0.09161302788244778 std=0.04386279232105537
ys:r2     mean=-1.6755565422767602 std=3.957496976489207
ys:adj-r2 mean=5.132975011826415 std=6.054001347163663
--------------------
el:rmse   mean=0.023707451298832893 std=0.008892236277461052
el:nrmse  mean=0.16924009457204287 std=0.15010280248343594
el:r2     mean=0.5188292510592858 std=0.8433569836551202
el:adj-r2 mean=1.7451673877046385 std=1.290945443109344


2020-07-01 14:03:18.990441
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=32.06129837036133 std=10.37978458404541
ys:nrmse  mean=0.11862994299792466 std=0.03632764426375222
ys:r2     mean=-3.398996466589014 std=5.309144553654916
ys:adj-r2 mean=7.991522427813882 std=8.287577672377642
--------------------
el:rmse   mean=0.03399687260389328 std=0.025339677929878235
el:nrmse  mean=0.2007469139738197 std=0.1590593918635105
el:r2     mean=0.6847565038524747 std=0.3176938493570135
el:adj-r2 mean=1.5045722090820275 std=0.5034061365021417


2020-07-01 16:32:19.122086
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=42.34724807739258 std=18.902591705322266
ys:nrmse  mean=0.1522697783312618 std=0.06171198256540324
ys:r2     mean=-7.164027435663608 std=9.017179150518134
ys:adj-r2 mean=13.95574602079048 std=13.984978550678669
--------------------
el:rmse   mean=0.03313693776726723 std=0.020052950829267502
el:nrmse  mean=0.2709428756941757 std=0.38138776850144873
el:r2     mean=0.5758290943447273 std=0.40083733880446626
el:adj-r2 mean=1.6654368035632214 std=0.6207261627132956


2020-07-01 18:59:32.277546
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=58.946380615234375 std=26.21000862121582
ys:nrmse  mean=0.22289029327494264 std=0.10378619940483372
ys:r2     mean=-17.086509001422435 std=24.542883696597734
ys:adj-r2 mean=29.522812123707098 std=37.91725805445532
--------------------
el:rmse   mean=0.044217851012945175 std=0.021947164088487625
el:nrmse  mean=0.3398267904985741 std=0.36455163514945066
el:r2     mean=0.10949817675693843 std=1.426171871847806
el:adj-r2 mean=2.393790548302226 std=2.1914825611989186


2020-07-01 21:27:59.621763
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=18.54435920715332 std=8.812211990356445
ys:nrmse  mean=0.06867245110366826 std=0.03043165719881972
ys:r2     mean=-0.1093750907654583 std=1.2184226353467016
ys:adj-r2 mean=2.7410293695997763 std=1.8590123943119428
--------------------
el:rmse   mean=0.020206937566399574 std=0.005998679902404547
el:nrmse  mean=0.15088716648393644 std=0.1444013450185834
el:r2     mean=0.6438004272414678 std=0.7073860219770214
el:adj-r2 mean=1.5515041246705406 std=1.0830875524329207


2020-07-01 23:56:13.833443
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=16.927011489868164 std=8.687792778015137
ys:nrmse  mean=0.06294630696964951 std=0.034054746667629324
ys:r2     mean=-0.17213318607993594 std=1.2127472637565495
ys:adj-r2 mean=2.819906585637581 std=1.8499607470873554
--------------------
el:rmse   mean=0.02132393978536129 std=0.007445727474987507
el:nrmse  mean=0.12987704663874916 std=0.059620639716695935
el:r2     mean=0.7868446142429393 std=0.26486380840197626
el:adj-r2 mean=1.3332962291111818 std=0.40550464597099656


2020-07-02 02:24:23.951799
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=25.00722885131836 std=6.174222469329834
ys:nrmse  mean=0.09381848215434131 std=0.02762428373516775
ys:r2     mean=-1.5918500939019222 std=2.880832108208287
ys:adj-r2 mean=5.050124876146194 std=4.436403975613983
--------------------
el:rmse   mean=0.022912273183465004 std=0.013807634823024273
el:nrmse  mean=0.1474932339825472 std=0.09888987963113824
el:r2     mean=0.6457672276540978 std=0.48813276150790813
el:adj-r2 mean=1.5506490906421548 std=0.7481662891838171


2020-07-02 04:52:05.551071
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=53.0793571472168 std=17.30046844482422
ys:nrmse  mean=0.19742054132953418 std=0.06360100624254399
ys:r2     mean=-12.19759296753581 std=14.00931750310246
ys:adj-r2 mean=21.850681283498034 std=22.25293093515448
--------------------
el:rmse   mean=0.03373563662171364 std=0.010994698852300644
el:nrmse  mean=0.2080932989075372 std=0.12349485390993484
el:r2     mean=0.414382562510988 std=0.7557101020655485
el:adj-r2 mean=1.9065422985301936 std=1.1543523254907677


2020-07-02 07:19:51.285968
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=60.663734436035156 std=33.43431091308594
ys:nrmse  mean=0.22325993785424184 std=0.10915441714122116
ys:r2     mean=-24.40025250434804 std=44.257105473450274
ys:adj-r2 mean=40.058449079038226 std=67.8062532509042
--------------------
el:rmse   mean=0.039820682257413864 std=0.021776121109724045
el:nrmse  mean=0.36687045561363607 std=0.4489456652436468
el:r2     mean=-0.8884369018645717 std=4.451251162141892
el:adj-r2 mean=3.907011629947769 std=6.82128408478557


2020-07-02 09:42:17.514701
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=16.213245391845703 std=6.000948429107666
ys:nrmse  mean=0.06208706331761332 std=0.027738221838006435
ys:r2     mean=-0.06952034062068438 std=1.5594188701965284
ys:adj-r2 mean=2.6978422010225414 std=2.4615855754774856
--------------------
el:rmse   mean=0.020803477615118027 std=0.009020145051181316
el:nrmse  mean=0.13640202759970715 std=0.08132302620784458
el:r2     mean=0.7845892547029761 std=0.23226828500120464
el:adj-r2 mean=1.3354476354853282 std=0.35719544963074784


2020-07-02 12:06:40.288350
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=23.79305648803711 std=5.486947059631348
ys:nrmse  mean=0.08761087790298996 std=0.016124273271927773
ys:r2     mean=-1.144427864370546 std=2.464488342667795
ys:adj-r2 mean=4.464910663349756 std=4.131915925760012
--------------------
el:rmse   mean=0.026132026687264442 std=0.009113800711929798
el:nrmse  mean=0.17991859871408655 std=0.15755179293904978
el:r2     mean=0.4203964915587911 std=0.9981972568955463
el:adj-r2 mean=1.8969030999685308 std=1.5274171207457998


2020-07-02 14:33:48.610818
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=30.787954330444336 std=6.909794807434082
ys:nrmse  mean=0.11670813367287187 std=0.03762226125059505
ys:r2     mean=-2.6057103889119206 std=4.394875814193836
ys:adj-r2 mean=6.613899464906552 std=6.730284128116219
--------------------
el:rmse   mean=0.027375761419534683 std=0.007058802992105484
el:nrmse  mean=0.21179614145046716 std=0.20422173833748872
el:r2     mean=0.32291124742542265 std=1.4564874907771543
el:adj-r2 mean=2.044521716576203 std=2.23121996866362


2020-07-02 17:01:02.162143
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=26.134273529052734 std=10.289864540100098
ys:nrmse  mean=0.09575386729168972 std=0.03434373886521445
ys:r2     mean=-1.3664581698629905 std=2.248139319120113
ys:adj-r2 mean=4.7048751790882175 std=3.4242566945250625
--------------------
el:rmse   mean=0.04037140682339668 std=0.019334396347403526
el:nrmse  mean=0.25806701912602337 std=0.19119594866129044
el:r2     mean=-0.008953653937610084 std=1.468891956098
el:adj-r2 mean=2.5692491248527682 std=2.248629556582166


2020-07-02 19:29:12.945600
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=60.21677780151367 std=19.390111923217773
ys:nrmse  mean=0.22260636697108982 std=0.06544590857580641
ys:r2     mean=-20.07455164802006 std=27.45536306533457
ys:adj-r2 mean=34.79127414894049 std=44.71879676418662
--------------------
el:rmse   mean=0.06057433411478996 std=0.022184643894433975
el:nrmse  mean=0.4544672179332867 std=0.4271374655247721
el:r2     mean=-0.8417937687096957 std=2.465991192606584
el:adj-r2 mean=3.8830615102958674 std=3.777719972302112


2020-07-02 21:56:38.386337
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=20.2772216796875 std=4.494270324707031
ys:nrmse  mean=0.07719754547612415 std=0.02385195541693165
ys:r2     mean=-0.15288065090743744 std=0.9908046366396444
ys:adj-r2 mean=2.8278438433244917 std=1.5394209224711974
--------------------
el:rmse   mean=0.022554729133844376 std=0.006745371501892805
el:nrmse  mean=0.16105997680707798 std=0.12707358114824097
el:r2     mean=0.7080598979790517 std=0.3287129432807688
el:adj-r2 mean=1.4525966125066543 std=0.5021511942117752


2020-07-03 00:25:36.664080
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=21.607515335083008 std=8.780052185058594
ys:nrmse  mean=0.07866639242082235 std=0.02664777240450063
ys:r2     mean=-1.6877209589206963 std=3.73635692071515
ys:adj-r2 mean=5.277208000025262 std=5.949708597948133
--------------------
el:rmse   mean=0.025213008746504784 std=0.008581234142184258
el:nrmse  mean=0.17399451107712605 std=0.13777037315192722
el:r2     mean=0.511250964916666 std=0.7808563958496548
el:adj-r2 mean=1.7568516771202045 std=1.1945551598189916


2020-07-03 02:52:57.507586
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=34.07093811035156 std=12.916329383850098
ys:nrmse  mean=0.12776147408407507 std=0.05363132172362295
ys:r2     mean=-5.351639517809273 std=10.05055579407304
ys:adj-r2 mean=10.888030252616797 std=15.40516957938449
--------------------
el:rmse   mean=0.025121569633483887 std=0.008994431234896183
el:nrmse  mean=0.1660056387224326 std=0.11764589635317803
el:r2     mean=0.7683744900959227 std=0.177669541099598
el:adj-r2 mean=1.3630775990077693 std=0.27280952263787267


2020-07-03 05:20:51.732379
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=33.737754821777344 std=9.113502502441406
ys:nrmse  mean=0.1297707428432177 std=0.051666415120253044
ys:r2     mean=-3.5461620591817136 std=6.464039562222612
ys:adj-r2 mean=8.060975984287477 std=9.880291549669101
--------------------
el:rmse   mean=0.031444378197193146 std=0.013972708955407143
el:nrmse  mean=0.24737481396427324 std=0.24378974083810123
el:r2     mean=0.4427289777086476 std=0.7440713391597801
el:adj-r2 mean=1.86623300356093 std=1.1403780558273857


2020-07-03 07:48:58.464037
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=56.44274139404297 std=26.89885902404785
ys:nrmse  mean=0.20549721419061728 std=0.08612067680118222
ys:r2     mean=-17.74280061831058 std=27.5228111759805
ys:adj-r2 mean=29.894590671515886 std=42.12646924251446
--------------------
el:rmse   mean=0.0526835136115551 std=0.02545788697898388
el:nrmse  mean=0.35172324785034076 std=0.27379890454425493
el:r2     mean=-0.5857987140488874 std=2.488442479779029
el:adj-r2 mean=3.501503276758433 std=3.860594371423287


2020-07-03 10:10:25.276065
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=16.84360694885254 std=5.1281609535217285
ys:nrmse  mean=0.06172854929619089 std=0.015378589411463306
ys:r2     mean=-0.04720126795564279 std=1.348231782072821
ys:adj-r2 mean=2.702267195159019 std=2.2956229821949914
--------------------
el:rmse   mean=0.024907926097512245 std=0.006276245228946209
el:nrmse  mean=0.1764668741497258 std=0.12798929327775926
el:r2     mean=0.6941987693336455 std=0.3868884258954906
el:adj-r2 mean=1.4750057865093236 std=0.5916203817802171


2020-07-03 12:31:12.168849
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=23.762361526489258 std=8.3621826171875
ys:nrmse  mean=0.09310088907149638 std=0.04943932401497831
ys:r2     mean=-0.9399316972191052 std=1.8470090554464995
ys:adj-r2 mean=4.03692294541801 std=2.8456214524867818
--------------------
el:rmse   mean=0.03109915181994438 std=0.0071717519313097
el:nrmse  mean=0.2072770101378826 std=0.16069842577421453
el:r2     mean=0.3417779335773938 std=1.1074400123381831
el:adj-r2 mean=2.0221305346701928 std=1.6944171912545192


2020-07-03 14:54:59.660174
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=26.950637817382812 std=12.189050674438477
ys:nrmse  mean=0.0989804698493709 std=0.04189134271717139
ys:r2     mean=-4.364308504855641 std=7.857460383311023
ys:adj-r2 mean=9.498826841390944 std=12.389966518039227
--------------------
el:rmse   mean=0.036572884768247604 std=0.010792965069413185
el:nrmse  mean=0.2418355996135655 std=0.1726030874527634
el:r2     mean=0.4475717953488 std=0.533146882575048
el:adj-r2 mean=1.8658125991887513 std=0.8171540680715871


2020-07-03 17:23:01.344310
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=38.53441619873047 std=14.538056373596191
ys:nrmse  mean=0.14544341130509744 std=0.06449474102227302
ys:r2     mean=-3.2187483418418097 std=4.389403218829218
ys:adj-r2 mean=7.75246762279163 std=7.195435059058248
--------------------
el:rmse   mean=0.037642549723386765 std=0.015165560878813267
el:nrmse  mean=0.27930428901215404 std=0.26472364092568307
el:r2     mean=0.2527994403362161 std=0.9671051699077955
el:adj-r2 mean=2.1610110626442665 std=1.4782232183694066


2020-07-03 19:51:03.160560
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=61.3781623840332 std=19.419940948486328
ys:nrmse  mean=0.22477834945883277 std=0.05954721451547757
ys:r2     mean=-17.73872181772849 std=26.23967738330606
ys:adj-r2 mean=31.348685152079337 std=43.52245607152093
--------------------
el:rmse   mean=0.0646592453122139 std=0.022673550993204117
el:nrmse  mean=0.5061381174218247 std=0.5145890644603074
el:r2     mean=-1.2916439936130508 std=3.797352579095311
el:adj-r2 mean=4.540054296346793 std=5.810731071264922


2020-07-03 23:00:42.036880
