2020-06-03 08:19:59.785071
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:nrmse  mean=0.055917455657255845 std=0.07515009322018842
ys:r2     mean=0.5021352098609861 std=0.940006187833932
ys:adj-r2 mean=1.832971963061717 std=1.6157165442956154
--------------------
el:rmse   mean=0.01207919605076313 std=0.00402835663408041
el:nrmse  mean=0.09709708449298168 std=0.0963315397944675
el:r2     mean=0.875188316959419 std=0.2652570704298027
el:adj-r2 mean=1.1932648043841454 std=0.4061966268469587


2020-06-03 11:25:28.166746
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=17.055248260498047 std=22.123016357421875
ys:nrmse  mean=0.062263549796651795 std=0.07808784794950144
ys:r2     mean=-0.022805190573740686 std=1.3719702073884334
ys:adj-r2 mean=2.696484106627818 std=2.338681043776428
--------------------
el:rmse   mean=0.011954422108829021 std=0.0049737622030079365
el:nrmse  mean=0.09072129946762122 std=0.08130359015177582
el:r2     mean=0.8937254938180532 std=0.1957317552104335
el:adj-r2 mean=1.1655649688529095 std=0.2996656633131369


2020-06-03 12:00:14.646279
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=14.360595703125 std=21.292055130004883
ys:nrmse  mean=0.052927749096168375 std=0.07516692039666743
ys:r2     mean=0.48026408862244346 std=0.9970926034970133
ys:adj-r2 mean=1.8665674043761225 std=1.7053870152826567
--------------------
el:rmse   mean=0.012305930256843567 std=0.00419732928276062
el:nrmse  mean=0.09454886492507805 std=0.08663472448149953
el:r2     mean=0.907756288058917 std=0.16478367609370695
el:adj-r2 mean=1.143864953473766 std=0.2522847558418785


2020-06-03 12:35:31.605889
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=15.156295776367188 std=15.86106014251709
ys:nrmse  mean=0.05562524884123665 std=0.05631687357900721
ys:r2     mean=0.20086058493291672 std=1.1283816637239668
ys:adj-r2 mean=2.3293894891779954 std=1.9163289897234044
--------------------
el:rmse   mean=0.012375620193779469 std=0.004989300854504108
el:nrmse  mean=0.09569442041764956 std=0.08712606257486995
el:r2     mean=0.8904198695135603 std=0.21392262221138084
el:adj-r2 mean=1.1707771577920367 std=0.32748095661593724


2020-06-03 13:11:16.014600
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=16.57168197631836 std=27.654743194580078
ys:nrmse  mean=0.06062760507257512 std=0.09700617188621714
ys:r2     mean=0.2620734972708452 std=1.6228184375348464
ys:adj-r2 mean=2.2462029252795466 std=2.7878902378083463
--------------------
el:rmse   mean=0.010720977559685707 std=0.004088476300239563
el:nrmse  mean=0.08930880463166309 std=0.08926467038453208
el:r2     mean=0.9030097671297993 std=0.19641615224122894
el:adj-r2 mean=1.149795324715554 std=0.30082194423526204


2020-06-03 13:52:30.428486
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=17.79253578186035 std=22.775484085083008
ys:nrmse  mean=0.06362594809033942 std=0.0793429252924213
ys:r2     mean=-0.17407994640853777 std=1.4680967838049908
ys:adj-r2 mean=2.9283599963601654 std=2.463991250232609
--------------------
el:rmse   mean=0.011388376355171204 std=0.004949350841343403
el:nrmse  mean=0.0970575718354548 std=0.10554062655013992
el:r2     mean=0.8959539945762922 std=0.23981130046575905
el:adj-r2 mean=1.1611017082502963 std=0.36723840957516635


2020-06-03 14:38:26.824626
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=13.360661506652832 std=16.596193313598633
ys:nrmse  mean=0.049947358925085984 std=0.05941703339114996
ys:r2     mean=0.6573557647669526 std=0.605773204737322
ys:adj-r2 mean=1.5734334967935086 std=1.0426985903287076
--------------------
el:rmse   mean=0.011598608456552029 std=0.00496287364512682
el:nrmse  mean=0.09884771483992955 std=0.10801922267852443
el:r2     mean=0.882779648859735 std=0.27696579221113216
el:adj-r2 mean=1.181238383467035 std=0.4242149307427998


2020-06-03 15:26:36.129715
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.2098331451416 std=22.826587677001953
ys:nrmse  mean=0.05952026767338451 std=0.0803994872804545
ys:r2     mean=0.2581454115741305 std=1.1581532881539949
ys:adj-r2 mean=2.229592738758044 std=1.9780916689406511
--------------------
el:rmse   mean=0.011548297479748726 std=0.0046880231238901615
el:nrmse  mean=0.09554178346541253 std=0.10112807136736311
el:r2     mean=0.893320665253581 std=0.2413714666187641
el:adj-r2 mean=1.1657105080887402 std=0.36962607848274665


2020-06-03 16:21:31.645105
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=16.103965759277344 std=23.993362426757812
ys:nrmse  mean=0.05914266296808538 std=0.08474566279117864
ys:r2     mean=0.385711994736066 std=1.251050588490616
ys:adj-r2 mean=2.0265369176619137 std=2.147783839295494
--------------------
el:rmse   mean=0.011910207569599152 std=0.005381585098803043
el:nrmse  mean=0.10096599283247613 std=0.11072209991658472
el:r2     mean=0.8823313775514121 std=0.27723804423683873
el:adj-r2 mean=1.1823998781468856 std=0.4245751022244106


2020-06-03 17:16:24.376834
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.917710304260254 std=11.55439281463623
ys:nrmse  mean=0.045718465476004666 std=0.04325931818967032
ys:r2     mean=0.7189643943204138 std=0.3260001870016969
ys:adj-r2 mean=1.460641342181311 std=0.5534879925801051
--------------------
el:rmse   mean=0.011169006116688251 std=0.004459667950868607
el:nrmse  mean=0.09506626531371334 std=0.10392094157780639
el:r2     mean=0.8922403392455192 std=0.2516231769860014
el:adj-r2 mean=1.1670205480866445 std=0.38536616889946507


2020-06-03 18:10:45.134348
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.285015106201172 std=20.824172973632812
ys:nrmse  mean=0.06232243570703644 std=0.07258813735240428
ys:r2     mean=0.14322058619858086 std=1.188286207474446
ys:adj-r2 mean=2.4349740658057626 std=2.044378767352038
--------------------
el:rmse   mean=0.011998259462416172 std=0.004614990670233965
el:nrmse  mean=0.10081467575115084 std=0.10827826016312857
el:r2     mean=0.88182738289787 std=0.26486184627351084
el:adj-r2 mean=1.1832845159773657 std=0.4056093170913882


2020-06-03 19:11:57.198692
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=15.38215446472168 std=18.134485244750977
ys:nrmse  mean=0.057227540707256754 std=0.06538981474460145
ys:r2     mean=0.3269280224543802 std=0.9021596040878748
ys:adj-r2 mean=2.1164299719836324 std=1.5404059975361637
--------------------
el:rmse   mean=0.012098684906959534 std=0.0042599779553711414
el:nrmse  mean=0.10335111162660097 std=0.11254126745113742
el:r2     mean=0.880256106514165 std=0.2727985993837039
el:adj-r2 mean=1.185313381813033 std=0.4177793568478943


2020-06-03 20:13:06.442743
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.045181274414062 std=16.399824142456055
ys:nrmse  mean=0.06077719424359046 std=0.061573183206018046
ys:r2     mean=0.35504579600713376 std=0.9344101341577077
ys:adj-r2 mean=2.0853965371246646 std=1.6096610044105402
--------------------
el:rmse   mean=0.011895681731402874 std=0.004742249846458435
el:nrmse  mean=0.103548960953835 std=0.11627046893491048
el:r2     mean=0.8725918058293484 std=0.29943493904401264
el:adj-r2 mean=1.1971657873035824 std=0.4586261502610509


2020-06-03 21:10:58.504047
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.13133430480957 std=15.795385360717773
ys:nrmse  mean=0.0598375540336619 std=0.057052361471296546
ys:r2     mean=0.4458576100483661 std=0.6169569213578842
ys:adj-r2 mean=1.9110531092573748 std=1.0532436017844762
--------------------
el:rmse   mean=0.0111136045306921 std=0.004014878533780575
el:nrmse  mean=0.09357327419811962 std=0.10200741418341296
el:r2     mean=0.884293292543887 std=0.2784520673559216
el:adj-r2 mean=1.1790946977202115 std=0.4264988800492411


2020-06-03 21:47:18.739809
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=12.68200969696045 std=16.343990325927734
ys:nrmse  mean=0.04671589780785646 std=0.057437370173138436
ys:r2     mean=0.5860578147155243 std=0.6131331559976565
ys:adj-r2 mean=1.684278054118589 std=1.0507143301180604
--------------------
el:rmse   mean=0.013720075599849224 std=0.005484864115715027
el:nrmse  mean=0.10779212304231352 std=0.11168658365530607
el:r2     mean=0.8083410335070843 std=0.42555028624758523
el:adj-r2 mean=1.296834699274926 std=0.6517122337573371


2020-06-03 22:23:21.963317
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=14.305219650268555 std=14.631531715393066
ys:nrmse  mean=0.05335582072826236 std=0.05288506025613826
ys:r2     mean=0.4547658829843052 std=0.6850221106252751
ys:adj-r2 mean=1.8974968349783659 std=1.150884459488494
--------------------
el:rmse   mean=0.012994587421417236 std=0.006656458135694265
el:nrmse  mean=0.10526463591559329 std=0.10435669660854995
el:r2     mean=0.8305882147584788 std=0.33307117693916377
el:adj-r2 mean=1.2623406177450607 std=0.5102862783406166


2020-06-03 22:55:38.648552
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=11.752700805664062 std=11.608046531677246
ys:nrmse  mean=0.042788762644306574 std=0.04048514164105443
ys:r2     mean=0.621746290924612 std=0.4178894312082936
ys:adj-r2 mean=1.6088111202643418 std=0.677781944514335
--------------------
el:rmse   mean=0.013544827699661255 std=0.0048918952234089375
el:nrmse  mean=0.10274915725804079 std=0.0937466871679988
el:r2     mean=0.8661504046557258 std=0.27795458927554895
el:adj-r2 mean=1.2077892579434064 std=0.42545279986754725


2020-06-03 23:31:53.054135
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=15.55371379852295 std=20.027769088745117
ys:nrmse  mean=0.05732256752399493 std=0.07074417520813525
ys:r2     mean=0.4164954970560514 std=0.9031935204778092
ys:adj-r2 mean=1.9639247478012198 std=1.5512237648203935
--------------------
el:rmse   mean=0.011185994371771812 std=0.004312603734433651
el:nrmse  mean=0.09483547602059583 std=0.09910695240293035
el:r2     mean=0.8866976970379504 std=0.2479380197420611
el:adj-r2 mean=1.1752177751796502 std=0.37971162522596774


2020-06-04 00:11:20.814406
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=17.703765869140625 std=22.661096572875977
ys:nrmse  mean=0.06368790996194632 std=0.07918297137016542
ys:r2     mean=0.16374454534385305 std=1.2232245093039502
ys:adj-r2 mean=2.3876817928873066 std=2.0792006844936095
--------------------
el:rmse   mean=0.011704884469509125 std=0.004373207688331604
el:nrmse  mean=0.09469608495863263 std=0.09392543770843642
el:r2     mean=0.8894277780263613 std=0.24228463349491147
el:adj-r2 mean=1.1718084747258473 std=0.37105984084955956


2020-06-04 00:49:26.559031
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=15.64305305480957 std=19.835866928100586
ys:nrmse  mean=0.05749070230168261 std=0.06999146453527878
ys:r2     mean=0.3546981725125077 std=0.9976844649647648
ys:adj-r2 mean=2.0858182825308176 std=1.7184358816080008
--------------------
el:rmse   mean=0.012503596022725105 std=0.005067030433565378
el:nrmse  mean=0.09950640112350732 std=0.0972224760473075
el:r2     mean=0.873313709473804 std=0.2535021032757541
el:adj-r2 mean=1.196001686938193 std=0.3881496429817156


2020-06-04 01:30:04.880725
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=15.136815071105957 std=22.74943733215332
ys:nrmse  mean=0.055582932357333456 std=0.07978897049297318
ys:r2     mean=0.41966859935758494 std=1.125571528051936
ys:adj-r2 mean=1.9673126773920362 std=1.927122086013374
--------------------
el:rmse   mean=0.011102006770670414 std=0.003934146370738745
el:nrmse  mean=0.08622694583454088 std=0.08071694377836354
el:r2     mean=0.9410031503050073 std=0.0948411850344516
el:adj-r2 mean=1.0925834012645885 std=0.14527561357649268


2020-06-04 02:10:31.916982
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=14.043498039245605 std=18.593772888183594
ys:nrmse  mean=0.05233294751713874 std=0.06607800969457718
ys:r2     mean=0.4994536012717841 std=0.7940853320214086
ys:adj-r2 mean=1.818417221704402 std=1.3510270050693212
--------------------
el:rmse   mean=0.012646196410059929 std=0.004765606485307217
el:nrmse  mean=0.10272307121160018 std=0.10299280563866825
el:r2     mean=0.8789804636427215 std=0.25925682014424584
el:adj-r2 mean=1.1876645976526778 std=0.39692360906319235


2020-06-04 02:51:13.686408
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=9.988344192504883 std=7.62556791305542
ys:nrmse  mean=0.03670371056160724 std=0.026919578404830644
ys:r2     mean=0.7542649547892525 std=0.2775573383392072
ys:adj-r2 mean=1.404406315526979 std=0.47559121037448204
--------------------
el:rmse   mean=0.012112826108932495 std=0.00489798141643405
el:nrmse  mean=0.10231027891754856 std=0.10901841203434301
el:r2     mean=0.8704972474199681 std=0.29925737993539775
el:adj-r2 mean=1.2001687946205863 std=0.45833711091611057


2020-06-04 03:45:37.507572
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.881503105163574 std=23.40204620361328
ys:nrmse  mean=0.06016779520874542 std=0.08505171194753189
ys:r2     mean=0.4143836365176319 std=1.1426189063084915
ys:adj-r2 mean=1.979467218986993 std=1.9619541527923232
--------------------
el:rmse   mean=0.012095342390239239 std=0.004169088788330555
el:nrmse  mean=0.10375412122604319 std=0.11458986691164022
el:r2     mean=0.8740170608248843 std=0.2895516214722032
el:adj-r2 mean=1.1947202754081576 std=0.4434952245857935


2020-06-04 04:27:17.120763
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.186294555664062 std=24.01688575744629
ys:nrmse  mean=0.05971382889970115 std=0.08480237895317763
ys:r2     mean=0.28616631394789394 std=1.2753576526051509
ys:adj-r2 mean=2.200866665256272 std=2.193359189283119
--------------------
el:rmse   mean=0.012316274456679821 std=0.005505694076418877
el:nrmse  mean=0.1050990422446408 std=0.1147085843434635
el:r2     mean=0.8765749253672352 std=0.2790727730269427
el:adj-r2 mean=1.1915811065367863 std=0.4273340263731901


2020-06-04 05:06:09.331494
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=10.935768127441406 std=12.868942260742188
ys:nrmse  mean=0.04116937074983707 std=0.04599430016287434
ys:r2     mean=0.734408006813998 std=0.3846967660143727
ys:adj-r2 mean=1.434449437964936 std=0.6559731023501886
--------------------
el:rmse   mean=0.011987125501036644 std=0.00479469820857048
el:nrmse  mean=0.10392064426483127 std=0.11647344675430951
el:r2     mean=0.8734783979565215 std=0.29733278833763976
el:adj-r2 mean=1.1957465389455675 std=0.4554061991878002


2020-06-04 05:49:43.359727
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.836864471435547 std=12.856645584106445
ys:nrmse  mean=0.04359172562602752 std=0.04502435386561509
ys:r2     mean=0.6315450781783645 std=0.4481653322786245
ys:adj-r2 mean=1.607694870532622 std=0.7635739340501737
--------------------
el:rmse   mean=0.012376518920063972 std=0.004837467335164547
el:nrmse  mean=0.10450532300904417 std=0.1120543381012858
el:r2     mean=0.8844923413711013 std=0.2621599811271472
el:adj-r2 mean=1.1789859696914093 std=0.40143716914465943


2020-06-04 06:33:09.363352
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=12.677852630615234 std=17.906352996826172
ys:nrmse  mean=0.04703546189683177 std=0.063279660513404
ys:r2     mean=0.6135893038650638 std=0.7049933681507667
ys:adj-r2 mean=1.6471546382465612 std=1.211658396048027
--------------------
el:rmse   mean=0.011565720662474632 std=0.00511203845962882
el:nrmse  mean=0.09958947537224774 std=0.11279986112746496
el:r2     mean=0.8950067976677148 std=0.23822470970808024
el:adj-r2 mean=1.1627735827849324 std=0.364802911432573


2020-06-04 07:16:50.241552
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=16.15418815612793 std=19.635108947753906
ys:nrmse  mean=0.060450296645456536 std=0.07021410264547362
ys:r2     mean=0.3346699390050644 std=0.9568442994028146
ys:adj-r2 mean=2.1132756712213445 std=1.6442075158651304
--------------------
el:rmse   mean=0.011621062643826008 std=0.004709977190941572
el:nrmse  mean=0.10133196673959426 std=0.11367708527807055
el:r2     mean=0.8806681611080315 std=0.28100722632254355
el:adj-r2 mean=1.1847117547469215 std=0.4304000764314219


2020-06-04 08:05:06.157935
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.768454551696777 std=15.262420654296875
ys:nrmse  mean=0.043513970526731546 std=0.05427359506496788
ys:r2     mean=0.6239235527739649 std=0.5605206956859771
ys:adj-r2 mean=1.6332690369955756 std=0.9629333213090214
--------------------
el:rmse   mean=0.01151655986905098 std=0.004580476321280003
el:nrmse  mean=0.10005302143434594 std=0.11290732352452315
el:r2     mean=0.8853156819619551 std=0.26779725018973266
el:adj-r2 mean=1.1774255252755175 std=0.41017449645848175


2020-06-04 08:53:52.810917
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=13.774421691894531 std=22.25804901123047
ys:nrmse  mean=0.050719576673147526 std=0.0780129307920511
ys:r2     mean=0.5023347136779235 std=1.065271063522731
ys:adj-r2 mean=1.8303915233840358 std=1.8267369481755422
--------------------
el:rmse   mean=0.011489222757518291 std=0.005171610042452812
el:nrmse  mean=0.10247229825003797 std=0.11907433300661704
el:r2     mean=0.8792086511226783 std=0.28651057869824376
el:adj-r2 mean=1.1869927697025584 std=0.4388424459654697


2020-06-04 10:00:09.873517
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=14.774518966674805 std=24.070816040039062
ys:nrmse  mean=0.0532775707147337 std=0.08442976191738587
ys:r2     mean=0.4154138597412623 std=1.2353120430990436
ys:adj-r2 mean=1.979323987686909 std=2.120743331290694
--------------------
el:rmse   mean=0.011981368064880371 std=0.004709082655608654
el:nrmse  mean=0.10425158669536047 std=0.11567926911397251
el:r2     mean=0.8783825936446752 std=0.28066607191226933
el:adj-r2 mean=1.188164023155584 std=0.42985960087517927


2020-06-04 10:44:24.085848
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=10.606389999389648 std=11.616409301757812
ys:nrmse  mean=0.037413525599197174 std=0.04048291398310932
ys:r2     mean=0.5852094227292075 std=0.4680517698085469
ys:adj-r2 mean=1.6820365012367713 std=0.7975041887786346
--------------------
el:rmse   mean=0.013667361810803413 std=0.0042389556765556335
el:nrmse  mean=0.09976222002052418 std=0.08150708438805435
el:r2     mean=0.8728654626483511 std=0.21651464491440767
el:adj-r2 mean=1.196798776668549 std=0.3312419718654942


2020-06-04 11:34:12.039507
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=15.360013961791992 std=19.56619644165039
ys:nrmse  mean=0.056075272589086046 std=0.06855347869005614
ys:r2     mean=0.38611596718201213 std=0.9685672194080613
ys:adj-r2 mean=2.035883056323172 std=1.6664216874389806
--------------------
el:rmse   mean=0.01319789607077837 std=0.004776772111654282
el:nrmse  mean=0.1018467708556136 std=0.09558629205580453
el:r2     mean=0.8634334199704284 std=0.29026066163818853
el:adj-r2 mean=1.2124328655993764 std=0.44438385301327676


2020-06-04 12:27:26.538102
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=13.064432144165039 std=16.645248413085938
ys:nrmse  mean=0.04759874539502431 std=0.05819043391556032
ys:r2     mean=0.4404805715041727 std=0.773817664215664
ys:adj-r2 mean=1.9140144743745477 std=1.2784096311674298
--------------------
el:rmse   mean=0.01274794153869152 std=0.005431825760751963
el:nrmse  mean=0.09871624485305283 std=0.09065189686056804
el:r2     mean=0.8540603509127926 std=0.26671182212584854
el:adj-r2 mean=1.2252376780859997 std=0.40842709669317784


2020-06-04 13:23:03.420809
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=13.952840805053711 std=17.862974166870117
ys:nrmse  mean=0.05062808439988564 std=0.06262108796618121
ys:r2     mean=0.5275278242302571 std=0.725223612392237
ys:adj-r2 mean=1.795375612995008 std=1.2474429610146058
--------------------
el:rmse   mean=0.011631478555500507 std=0.004372850060462952
el:nrmse  mean=0.09794901062877973 std=0.10447368379504532
el:r2     mean=0.8962661835932266 std=0.2255104621608392
el:adj-r2 mean=1.160988348938678 std=0.3452811940633127


2020-06-04 14:19:59.490187
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=11.24419116973877 std=13.529261589050293
ys:nrmse  mean=0.04137866464797465 std=0.047397586208374316
ys:r2     mean=0.6484721936616649 std=0.4697383800463335
ys:adj-r2 mean=1.5733778285471307 std=0.7872531855085582
--------------------
el:rmse   mean=0.011658096686005592 std=0.005399963352829218
el:nrmse  mean=0.09523926876213079 std=0.09721777006735031
el:r2     mean=0.9144716678154416 std=0.16887463242948605
el:adj-r2 mean=1.1335735121359973 std=0.2584743709021536


2020-06-04 15:17:06.465819
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=12.781732559204102 std=17.224655151367188
ys:nrmse  mean=0.04563172994340632 std=0.06016221693583834
ys:r2     mean=0.5711325002478553 std=0.6648932897082518
ys:adj-r2 mean=1.7127109815680022 std=1.139993662626367
--------------------
el:rmse   mean=0.0132193174213171 std=0.005335176829248667
el:nrmse  mean=0.10337350147423226 std=0.09560898642459005
el:r2     mean=0.9061357446344707 std=0.1722126724936282
el:adj-r2 mean=1.1458111930464774 std=0.2635463180912281


2020-06-04 16:20:16.149729
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=11.628646850585938 std=13.580362319946289
ys:nrmse  mean=0.04288695162253571 std=0.04812323362715869
ys:r2     mean=0.7117170713988926 std=0.4196960991372235
ys:adj-r2 mean=1.4809621580528238 std=0.7212774067306527
--------------------
el:rmse   mean=0.011180927976965904 std=0.005455080419778824
el:nrmse  mean=0.09789689389023559 std=0.1111795816991741
el:r2     mean=0.8984155607468297 std=0.23563668665823914
el:adj-r2 mean=1.157303307679677 std=0.36084593596625025


2020-06-04 17:23:35.699030
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=12.568337440490723 std=9.707732200622559
ys:nrmse  mean=0.0467467834717392 std=0.03499728982278366
ys:r2     mean=0.5744104401640555 std=0.528210403491439
ys:adj-r2 mean=1.7036897477502155 std=0.9093790584099402
--------------------
el:rmse   mean=0.012030496262013912 std=0.00411217100918293
el:nrmse  mean=0.09978502251988444 std=0.10489907080890587
el:r2     mean=0.8962460112705802 std=0.22178343771401815
el:adj-r2 mean=1.1607762083024593 std=0.33957650422945845


2020-06-04 18:26:31.095309
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=12.110433578491211 std=16.203857421875
ys:nrmse  mean=0.044293233816422015 std=0.05688152705812265
ys:r2     mean=0.5772241956128531 std=0.7036140522026664
ys:adj-r2 mean=1.71529670863204 std=1.2099413229447926
--------------------
el:rmse   mean=0.011684360913932323 std=0.005272078327834606
el:nrmse  mean=0.1011935175255633 std=0.11585375670359731
el:r2     mean=0.8790906504650028 std=0.2848745053817484
el:adj-r2 mean=1.187210066791674 std=0.4363684286084406


2020-06-04 19:41:21.224227
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.532684326171875 std=12.103604316711426
