2020-07-03 23:28:04.386679
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
el:nrmse  mean=0.1016765114407611 std=0.07161967040769959
el:r2     mean=0.972724820141743 std=0.020637923331979106
el:adj-r2 mean=1.0220799075043032 std=0.01670689031636404


2020-07-04 15:34:33.058306
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=23.36541748046875 std=10.556739807128906
ys:nrmse  mean=0.08794429326273452 std=0.040868882450362624
ys:r2     mean=0.5043611330515899 std=0.5120406728367828
ys:adj-r2 mean=1.4012314637201417 std=0.414509116105967
--------------------
el:rmse   mean=0.0161326602101326 std=0.005872444715350866
el:nrmse  mean=0.10171068101862674 std=0.06993728252382159
el:r2     mean=0.9726206694108424 std=0.01975628259545201
el:adj-r2 mean=1.0221642200007466 std=0.01599318114869922


2020-07-04 16:42:53.242873
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=14.668353080749512 std=11.277225494384766
ys:nrmse  mean=0.05899726124600171 std=0.05070373798790852
ys:r2     mean=0.8871607016155322 std=0.10153337735226929
ys:adj-r2 mean=1.0913460986921881 std=0.08219368642802749
--------------------
el:rmse   mean=0.01629917323589325 std=0.005361085757613182
el:nrmse  mean=0.10170421909636156 std=0.06677348009652118
el:r2     mean=0.9726250310098282 std=0.01803413114255574
el:adj-r2 mean=1.0221606891825201 std=0.014599058543973677


2020-07-04 17:51:14.378466
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=14.806751251220703 std=12.336383819580078
ys:nrmse  mean=0.05995435423095958 std=0.05498381375924013
ys:r2     mean=0.8838324825696023 std=0.11838991843168059
ys:adj-r2 mean=1.094040371253179 std=0.09583945777802713
--------------------
el:rmse   mean=0.016228048130869865 std=0.0015120767056941986
el:nrmse  mean=0.09406174477474515 std=0.04014149752981595
el:r2     mean=0.9749916518620063 std=0.005461881622840021
el:adj-r2 mean=1.0202448532545663 std=0.0044215232184894905


2020-07-04 19:01:21.766484
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=13.977889060974121 std=11.529169082641602
ys:nrmse  mean=0.05645264851106769 std=0.051408371121159126
ys:r2     mean=0.8932423519410043 std=0.1020342108382925
ys:adj-r2 mean=1.0864228579525204 std=0.08259912305957011
--------------------
el:rmse   mean=0.017473025247454643 std=0.003847006242722273
el:nrmse  mean=0.1054891792549389 std=0.05823514984408367
el:r2     mean=0.9702681836729435 std=0.013166476425110455
el:adj-r2 mean=1.024068613217141 std=0.010658576153660851


2020-07-04 20:10:08.248155
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=17.010129928588867 std=12.720367431640625
ys:nrmse  mean=0.06822537471196706 std=0.05733406580498307
ys:r2     mean=0.8464801904326196 std=0.1295740931515471
ys:adj-r2 mean=1.1242779410783557 std=0.1048933135036333
--------------------
el:rmse   mean=0.019311657175421715 std=0.005111235193908215
el:nrmse  mean=0.11397952625847381 std=0.06069778031021807
el:r2     mean=0.9612394402019836 std=0.01885737076973563
el:adj-r2 mean=1.0313775960269658 std=0.015265490623119327


2020-07-04 21:19:03.218163
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=14.919320106506348 std=11.695581436157227
ys:nrmse  mean=0.06006131955309483 std=0.05245869987675141
ys:r2     mean=0.8815067405287916 std=0.10791877721664059
ys:adj-r2 mean=1.0959231148100257 std=0.0873628196515662
--------------------
el:rmse   mean=0.015807488933205605 std=0.005109493155032396
el:nrmse  mean=0.09823387637941981 std=0.06265105666120407
el:r2     mean=0.9746194299288057 std=0.015842597991507543
el:adj-r2 mean=1.0205461757719194 std=0.012824960278839484


2020-07-04 22:28:23.950585
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=15.228215217590332 std=11.096953392028809
ys:nrmse  mean=0.061058867364788 std=0.050184844855566436
ys:r2     mean=0.8813277166261116 std=0.10044687354258987
ys:adj-r2 mean=1.0960680389217192 std=0.0813141357249537
--------------------
el:rmse   mean=0.018433591350913048 std=0.0029663259629160166
el:nrmse  mean=0.10665918890560634 std=0.04742011869604688
el:r2     mean=0.9664762271133527 std=0.011922984619878431
el:adj-r2 mean=1.0271382923368098 std=0.009651939930377742


2020-07-04 23:37:04.033434
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=22.424291610717773 std=17.30730628967285
ys:nrmse  mean=0.090039781530985 std=0.07761627739913687
ys:r2     mean=0.7248697221300812 std=0.2343879225158283
ys:adj-r2 mean=1.222724510656601 std=0.18974260394138484
--------------------
el:rmse   mean=0.018313853070139885 std=0.002450185362249613
el:nrmse  mean=0.10765800662585302 std=0.05037040581528435
el:r2     mean=0.9681649799003157 std=0.008587924070978538
el:adj-r2 mean=1.0257712067473637 std=0.006952129009839739


2020-07-05 00:44:53.919249
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=16.48810577392578 std=11.744292259216309
ys:nrmse  mean=0.06604220348074001 std=0.05315966512593023
ys:r2     mean=0.862893598196346 std=0.11309397379111322
ys:adj-r2 mean=1.110990896698196 std=0.09155226449756777
--------------------
el:rmse   mean=0.015591812320053577 std=0.0033719332423061132
el:nrmse  mean=0.08176542007922438 std=0.007059726038255464
el:r2     mean=0.9756007849211735 std=0.011714420668799685
el:adj-r2 mean=1.0197517455400025 std=0.009483102446171142


2020-07-05 01:54:16.255504
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=18.093297958374023 std=14.56075668334961
ys:nrmse  mean=0.07310837160125185 std=0.06505010632574154
ys:r2     mean=0.8300111952822654 std=0.1672311165649631
ys:adj-r2 mean=1.1376099847714993 std=0.13537757055258923
--------------------
el:rmse   mean=0.01829981990158558 std=0.003005899954587221
el:nrmse  mean=0.09940369378509673 std=0.022024501628952236
el:r2     mean=0.9684624805864553 std=0.007983203015688228
el:adj-r2 mean=1.0255303728585836 std=0.006462592917461916


2020-07-05 03:03:07.611818
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.725849151611328 std=11.826580047607422
ys:nrmse  mean=0.07812508600318288 std=0.05481569800542031
ys:r2     mean=0.8039315055009123 std=0.11794223556685027
ys:adj-r2 mean=1.1587221145944995 std=0.09547704783983123
--------------------
el:rmse   mean=0.020169248804450035 std=0.0025341182481497526
el:nrmse  mean=0.11790385700757637 std=0.053976715751105755
el:r2     mean=0.9609818380012793 std=0.010911301398157828
el:adj-r2 mean=1.0315861311418215 std=0.008832958274699161


2020-07-05 04:13:14.011724
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=22.66129493713379 std=9.886542320251465
ys:nrmse  mean=0.08459392378343276 std=0.03616659087193416
ys:r2     mean=0.5059945992795932 std=0.5352107810519863
ys:adj-r2 mean=1.3999091339165197 std=0.43326587037541736
--------------------
el:rmse   mean=0.016110146418213844 std=0.0036484801676124334
el:nrmse  mean=0.0974757767556328 std=0.05465000327138466
el:r2     mean=0.9745884795291766 std=0.011701358101641026
el:adj-r2 mean=1.0205712308573334 std=0.009472527987042715


2020-07-05 05:21:58.748556
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=20.135835647583008 std=8.969076156616211
ys:nrmse  mean=0.07577096028165496 std=0.03474517687295911
ys:r2     mean=0.6336427745503032 std=0.37724271392600706
ys:adj-r2 mean=1.2965748967926116 std=0.3053869588924819
--------------------
el:rmse   mean=0.015727020800113678 std=0.003762512467801571
el:nrmse  mean=0.09535537452154136 std=0.05482143764042841
el:r2     mean=0.9754111526224011 std=0.01204985060898293
el:adj-r2 mean=1.0199052574009135 std=0.009754640969176685


2020-07-05 06:31:20.218675
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=21.731130599975586 std=11.590228080749512
ys:nrmse  mean=0.08017208168951388 std=0.03936373898659256
ys:r2     mean=0.4537315343895687 std=0.657624347419976
ys:adj-r2 mean=1.4422173293036824 std=0.5323625669590281
--------------------
el:rmse   mean=0.01613975130021572 std=0.0032531991600990295
el:nrmse  mean=0.0960995605087897 std=0.04849181203091168
el:r2     mean=0.9751712194370218 std=0.008811995922776261
el:adj-r2 mean=1.0200994890271728 std=0.007133520508914152


2020-07-05 07:38:45.323432
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=23.051054000854492 std=14.175037384033203
ys:nrmse  mean=0.0844678675633894 std=0.04728122163941196
ys:r2     mean=0.3051320896998868 std=0.8770175343267465
ys:adj-r2 mean=1.5625121178619963 std=0.7099665754073662
--------------------
el:rmse   mean=0.015846583992242813 std=0.003170922864228487
el:nrmse  mean=0.09482735706756619 std=0.050726906501237394
el:r2     mean=0.9753643391596576 std=0.010217013275475098
el:adj-r2 mean=1.0199431540136104 std=0.008270915508717868


2020-07-05 08:48:01.075845
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=21.056028366088867 std=8.932910919189453
ys:nrmse  mean=0.07850370166623444 std=0.032429455952844286
ys:r2     mean=0.5744616799095875 std=0.46014475233436924
ys:adj-r2 mean=1.3444834019779528 std=0.3724981328421084
--------------------
el:rmse   mean=0.014043609611690044 std=0.004885965958237648
el:nrmse  mean=0.08809876075274663 std=0.05902684533111215
el:r2     mean=0.9795282805613418 std=0.014082777739416234
el:adj-r2 mean=1.0165723443074854 std=0.011400343884289307


2020-07-05 09:56:30.204585
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=22.233835220336914 std=11.392070770263672
ys:nrmse  mean=0.08262564553792655 std=0.04017321833392084
ys:r2     mean=0.4666703001784704 std=0.6194938530250884
ys:adj-r2 mean=1.4317430903317145 std=0.5014950238774525
--------------------
el:rmse   mean=0.015721045434474945 std=0.004062478430569172
el:nrmse  mean=0.09595276935779391 std=0.056073043348065926
el:r2     mean=0.975617784474499 std=0.012483783323532935
el:adj-r2 mean=1.0197379839968341 std=0.010105919833336214


2020-07-05 11:06:48.274260
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=19.36931037902832 std=10.183972358703613
ys:nrmse  mean=0.07370085185595607 std=0.04105386676429866
ys:r2     mean=0.6693211670419595 std=0.32523437666121696
ys:adj-r2 mean=1.2676923885850802 std=0.2632849715828898
--------------------
el:rmse   mean=0.01670106314122677 std=0.0027783606201410294
el:nrmse  mean=0.09900857022388591 std=0.04875477900715314
el:r2     mean=0.9734587344339326 std=0.00845565386963326
el:adj-r2 mean=1.021485786410626 std=0.006845053132560337


2020-07-05 12:17:27.212403
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=22.092193603515625 std=12.378060340881348
ys:nrmse  mean=0.08100497618173001 std=0.04105543130834575
ys:r2     mean=0.3993461777287763 std=0.7421657684626003
ys:adj-r2 mean=1.4862435704100383 std=0.6008008601840098
--------------------
el:rmse   mean=0.016330841928720474 std=0.004075970500707626
el:nrmse  mean=0.09927903341211337 std=0.05665825928289977
el:r2     mean=0.9738837522065776 std=0.012659903251196258
el:adj-r2 mean=1.0211417244041991 std=0.01024849310811133


2020-07-05 13:28:40.898760
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=19.379610061645508 std=8.200687408447266
ys:nrmse  mean=0.07352345218223036 std=0.03415580656609662
ys:r2     mean=0.6971134137087955 std=0.27866630679963844
ys:adj-r2 mean=1.2451939031881178 std=0.22558701026637393
--------------------
el:rmse   mean=0.015491235069930553 std=0.004087759181857109
el:nrmse  mean=0.09473620414773903 std=0.05673866485252298
el:r2     mean=0.9759613832592624 std=0.012939963607203278
el:adj-r2 mean=1.0194598325996447 std=0.010475208634402688


2020-07-05 14:37:29.706350
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.447956085205078 std=10.55064868927002
ys:nrmse  mean=0.07255642040429924 std=0.037941385779744416
ys:r2     mean=0.5905388936612949 std=0.4737855426051105
ys:adj-r2 mean=1.3314685146551424 std=0.38354067734699426
--------------------
el:rmse   mean=0.016986427828669548 std=0.0036474261432886124
el:nrmse  mean=0.10240564706184146 std=0.05619856972387739
el:r2     mean=0.9718999684744238 std=0.01224543002998037
el:adj-r2 mean=1.0227476445683237 std=0.009912967167126922


2020-07-05 15:46:16.509979
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=16.455114364624023 std=6.239173889160156
ys:nrmse  mean=0.06305167894858336 std=0.02910081718120135
ys:r2     mean=0.8194791161678564 std=0.1228397658869156
ys:adj-r2 mean=1.146135953578402 std=0.09944171524178887
--------------------
el:rmse   mean=0.015880072489380836 std=0.005008714739233255
el:nrmse  mean=0.09866193244336019 std=0.0637798112635189
el:r2     mean=0.9741119162463864 std=0.016461147106948935
el:adj-r2 mean=1.0209570201814968 std=0.013325690515149199


2020-07-05 16:55:51.730613
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=18.68571662902832 std=8.376006126403809
ys:nrmse  mean=0.0712231567954893 std=0.03552631874419009
ys:r2     mean=0.7262245090512054 std=0.24254765875842135
ys:adj-r2 mean=1.2216277783871194 std=0.19634810470919814
--------------------
el:rmse   mean=0.015522327274084091 std=0.005061674397438765
el:nrmse  mean=0.09660269629594041 std=0.06209597775917352
el:r2     mean=0.9754506075833288 std=0.01556837034822299
el:adj-r2 mean=1.0198733176706387 std=0.012602966472371012


2020-07-05 18:00:24.919571
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=17.114728927612305 std=7.47804594039917
ys:nrmse  mean=0.06517410472043195 std=0.03173961311207302
ys:r2     mean=0.7707417600934772 std=0.20304204162595185
ys:adj-r2 mean=1.1855900037338518 std=0.16436736703053248
--------------------
el:rmse   mean=0.0169205442070961 std=0.004001414403319359
el:nrmse  mean=0.1023948574109122 std=0.058480637906997084
el:r2     mean=0.9715017315450879 std=0.0137737732634316
el:adj-r2 mean=1.0230700268444526 std=0.011150197403730393


2020-07-05 18:59:34.840691
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=17.707365036010742 std=6.132910251617432
ys:nrmse  mean=0.0664505429368778 std=0.024277446865332158
ys:r2     mean=0.7376194467434755 std=0.2505549255103151
ys:adj-r2 mean=1.2124033050171865 std=0.20283017779406462
--------------------
el:rmse   mean=0.01717211864888668 std=0.004400536417961121
el:nrmse  mean=0.10479566675204018 std=0.0613066554778191
el:r2     mean=0.9708768275630911 std=0.014926980655536505
el:adj-r2 mean=1.0235759014965453 std=0.01208374624495811


2020-07-05 19:58:55.336388
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=20.518251419067383 std=9.897164344787598
ys:nrmse  mean=0.07899176152581959 std=0.04375562057822797
ys:r2     mean=0.7000281697748418 std=0.23106786933355453
ys:adj-r2 mean=1.2428343387536993 std=0.18705494184144889
--------------------
el:rmse   mean=0.016282211989164352 std=0.004459513816982508
el:nrmse  mean=0.09991417375398283 std=0.060738812578687566
el:r2     mean=0.9733701574606353 std=0.014840684322966154
el:adj-r2 mean=1.0215574915794858 std=0.012013887309067836


2020-07-05 20:58:37.772746
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=16.72456169128418 std=14.234180450439453
ys:nrmse  mean=0.0677710905114084 std=0.06331228841796746
ys:r2     mean=0.848208267994725 std=0.15500963140892565
ys:adj-r2 mean=1.1228790211471276 std=0.12548398733103502
--------------------
el:rmse   mean=0.015056908130645752 std=0.006177505478262901
el:nrmse  mean=0.09619413559810297 std=0.07027400417325139
el:r2     mean=0.9753266053182202 std=0.01980568225981991
el:adj-r2 mean=1.019973700456679 std=0.016033171353187554


2020-07-05 21:57:41.495730
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=12.896714210510254 std=9.840619087219238
ys:nrmse  mean=0.05178465295319962 std=0.04423918603802816
ys:r2     mean=0.9108123065164975 std=0.076737512227835
ys:adj-r2 mean=1.0721995613914068 std=0.062120843232056897
--------------------
el:rmse   mean=0.01631217636168003 std=0.00595671683549881
el:nrmse  mean=0.10280967157989258 std=0.0711483833748675
el:r2     mean=0.9718176622195217 std=0.020445820922996565
el:adj-r2 mean=1.0228142734413395 std=0.01655137884242584


2020-07-05 22:56:31.092673
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=16.34524917602539 std=14.182135581970215
ys:nrmse  mean=0.06627678884014586 std=0.06291940183620397
ys:r2     mean=0.8514868235257206 std=0.1509568052260282
ys:adj-r2 mean=1.1202249523839403 std=0.12220312804011804
--------------------
el:rmse   mean=0.015455440618097782 std=0.006903287023305893
el:nrmse  mean=0.0996330143856599 std=0.0761227104885533
el:r2     mean=0.9731674424627347 std=0.0230048997751151
el:adj-r2 mean=1.0217215941968338 std=0.018623014103664643


2020-07-05 23:56:00.647893
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=13.549354553222656 std=12.566946983337402
ys:nrmse  mean=0.055327070688485004 std=0.05543772467944943
ys:r2     mean=0.8975913394017657 std=0.11678443579831217
ys:adj-r2 mean=1.0829022490557134 std=0.09453978136053844
--------------------
el:rmse   mean=0.016315730288624763 std=0.006811534520238638
el:nrmse  mean=0.10437189586433461 std=0.07707197231356563
el:r2     mean=0.9707732290321266 std=0.023768410880869992
el:adj-r2 mean=1.0236597669739929 std=0.01924109452260912


2020-07-06 00:50:09.076425
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=15.962966918945312 std=9.751638412475586
ys:nrmse  mean=0.0632527354594374 std=0.04509505794118372
ys:r2     mean=0.8696133592019479 std=0.08055326540916641
ys:adj-r2 mean=1.1055510901698518 std=0.0652097862836109
--------------------
el:rmse   mean=0.015913601964712143 std=0.006160685792565346
