2020-06-06 12:27:28.815879
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:adj-r2 mean=1.7548193169148356 std=1.181090149700395
--------------------
el:rmse   mean=0.014223406091332436 std=0.0034149005077779293
el:nrmse  mean=0.0878617792456223 std=0.0486095891250056
el:r2     mean=0.9744974724441748 std=0.01029725297742153
el:adj-r2 mean=1.0305369552072974 std=0.012828202447150992


2020-06-06 18:31:52.614195
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.962238311767578 std=19.45003890991211
ys:nrmse  mean=0.06889683514622023 std=0.06799188288110514
ys:r2     mean=0.1832165103949462 std=1.1772637846689167
ys:adj-r2 mean=2.006122587332353 std=1.4561056117715534
--------------------
el:rmse   mean=0.01408955454826355 std=0.003361150622367859
el:nrmse  mean=0.08713082988410062 std=0.04819527864537619
el:r2     mean=0.9753373663791847 std=0.009274347875865884
el:adj-r2 mean=1.029499871900621 std=0.01155047689851484


2020-06-06 19:12:00.146878
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=17.665637969970703 std=19.128602981567383
ys:nrmse  mean=0.06419619321229766 std=0.06694897005648673
ys:r2     mean=0.29325811853718237 std=1.1070482218621804
ys:adj-r2 mean=1.8712028669888823 std=1.3686269778611655
--------------------
el:rmse   mean=0.014310350641608238 std=0.003153953468427062
el:nrmse  mean=0.08755375632844917 std=0.04601962161051978
el:r2     mean=0.973977920867401 std=0.010525087141091507
el:adj-r2 mean=1.0312315155335334 std=0.013288537348542172


2020-06-06 19:54:03.876763
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=20.231182098388672 std=20.808500289916992
ys:nrmse  mean=0.0737273233165539 std=0.07275976386075074
ys:r2     mean=0.086538659299449 std=1.3460254038284303
ys:adj-r2 mean=2.1262082321728526 std=1.6641472650014209
--------------------
el:rmse   mean=0.017259418964385986 std=0.007735242135822773
el:nrmse  mean=0.10950906212156737 std=0.0790071976972851
el:r2     mean=0.9602578304480602 std=0.029719621536215872
el:adj-r2 mean=1.0480175824630433 std=0.0373249595539974


2020-06-06 20:40:56.472907
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.144609451293945 std=22.857202529907227
ys:nrmse  mean=0.07359037707058222 std=0.0799709568231622
ys:r2     mean=0.10898488711181775 std=1.5585342865009169
ys:adj-r2 mean=2.0977523174278376 std=1.9268029278109136
--------------------
el:rmse   mean=0.01520063728094101 std=0.0032792938873171806
el:nrmse  mean=0.09301253912063123 std=0.04946814830423707
el:r2     mean=0.970828621506301 std=0.01171344603346948
el:adj-r2 mean=1.0348613013667651 std=0.014458069423118142


2020-06-06 21:18:02.011244
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=23.858478546142578 std=22.702627182006836
ys:nrmse  mean=0.08793736727398292 std=0.08005176238494982
ys:r2     mean=-0.08628673150946523 std=1.636487359589933
ys:adj-r2 mean=2.3387205330627703 std=2.0234988922517916
--------------------
el:rmse   mean=0.013972071930766106 std=0.0034411109518259764
el:nrmse  mean=0.08302125022847531 std=0.04201138753356814
el:r2     mean=0.9765892603888707 std=0.007450859526461855
el:adj-r2 mean=1.0275111984934706 std=0.00825550818805567


2020-06-06 22:00:57.543314
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=23.069875717163086 std=24.509292602539062
ys:nrmse  mean=0.085282429443303 std=0.0864484387935507
ys:r2     mean=-0.0236660186027688 std=1.805597235701281
ys:adj-r2 mean=2.261568685897145 std=2.231998403185987
--------------------
el:rmse   mean=0.0117353405803442 std=0.0041498783975839615
el:nrmse  mean=0.07060640170899105 std=0.038692417860237596
el:r2     mean=0.9841717919702104 std=0.006937842854551675
el:adj-r2 mean=1.0184266835120013 std=0.007473820370350376


2020-06-06 22:53:19.649593
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.979808807373047 std=24.524702072143555
ys:nrmse  mean=0.07662553186032373 std=0.08600516141362868
ys:r2     mean=0.011075679469612076 std=1.754169625889357
ys:adj-r2 mean=2.2176813734905743 std=2.168955841173693
--------------------
el:rmse   mean=0.01706365868449211 std=0.00489067193120718
el:nrmse  mean=0.10158365946360567 std=0.05417825174605901
el:r2     mean=0.9626127108498043 std=0.018176090393839182
el:adj-r2 mean=1.0453617577312095 std=0.02339436719968054


2020-06-06 23:34:33.007867
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=21.99312973022461 std=27.36794090270996
ys:nrmse  mean=0.07966830682111256 std=0.09591388016412487
ys:r2     mean=-0.15954277220350627 std=2.130094847145026
ys:adj-r2 mean=2.427188967164633 std=2.6337995668082907
--------------------
el:rmse   mean=0.014994370751082897 std=0.0031896312721073627
el:nrmse  mean=0.08913929893295894 std=0.04032375645063064
el:r2     mean=0.9734074494136543 std=0.006755158725499404
el:adj-r2 mean=1.0314609536229906 std=0.008095027618733439


2020-06-07 00:17:07.863350
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=10.541875839233398 std=4.434645175933838
ys:nrmse  mean=0.04114130184881924 std=0.02120313702629477
ys:r2     mean=0.8947855159657054 std=0.06472547382809068
ys:adj-r2 mean=1.125801869067919 std=0.0804589652039506
--------------------
el:rmse   mean=0.02439412847161293 std=0.02222447097301483
el:nrmse  mean=0.16525140400916044 std=0.18586838660867147
el:r2     mean=0.8977439991707208 std=0.16147504951993644
el:adj-r2 mean=1.125292051085791 std=0.1999896939799357


2020-06-07 01:03:57.126829
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=10.04242992401123 std=5.292405605316162
ys:nrmse  mean=0.03697462958822203 std=0.018488364961473495
ys:r2     mean=0.845667727493051 std=0.13048369281894776
ys:adj-r2 mean=1.1863980507505114 std=0.16274465949361724
--------------------
el:rmse   mean=0.024966519325971603 std=0.019941892474889755
el:nrmse  mean=0.16333072869618476 std=0.1715638651081597
el:r2     mean=0.8968184234339631 std=0.1401831467102704
el:adj-r2 mean=1.1265040801887687 std=0.1737422281875005


2020-06-07 01:40:32.517707
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=19.959392547607422 std=19.168079376220703
ys:nrmse  mean=0.07341411242924757 std=0.06726040626909359
ys:r2     mean=0.22503727592402728 std=1.1780480112367895
ys:adj-r2 mean=1.9547692141140813 std=1.4567850822835355
--------------------
el:rmse   mean=0.11992261558771133 std=0.048505015671253204
el:nrmse  mean=0.6718840819036755 std=0.3108229507516988
el:r2     mean=-2.073555507231192 std=4.0472092486633375
el:adj-r2 mean=4.73499467350968 std=5.027906600049939


2020-06-07 02:24:23.183878
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=19.543310165405273 std=22.209186553955078
ys:nrmse  mean=0.07080805872694326 std=0.07790352501264622
ys:r2     mean=0.11140615945385476 std=1.4482842268127996
ys:adj-r2 mean=2.094131990793802 std=1.791058254598628
--------------------
el:rmse   mean=0.13064983487129211 std=0.028980042785406113
el:nrmse  mean=0.7616054876229914 std=0.3056521753852697
el:r2     mean=-1.187525384158463 std=1.018781369405804
el:adj-r2 mean=3.643732001725502 std=1.3158163358902013


2020-06-07 03:13:42.869704
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=25.43914794921875 std=22.173757553100586
ys:nrmse  mean=0.0948051133051688 std=0.07804843731255276
ys:r2     mean=-0.056321731062022005 std=1.6508021502287034
ys:adj-r2 mean=2.2958167036094386 std=2.0439683293625572
--------------------
el:rmse   mean=0.12469706684350967 std=0.01664130762219429
el:nrmse  mean=0.7240159529681891 std=0.29867399606967093
el:r2     mean=-1.303106684509347 std=1.8580258490457324
el:adj-r2 mean=3.7724362940456984 std=2.32825426986709


2020-06-07 03:55:08.067267
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=21.421466827392578 std=16.698152542114258
ys:nrmse  mean=0.07892554392081666 std=0.058447806148571646
ys:r2     mean=0.1640240345594873 std=1.0425769097652782
ys:adj-r2 mean=2.027968501526801 std=1.2911896447795812
--------------------
el:rmse   mean=0.014598053880035877 std=0.0032910567242652178
el:nrmse  mean=0.08899575655690503 std=0.04503103927474283
el:r2     mean=0.9741640224965666 std=0.0079902579856809
el:adj-r2 mean=1.0310438610943304 std=0.01055920313973445


2020-06-07 04:42:07.190032
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=19.101119995117188 std=12.512067794799805
ys:nrmse  mean=0.07089449652460635 std=0.04452671221814302
ys:r2     mean=0.4223301760542103 std=0.6476461009316952
ys:adj-r2 mean=1.7085866978557938 std=0.8035054757252482
--------------------
el:rmse   mean=0.014797697775065899 std=0.003124814946204424
el:nrmse  mean=0.08977618008429097 std=0.04477151423903573
el:r2     mean=0.9726545662161076 std=0.009940478646878493
el:adj-r2 mean=1.0329143522743045 std=0.012938625361250152


2020-06-07 05:37:30.126465
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.55279541015625 std=16.254989624023438
ys:nrmse  mean=0.0678053650271789 std=0.05675588915637591
ys:r2     mean=0.3638877749687839 std=0.8951720063199892
ys:adj-r2 mean=1.7805689133069411 std=1.108576631647429
--------------------
el:rmse   mean=0.014610136859118938 std=0.003299613483250141
el:nrmse  mean=0.08909141324763617 std=0.04513765152061337
el:r2     mean=0.9740271537224835 std=0.008170204397421435
el:adj-r2 mean=1.0312070389503132 std=0.01074124124050207


2020-06-07 06:20:23.507560
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=18.115272521972656 std=16.283390045166016
ys:nrmse  mean=0.06639203033652614 std=0.05684848912077356
ys:r2     mean=0.33496874640743446 std=0.8997178763655306
ys:adj-r2 mean=1.8189709978196056 std=1.113147294750158
--------------------
el:rmse   mean=0.015090107917785645 std=0.003465419402346015
el:nrmse  mean=0.09235453321810717 std=0.04768306800623125
el:r2     mean=0.9722669589599338 std=0.008764760752651608
el:adj-r2 mean=1.0332928690297798 std=0.011409514182073888


2020-06-07 07:10:54.779146
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.371891021728516 std=12.829055786132812
ys:nrmse  mean=0.06271230180054546 std=0.04421203520032879
ys:r2     mean=0.41847018310701395 std=0.6089049315852402
ys:adj-r2 mean=1.7081389898244996 std=0.756027149891301
--------------------
el:rmse   mean=0.014775356277823448 std=0.002966261003166437
el:nrmse  mean=0.08894655356678971 std=0.04305094503347469
el:r2     mean=0.9722197970186901 std=0.011319574440940642
el:adj-r2 mean=1.033512555010161 std=0.014688552953945362


2020-06-07 08:08:24.830058
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.095714569091797 std=18.2225399017334
ys:nrmse  mean=0.06220720320760611 std=0.06369723590788016
ys:r2     mean=0.36978206769751604 std=1.0192749144898379
ys:adj-r2 mean=1.775817918216319 std=1.2606037864119908
--------------------
el:rmse   mean=0.014997906982898712 std=0.0029564315918833017
el:nrmse  mean=0.09022539276784418 std=0.04324381009720473
el:r2     mean=0.9712828023393232 std=0.011767442582458239
el:adj-r2 mean=1.0346251677595977 std=0.015219030482810845


2020-06-07 08:48:12.920939
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=18.916004180908203 std=18.517013549804688
ys:nrmse  mean=0.06901162589461987 std=0.06476969167635446
ys:r2     mean=0.24230857291057992 std=1.096136812798038
ys:adj-r2 mean=1.9335145245079688 std=1.3556173877004636
--------------------
el:rmse   mean=0.013330349698662758 std=0.004582137800753117
el:nrmse  mean=0.08420990850123462 std=0.04918320692561203
el:r2     mean=0.9797781168228319 std=0.008542551164819598
el:adj-r2 mean=1.0241226902717864 std=0.010647910693565105


2020-06-07 09:31:53.999261
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=19.4318904876709 std=18.78544044494629
ys:nrmse  mean=0.0712753822863866 std=0.06563131687181592
ys:r2     mean=0.25963239467624366 std=1.1420919576820758
ys:adj-r2 mean=1.9111786319672261 std=1.4128069460555153
--------------------
el:rmse   mean=0.014837506227195263 std=0.0028025005012750626
el:nrmse  mean=0.08920933115270123 std=0.04272692471515765
el:r2     mean=0.9716987316573265 std=0.012124307477431
el:adj-r2 mean=1.0341214757360988 std=0.0156251175241015


2020-06-07 10:18:55.699700
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.46323013305664 std=21.199764251708984
ys:nrmse  mean=0.07536828672450238 std=0.07416547631088144
ys:r2     mean=0.18178972308244717 std=1.4032117816945
ys:adj-r2 mean=2.0073471599084414 std=1.7351873117618462
--------------------
el:rmse   mean=0.014711439609527588 std=0.0031814416870474815
el:nrmse  mean=0.08871364988003755 std=0.04274045497620447
el:r2     mean=0.9730858720691355 std=0.009644536263640612
el:adj-r2 mean=1.032431600427784 std=0.01264754359119056


2020-06-07 10:55:25.861447
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=18.71363639831543 std=18.082738876342773
ys:nrmse  mean=0.06889247784102223 std=0.06364355877640741
ys:r2     mean=0.3294289470467747 std=1.0295052916698408
ys:adj-r2 mean=1.8235598214637734 std=1.2743885483203092
--------------------
el:rmse   mean=0.013577288016676903 std=0.0028854794800281525
el:nrmse  mean=0.08282267896096937 std=0.04310859743461366
el:r2     mean=0.9766936767124321 std=0.009556363660136125
el:adj-r2 mean=1.0280282558521987 std=0.012283739479209296


2020-06-07 11:36:55.645694
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=20.5425968170166 std=19.317975997924805
ys:nrmse  mean=0.07603870275181238 std=0.06781359021000848
ys:r2     mean=0.23397759935668833 std=1.2066081149201004
ys:adj-r2 mean=1.9411801163063889 std=1.4932812622160665
--------------------
el:rmse   mean=0.01400016713887453 std=0.0029388272669166327
el:nrmse  mean=0.08558995942218008 std=0.04468843255457214
el:r2     mean=0.9756351225283645 std=0.009077370913678995
el:adj-r2 mean=1.0292427666715107 std=0.011706919976960028


2020-06-07 12:27:32.778189
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=21.37615966796875 std=18.618318557739258
ys:nrmse  mean=0.07889293783798493 std=0.06521621921935311
ys:r2     mean=0.1481463951385928 std=1.1848799169998327
ys:adj-r2 mean=2.0487505004371243 std=1.4660109523084934
--------------------
el:rmse   mean=0.015799134969711304 std=0.0036421807017177343
el:nrmse  mean=0.09536913390770255 std=0.04477439993711563
el:r2     mean=0.9719196162909018 std=0.0037016299325606425
el:adj-r2 mean=1.0333571982280145 std=0.005254018617238592


2020-06-07 13:06:39.132600
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=20.63711166381836 std=17.885812759399414
ys:nrmse  mean=0.07641883424529772 std=0.06376942715601276
ys:r2     mean=0.2373483710908763 std=1.0420296974528955
ys:adj-r2 mean=1.9397172404522216 std=1.28882086084946
--------------------
el:rmse   mean=0.012632668018341064 std=0.0013576140627264977
el:nrmse  mean=0.07039330264490612 std=0.01950274293499261
el:r2     mean=0.9753157427010469 std=0.021573896879414325
el:adj-r2 mean=1.029826426326943 std=0.02700819318396213


2020-06-07 13:48:29.706347
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=22.611330032348633 std=23.859718322753906
ys:nrmse  mean=0.08315322164776481 std=0.08349020292028546
ys:r2     mean=-0.055008969533161166 std=1.7494025857304474
ys:adj-r2 mean=2.2999969024974347 std=2.1628625310365677
--------------------
el:rmse   mean=0.011573713272809982 std=0.0011921655386686325
el:nrmse  mean=0.06733103366455867 std=0.02670543187985681
el:r2     mean=0.9826566875361102 std=0.008340369655579357
el:adj-r2 mean=1.0206678011795103 std=0.010533909160671151


2020-06-07 14:33:52.351889
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=19.20285415649414 std=21.68490982055664
ys:nrmse  mean=0.06983369121463368 std=0.07590171048045372
ys:r2     mean=0.160437573626319 std=1.3988692737334916
ys:adj-r2 mean=2.0348743297099663 std=1.7292748015009416
--------------------
el:rmse   mean=0.013635896146297455 std=0.00196283427067101
el:nrmse  mean=0.0763611976892913 std=0.024885453061790717
el:r2     mean=0.9731284878596671 std=0.018889189220501663
el:adj-r2 mean=1.0322743118306763 std=0.023762810284470814


2020-06-07 15:10:28.279251
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=10.699955940246582 std=4.241596698760986
ys:nrmse  mean=0.040181843392539954 std=0.015993100356439992
ys:r2     mean=0.8143530651685591 std=0.1919808872155228
ys:adj-r2 mean=1.2270977413864292 std=0.23878831877499462
--------------------
el:rmse   mean=0.01585119217634201 std=0.0033587822690606117
el:nrmse  mean=0.08616498810216777 std=0.024145186119605856
el:r2     mean=0.9595949021646939 std=0.03595104984341168
el:adj-r2 mean=1.0487453122191286 std=0.04497646852188737


2020-06-07 15:52:48.050687
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=23.884021759033203 std=33.55671310424805
ys:nrmse  mean=0.08598982098733907 std=0.11791431521055785
ys:r2     mean=-0.6197324564308778 std=3.022309161679369
ys:adj-r2 mean=2.9991874799237093 std=3.734307101103944
--------------------
el:rmse   mean=0.022506942972540855 std=0.014326184056699276
el:nrmse  mean=0.12593292012288093 std=0.0667788836856107
el:r2     mean=0.9305758446622419 std=0.08060598655704208
el:adj-r2 mean=1.0793157759499297 std=0.08853424388184267


2020-06-07 16:38:33.749168
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.719646453857422 std=9.488685607910156
ys:nrmse  mean=0.06926411551655162 std=0.041285088981177116
ys:r2     mean=0.7028989119472329 std=0.19255651494065623
ys:adj-r2 mean=1.3565381547988742 std=0.23556049005564897
--------------------
el:rmse   mean=0.01242759544402361 std=0.005939086899161339
el:nrmse  mean=0.07683704354496898 std=0.06123176233215677
el:r2     mean=0.9789463207415501 std=0.016243049570354207
el:adj-r2 mean=1.0244448086276676 std=0.017983449228982873


2020-06-07 17:15:56.784089
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=23.092992782592773 std=22.970861434936523
ys:nrmse  mean=0.08497912888726242 std=0.08036521384360214
ys:r2     mean=-0.05290157731775791 std=1.6743670626572986
ys:adj-r2 mean=2.296873533790175 std=2.070539363602006
--------------------
el:rmse   mean=0.13955417275428772 std=0.06426594406366348
el:nrmse  mean=0.7111728594648619 std=0.176685749662768
el:r2     mean=-4.102753075145427 std=7.846213171898035
el:adj-r2 mean=7.2445586126379835 std=9.721987749419135


2020-06-07 18:00:46.793102
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=19.19970703125 std=18.970701217651367
ys:nrmse  mean=0.07137953872243893 std=0.06711834856611008
ys:r2     mean=0.3338044715504491 std=1.1085700799734661
ys:adj-r2 mean=1.8212440647946913 std=1.3703817768694184
--------------------
el:rmse   mean=0.6143475770950317 std=0.8377810716629028
el:nrmse  mean=4.354576475341467 std=6.683761144261456
el:r2     mean=-97.51301310039 std=186.99723638148257
el:adj-r2 mean=122.50157729108045 std=231.09234833121633


2020-06-07 18:50:22.660613
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.840978622436523 std=19.890342712402344
ys:nrmse  mean=0.0772883906640702 std=0.06975975951404248
ys:r2     mean=0.20094455985176013 std=1.27236227166559
ys:adj-r2 mean=1.9839123594752195 std=1.5735548429419062
--------------------
el:rmse   mean=0.23065118491649628 std=0.12188275158405304
el:nrmse  mean=1.2290302571784841 std=0.5105500442703763
el:r2     mean=-14.119384895574399 std=24.396580785478925
el:adj-r2 mean=19.49786409420383 std=30.22088900297152


2020-06-07 19:29:12.168111
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=20.5247802734375 std=17.33795166015625
ys:nrmse  mean=0.07469015202144161 std=0.060261574075218406
ys:r2     mean=0.12990709564872302 std=1.0806426912194211
ys:adj-r2 mean=2.069388651510461 std=1.338630605683645
--------------------
el:rmse   mean=0.015823891386389732 std=0.0039784470573067665
el:nrmse  mean=0.09681458105172233 std=0.05226234940950683
el:r2     mean=0.9700125626599861 std=0.010816120662064591
el:adj-r2 mean=1.035982917135581 std=0.014218650226774985


2020-06-07 20:12:12.480450
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.344879150390625 std=15.366167068481445
ys:nrmse  mean=0.06266291446620255 std=0.05349907521065288
ys:r2     mean=0.33666626234481783 std=0.8153866296325261
ys:adj-r2 mean=1.8148205736481657 std=1.0103309999799306
--------------------
el:rmse   mean=0.01584916189312935 std=0.0040009585209190845
el:nrmse  mean=0.09700846974995056 std=0.0525307921073625
el:r2     mean=0.9699088757244134 std=0.010928363012752405
el:adj-r2 mean=1.0360930368322976 std=0.01434194459515169


2020-06-07 20:58:36.640444
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.075084686279297 std=14.031142234802246
ys:nrmse  mean=0.06214008839323074 std=0.04870816725391263
ys:r2     mean=0.45831703785127526 std=0.6919648859961194
ys:adj-r2 mean=1.662670779237859 std=0.8581371953214334
--------------------
el:rmse   mean=0.01582774892449379 std=0.003986366093158722
el:nrmse  mean=0.09685023534289583 std=0.05219838524002218
el:r2     mean=0.970102949231087 std=0.010589875567881372
el:adj-r2 mean=1.035866163653751 std=0.013944455570427531


2020-06-07 21:34:17.472183
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=19.527446746826172 std=18.071943283081055
ys:nrmse  mean=0.07023122755543629 std=0.06293781974494367
ys:r2     mean=0.1299239813736003 std=1.0889140454641373
ys:adj-r2 mean=2.0690894240721383 std=1.3487554878457002
--------------------
el:rmse   mean=0.015625331550836563 std=0.003923303913325071
el:nrmse  mean=0.0947193485302315 std=0.051335714522544165
el:r2     mean=0.9691709598006154 std=0.014460485739890285
el:adj-r2 mean=1.0371140136605834 std=0.018640380421621895


2020-06-07 22:14:47.719958
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=20.1865177154541 std=21.099788665771484
