2020-06-29 08:26:36.258804
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
--------------------
el:rmse   mean=0.10817893594503403 std=0.04472210258245468
el:nrmse  mean=0.8527550774550245 std=0.8921689953699967
el:r2     mean=-6.978168407981672 std=16.79727427040533
el:adj-r2 mean=13.364431185619344 std=25.73108113694246


2020-06-29 21:40:21.001170
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=234.7818603515625 std=74.26092529296875
ys:nrmse  mean=0.9188751656588148 std=0.4751522799812132
ys:r2     mean=-192.2300045285368 std=181.8569906203518
ys:adj-r2 mean=308.73106859663045 std=297.221732651587
--------------------
el:rmse   mean=0.10099174082279205 std=0.04534685239195824
el:nrmse  mean=0.8585878139765969 std=0.9905097433225177
el:r2     mean=-7.245261402164671 std=17.888055649942434
el:adj-r2 mean=13.763426306858284 std=27.404923316085046


2020-06-30 01:00:04.128270
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=31.197307586669922 std=23.49920082092285
ys:nrmse  mean=0.11552865370733464 std=0.08715842026273395
ys:r2     mean=-2.1749036920723035 std=3.835897515766619
ys:adj-r2 mean=6.0398690654776335 std=5.915413601865033
--------------------
el:rmse   mean=0.027918308973312378 std=0.01031829696148634
el:nrmse  mean=0.23787281873306756 std=0.2539379593912983
el:r2     mean=0.4283982339370816 std=1.169818164665027
el:adj-r2 mean=1.8818985226581482 std=1.7917126638919902


2020-06-30 04:16:50.304707
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=41.73682403564453 std=6.773838043212891
ys:nrmse  mean=0.15871566634483694 std=0.04510045620389307
ys:r2     mean=-5.6600322046682 std=6.848241871517063
ys:adj-r2 mean=11.454787550470948 std=10.522066257609673
--------------------
el:rmse   mean=0.033275119960308075 std=0.01135646179318428
el:nrmse  mean=0.24927912872234223 std=0.24397407721172254
el:r2     mean=0.4792737137144897 std=0.5771984172561996
el:adj-r2 mean=1.8054805924374377 std=0.8813770162675724


2020-06-30 07:34:50.464978
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=74.54612731933594 std=30.398719787597656
ys:nrmse  mean=0.2758634339642848 std=0.10905030447400577
ys:r2     mean=-29.466130224465456 std=36.25097754376904
ys:adj-r2 mean=49.26170895381762 std=57.370100425599794
--------------------
el:rmse   mean=0.05645040422677994 std=0.02675642818212509
el:nrmse  mean=0.5173625382376581 std=0.6142135110578616
el:r2     mean=-2.2295994419846887 std=7.495570422833638
el:adj-r2 mean=5.987036953306248 std=11.482598734714589


2020-06-30 10:54:35.531921
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=182.93362426757812 std=78.65486907958984
ys:nrmse  mean=0.7061991927694751 std=0.4022331197309652
ys:r2     mean=-115.89014086765071 std=124.11988068719857
ys:adj-r2 mean=186.8265651048087 std=196.71182701026189
--------------------
el:rmse   mean=0.10339543968439102 std=0.047255367040634155
el:nrmse  mean=0.8433869446377799 std=0.9189381396117842
el:r2     mean=-7.512960092330788 std=19.452983069786466
el:adj-r2 mean=14.144978811661781 std=29.799160731663438


2020-06-30 14:12:59.417103
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=186.76278686523438 std=56.4359130859375
ys:nrmse  mean=0.6901405439712487 std=0.2180883786948093
ys:r2     mean=-180.951952034869 std=217.28421284972916
ys:adj-r2 mean=289.8728166175618 std=347.9353105549229
--------------------
el:rmse   mean=0.10245557129383087 std=0.04267469793558121
el:nrmse  mean=0.8473792995603388 std=0.9477231735610123
el:r2     mean=-7.580192297085634 std=19.365832316212263
el:adj-r2 mean=14.28247844916911 std=29.666993786705167


2020-06-30 17:31:45.555726
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=12.10673713684082 std=5.710052490234375
ys:nrmse  mean=0.04663444981412017 std=0.02411184178572831
ys:r2     mean=0.6782738256976136 std=0.29456366737682443
ys:adj-r2 mean=1.5022061700734473 std=0.4497871164763952
--------------------
el:rmse   mean=0.022690439596772194 std=0.007174482103437185
el:nrmse  mean=0.15183051360447858 std=0.10170623469076798
el:r2     mean=0.7218642936533483 std=0.3415513504372306
el:adj-r2 mean=1.4367560870035612 std=0.5247874323946624


2020-06-30 20:50:13.204768
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=17.545564651489258 std=8.123693466186523
ys:nrmse  mean=0.068856816435579 std=0.04573322735562153
ys:r2     mean=-0.07677601281492719 std=1.5059429045869026
ys:adj-r2 mean=2.68330722029122 std=2.317522209227317
--------------------
el:rmse   mean=0.022495610639452934 std=0.011997057124972343
el:nrmse  mean=0.15900016569004555 std=0.1505899166849319
el:r2     mean=0.7837667939724708 std=0.17958315816343948
el:adj-r2 mean=1.3439243766036 std=0.28512015572165267


2020-07-01 00:08:13.361328
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=19.53542709350586 std=8.827615737915039
ys:nrmse  mean=0.07536748478558775 std=0.04373139854021162
ys:r2     mean=-0.6194759822233358 std=2.226109305530069
ys:adj-r2 mean=3.608183881656397 std=3.6950909814251562
--------------------
el:rmse   mean=0.030559908598661423 std=0.010128731839358807
el:nrmse  mean=0.24304101342209905 std=0.25404882856426053
el:r2     mean=0.400695733869215 std=0.9764062063003284
el:adj-r2 mean=1.9299082317295777 std=1.49396044026235


2020-07-01 03:25:53.698352
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=36.371360778808594 std=20.518932342529297
ys:nrmse  mean=0.1463138988382614 std=0.11453875273685435
ys:r2     mean=-3.383064263046973 std=4.5151740758442775
ys:adj-r2 mean=7.879261139886758 std=7.052613364561494
--------------------
el:rmse   mean=0.06052219867706299 std=0.051654715090990067
el:nrmse  mean=0.3856924636242778 std=0.3595099608067245
el:r2     mean=-0.06196492451491627 std=0.892952331681576
el:adj-r2 mean=2.6429941454957073 std=1.358788485157609


2020-07-01 06:46:22.787986
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=45.92983627319336 std=16.578746795654297
ys:nrmse  mean=0.18002531254949364 std=0.09812746400893868
ys:r2     mean=-6.057097180026177 std=8.371535226873426
ys:adj-r2 mean=11.98822900930987 std=12.80408573351691
--------------------
el:rmse   mean=0.06206014007329941 std=0.027439353987574577
el:nrmse  mean=0.46808232632301294 std=0.459655582788466
el:r2     mean=-1.273236570514354 std=3.541441932255789
el:adj-r2 mean=4.5441245179123 std=5.441779304058087


2020-07-01 10:05:21.065810
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=11.974637985229492 std=6.2420244216918945
ys:nrmse  mean=0.047240638722911434 std=0.03052167369505552
ys:r2     mean=0.6234081596015132 std=0.4256157267224495
ys:adj-r2 mean=1.592928412408914 std=0.6502274430762811
--------------------
el:rmse   mean=0.02376227267086506 std=0.006884847301989794
el:nrmse  mean=0.15450867867772336 std=0.08941713351915168
el:r2     mean=0.7918909957075152 std=0.1686278010977714
el:adj-r2 mean=1.3282183381803956 std=0.26497199601992866


2020-07-01 13:23:55.433045
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=19.053293228149414 std=8.684362411499023
ys:nrmse  mean=0.07563781012670086 std=0.04852562195556378
ys:r2     mean=-0.4533737545992739 std=2.20464971473522
ys:adj-r2 mean=3.2442653816985088 std=3.3724396303045254
--------------------
el:rmse   mean=0.025252681225538254 std=0.00878208689391613
el:nrmse  mean=0.2028434990487206 std=0.2197668321332819
el:r2     mean=0.34668505268206823 std=1.399559113372113
el:adj-r2 mean=2.006405999114498 std=2.144340548412715


2020-07-01 16:43:15.022526
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=32.22708511352539 std=13.149982452392578
ys:nrmse  mean=0.12530323551966227 std=0.06690752886384974
ys:r2     mean=-1.671533210607884 std=2.409880641707649
ys:adj-r2 mean=5.292766016885017 std=3.988382137521154
--------------------
el:rmse   mean=0.029981032013893127 std=0.00751732662320137
el:nrmse  mean=0.24013470762652273 std=0.24449173680837424
el:r2     mean=0.290513251288098 std=1.5416680323852023
el:adj-r2 mean=2.095354861274209 std=2.3613560330858356


2020-07-01 20:02:08.258701
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=42.844886779785156 std=18.74231719970703
ys:nrmse  mean=0.17001060492777112 std=0.11286094278825548
ys:r2     mean=-4.694654423663871 std=5.935072727615865
ys:adj-r2 mean=9.89788274346067 std=9.135698678068868
--------------------
el:rmse   mean=0.0425553061068058 std=0.010800291784107685
el:nrmse  mean=0.30487342127182504 std=0.2551668734641503
el:r2     mean=0.0939329726805235 std=1.0058206011516782
el:adj-r2 mean=2.407718838200052 std=1.5349593727286404


2020-07-01 23:21:13.656171
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=61.36983108520508 std=26.189905166625977
ys:nrmse  mean=0.24005657667911118 std=0.13087378218108278
ys:r2     mean=-12.053740054462791 std=12.839943198740595
ys:adj-r2 mean=21.801807244263948 std=20.25809860310404
--------------------
el:rmse   mean=0.05610277131199837 std=0.02155185118317604
el:nrmse  mean=0.434942692974391 std=0.44558744781635085
el:r2     mean=-0.8403295048624908 std=3.09463627260427
el:adj-r2 mean=3.846621201113463 std=4.735723549143852


2020-07-02 02:40:10.637413
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=12.518106460571289 std=6.251224994659424
ys:nrmse  mean=0.05057221540183734 std=0.03420982333022682
ys:r2     mean=0.6196069165955085 std=0.4338881404135765
ys:adj-r2 mean=1.593465849942143 std=0.6617105868613492
--------------------
el:rmse   mean=0.022373050451278687 std=0.008761528879404068
el:nrmse  mean=0.15451778743970976 std=0.11215836937601203
el:r2     mean=0.7398448294032065 std=0.25496188889569676
el:adj-r2 mean=1.4051116379649389 std=0.3914073812813881


2020-07-02 05:58:59.853161
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=10.57805061340332 std=6.63670539855957
ys:nrmse  mean=0.043961125153788076 std=0.03707408891840525
ys:r2     mean=0.71208311381589 std=0.3221404216866713
ys:adj-r2 mean=1.4470995214516615 std=0.4911949295525784
--------------------
el:rmse   mean=0.020848872140049934 std=0.00706964498385787
el:nrmse  mean=0.12360718233912327 std=0.0564522981736189
el:r2     mean=0.8123591604318643 std=0.24470240524731152
el:adj-r2 mean=1.2914849386985092 std=0.3737699285196929


2020-07-02 09:16:28.564002
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=13.919296264648438 std=9.817554473876953
ys:nrmse  mean=0.055617181548345676 std=0.04388770346394372
ys:r2     mean=0.49871289293876087 std=0.5201490054733812
ys:adj-r2 mean=1.7864287837870854 std=0.7989690272962199
--------------------
el:rmse   mean=0.023995593190193176 std=0.007824348285794258
el:nrmse  mean=0.15072891754059212 std=0.09063071293249049
el:r2     mean=0.8035175084546907 std=0.142114420864003
el:adj-r2 mean=1.31288450693074 std=0.23135725187322195


2020-07-02 12:31:08.642696
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=16.750873565673828 std=11.66844654083252
ys:nrmse  mean=0.06937430259978665 std=0.06523901667511671
ys:r2     mean=0.41196716140016976 std=0.48804433334720243
ys:adj-r2 mean=1.9223624876276486 std=0.7425762604515135
--------------------
el:rmse   mean=0.035210639238357544 std=0.012986656278371811
el:nrmse  mean=0.28330571738881827 std=0.30568900142704664
el:r2     mean=0.32258478640404437 std=0.9379396177839644
el:adj-r2 mean=2.049092806375113 std=1.4332470326853848


2020-07-02 15:50:30.044563
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=17.299898147583008 std=14.012002944946289
ys:nrmse  mean=0.0716912579594615 std=0.0758439785135884
ys:r2     mean=0.2029682853749514 std=0.705578638973396
ys:adj-r2 mean=2.261540071495898 std=1.158178068657485
--------------------
el:rmse   mean=0.05395064875483513 std=0.026514092460274696
el:nrmse  mean=0.3447775079102218 std=0.2810903599512837
el:r2     mean=-0.1266323787722114 std=1.0964849008491286
el:adj-r2 mean=2.7909148700691704 std=1.7632696404470714


2020-07-02 19:10:04.459685
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=9.655341148376465 std=5.438495635986328
ys:nrmse  mean=0.03938504025820117 std=0.0293733821883636
ys:r2     mean=0.7438422584530678 std=0.21677902007010602
ys:adj-r2 mean=1.401249166065459 std=0.3326846086221448
--------------------
el:rmse   mean=0.024079781025648117 std=0.007898183539509773
el:nrmse  mean=0.15135340217178334 std=0.08223513045599387
el:r2     mean=0.7803277487855395 std=0.19241400048491217
el:adj-r2 mean=1.3443127895273725 std=0.297505266119884


2020-07-02 22:29:18.022131
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=13.25724983215332 std=6.735332489013672
ys:nrmse  mean=0.05301877153503477 std=0.034400872000112846
ys:r2     mean=0.6572456213772044 std=0.26186573886436176
ys:adj-r2 mean=1.5450255457675222 std=0.40452901633996075
--------------------
el:rmse   mean=0.024401934817433357 std=0.005169614218175411
el:nrmse  mean=0.16031407794176689 std=0.09552586002993185
el:r2     mean=0.7435135072870583 std=0.2925497754816223
el:adj-r2 mean=1.403401771621232 std=0.45013151087978887


2020-07-03 01:48:27.762688
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=12.988861083984375 std=7.37752103805542
ys:nrmse  mean=0.05190788047649353 std=0.0380694056428281
ys:r2     mean=0.6288390840208541 std=0.29089247045032945
ys:adj-r2 mean=1.590571766009603 std=0.47652391938413385
--------------------
el:rmse   mean=0.022105468437075615 std=0.006753254681825638
el:nrmse  mean=0.1379705973879923 std=0.10276119224450053
el:r2     mean=0.8266096080408353 std=0.17186438366953924
el:adj-r2 mean=1.2694623715214053 std=0.2615982388040751


2020-07-03 05:07:49.451626
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=18.543296813964844 std=16.160425186157227
ys:nrmse  mean=0.07885719042829212 std=0.08817272058250207
ys:r2     mean=0.4525716072569221 std=0.4247740741470312
ys:adj-r2 mean=1.8546483144929131 std=0.6435750742881936
--------------------
el:rmse   mean=0.0417386069893837 std=0.029247527942061424
el:nrmse  mean=0.2777401666094596 std=0.2433251780213738
el:r2     mean=0.231588054548134 std=1.0813184325274965
el:adj-r2 mean=2.1863036914456937 std=1.654589094373265


2020-07-03 08:27:08.942001
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=23.0391902923584 std=24.13332748413086
ys:nrmse  mean=0.09832903795518669 std=0.12582100311594377
ys:r2     mean=0.3394061430147678 std=0.6266789310039454
ys:adj-r2 mean=2.0256162281549095 std=0.9547700093432153
--------------------
el:rmse   mean=0.038940005004405975 std=0.013647318817675114
el:nrmse  mean=0.3033537408512575 std=0.2971956959729247
el:r2     mean=0.2283820103018686 std=1.029370930198274
el:adj-r2 mean=2.204071581473367 std=1.5751699770223435


2020-07-03 11:36:31.905404
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=11.9667387008667 std=6.4304962158203125
ys:nrmse  mean=0.04859865877712352 std=0.03551898634205521
ys:r2     mean=0.5270390927198916 std=0.6088883037185711
ys:adj-r2 mean=1.733246254764493 std=0.9303616112178017
--------------------
el:rmse   mean=0.024314727634191513 std=0.010205852799117565
el:nrmse  mean=0.15450887738859412 std=0.08739517481331721
el:r2     mean=0.6857822749826825 std=0.3424298808950687
el:adj-r2 mean=1.4914401117385345 std=0.525401739193746


2020-07-03 14:47:36.385414
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=12.62567138671875 std=5.931882381439209
ys:nrmse  mean=0.05098845944103447 std=0.034198932762297976
ys:r2     mean=0.5346510089348585 std=0.4667320572905613
ys:adj-r2 mean=1.730416028234816 std=0.7161181792955891
--------------------
el:rmse   mean=0.02840271219611168 std=0.012499820441007614
el:nrmse  mean=0.19617881171061277 std=0.16939731485086165
el:r2     mean=0.6211256925049248 std=0.4775450016132197
el:adj-r2 mean=1.5900218537420414 std=0.7328828981900747


2020-07-03 18:07:00.804968
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=11.542241096496582 std=5.276955604553223
ys:nrmse  mean=0.04600984029882037 std=0.028503933163972487
ys:r2     mean=0.5497251586404671 std=0.5408177144731349
ys:adj-r2 mean=1.6962880010847432 std=0.8261437781773726
--------------------
el:rmse   mean=0.02389669604599476 std=0.008044022135436535
el:nrmse  mean=0.15748177321370244 std=0.09886274563119364
el:r2     mean=0.7801588033957022 std=0.2062305572238943
el:adj-r2 mean=1.3405084180216993 std=0.3136647403027088


2020-07-03 21:26:19.729973
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=21.76358413696289 std=15.772879600524902
ys:nrmse  mean=0.08929952880279154 std=0.08432436558379933
ys:r2     mean=0.19833565661538455 std=0.4850435802272989
ys:adj-r2 mean=2.2571723831257713 std=0.7623895966355332
--------------------
el:rmse   mean=0.03436163440346718 std=0.017874833196401596
el:nrmse  mean=0.246938017156008 std=0.24969725813293486
el:r2     mean=0.38124175224827145 std=0.653839218325142
el:adj-r2 mean=1.957589945712733 std=0.9987687142881544


2020-07-03 23:06:38.330277
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=21.161823272705078 std=9.477140426635742
ys:nrmse  mean=0.07812589124660108 std=0.032003737485183696
ys:r2     mean=0.5277810395834037 std=0.5408661035390672
ys:adj-r2 mean=1.382272491765816 std=0.4378439885792447
--------------------
el:rmse   mean=0.020391294732689857 std=0.0009942810283973813
el:nrmse  mean=0.1166880800162664 std=0.04445088464220125
el:r2     mean=0.9609255406043996 std=0.0050655160742941125
el:adj-r2 mean=1.03163170522501 std=0.0041006558696667144


2020-07-04 00:04:46.224141
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=26.762184143066406 std=11.566851615905762
ys:nrmse  mean=0.10012661390066019 std=0.04308106963663825
ys:r2     mean=0.32688201506787434 std=0.716781333478914
ys:adj-r2 mean=1.5449050354212446 std=0.5802515556734067
--------------------
el:rmse   mean=0.01948588900268078 std=0.0014793029986321926
el:nrmse  mean=0.10732249101314217 std=0.027457895433635113
el:r2     mean=0.963750807025872 std=0.008937869598163407
el:adj-r2 mean=1.02934458478858 std=0.007235418246132316


2020-07-04 01:00:36.993949
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=30.430587768554688 std=12.200785636901855
ys:nrmse  mean=0.11484991978447301 std=0.04939115807956292
ys:r2     mean=0.22700904101173225 std=0.7400178168400068
ys:adj-r2 mean=1.6257545858476454 std=0.5990620422038152
--------------------
el:rmse   mean=0.02325562946498394 std=0.0032715387642383575
el:nrmse  mean=0.128611794850804 std=0.03794046079186946
el:r2     mean=0.9466205968453075 std=0.02101554365422969
el:adj-r2 mean=1.0432118977918938 std=0.017012582958185914


2020-07-04 01:59:51.430453
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=29.774423599243164 std=8.249205589294434
ys:nrmse  mean=0.11317393532706588 std=0.04066701163984912
ys:r2     mean=0.40804150046225923 std=0.3836990426251441
ys:adj-r2 mean=1.47920449962579 std=0.31061351069654525
--------------------
el:rmse   mean=0.027345135807991028 std=0.0028492023702710867
el:nrmse  mean=0.1491081240804842 std=0.032359195353411245
el:r2     mean=0.9293240993222555 std=0.014778392605131559
el:adj-r2 mean=1.0572138243581741 std=0.011963460680344595


2020-07-04 02:57:26.056970
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=29.578887939453125 std=5.175494194030762
ys:nrmse  mean=0.10937114487376025 std=0.015633212872594372
ys:r2     mean=0.2872707228499347 std=0.5809528021675954
ys:adj-r2 mean=1.576971319597672 std=0.47029512556424397
--------------------
el:rmse   mean=0.023883605375885963 std=0.0027839327231049538
el:nrmse  mean=0.1389866720267939 std=0.060082397550546784
el:r2     mean=0.9465258963495944 std=0.010453718105870462
el:adj-r2 mean=1.0432885600979473 std=0.008462533704752268


2020-07-04 03:54:58.030713
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=23.953073501586914 std=13.465662956237793
ys:nrmse  mean=0.08875821487522051 std=0.046775870003711605
ys:r2     mean=0.33423465141527364 std=0.7998133691972583
ys:adj-r2 mean=1.5389529012352547 std=0.6474679655406377
--------------------
el:rmse   mean=0.017494140192866325 std=0.001712885801680386
el:nrmse  mean=0.10047312575487194 std=0.03914548456214834
el:r2     mean=0.9715089510477276 std=0.0034035776461065707
el:adj-r2 mean=1.0230641824851732 std=0.002755277142086257


2020-07-04 04:52:28.279519
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=28.184175491333008 std=13.381574630737305
ys:nrmse  mean=0.106885831816826 std=0.054051967024114786
ys:r2     mean=0.31640798011627697 std=0.6681161909727137
ys:adj-r2 mean=1.553384016096347 std=0.5408559641207681
--------------------
el:rmse   mean=0.020797330886125565 std=0.0021575787104666233
el:nrmse  mean=0.11635503354865907 std=0.037754867625418784
el:r2     mean=0.9580042371628396 std=0.013157583229676376
el:adj-r2 mean=1.0339965699157965 std=0.010651376900214235


2020-07-04 05:50:16.852501
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=21.64109230041504 std=7.1103620529174805
ys:nrmse  mean=0.08247822822909255 std=0.03351334577067388
ys:r2     mean=0.6813951530546527 std=0.22243004277694509
ys:adj-r2 mean=1.2579182094319479 std=0.18006241558133648
--------------------
el:rmse   mean=0.02740405686199665 std=0.0018785229185596108
el:nrmse  mean=0.153056204573889 std=0.047320255088820304
el:r2     mean=0.9280750281586938 std=0.0178760494328978
el:adj-r2 mean=1.058224977204867 std=0.014471087636155329


2020-07-04 06:48:39.865945
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=19.88987159729004 std=4.7614827156066895
ys:nrmse  mean=0.07557777367621814 std=0.025076024187225817
ys:r2     mean=0.7451762931278526 std=0.14276404017188096
ys:adj-r2 mean=1.2062858579441194 std=0.11557088966295138
--------------------
el:rmse   mean=0.02255929820239544 std=0.002797697437927127
el:nrmse  mean=0.12209053629642003 std=0.023376772372777955
el:r2     mean=0.9515992137534606 std=0.012151052812049354
el:adj-r2 mean=1.0391815888662461 std=0.009836566562135213


2020-07-04 07:46:51.777973
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=21.175575256347656 std=5.841578483581543
ys:nrmse  mean=0.08045393532261924 std=0.02870708224892576
ys:r2     mean=0.6990213299949053 std=0.19755814793577198
ys:adj-r2 mean=1.2436493995279339 std=0.1599280245194345
--------------------
el:rmse   mean=0.024291900917887688 std=0.004588333424180746
el:nrmse  mean=0.13456031643181654 std=0.0432220392040369
el:r2     mean=0.9402567372326409 std=0.02845743638158496
el:adj-r2 mean=1.0483635936688145 std=0.023036972308902167


2020-07-04 08:45:23.178569
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=21.87898826599121 std=11.345369338989258
ys:nrmse  mean=0.08283400930757784 std=0.044547275659088066
ys:r2     mean=0.5580940714526116 std=0.45535330675180796
ys:adj-r2 mean=1.3577333707288382 std=0.36861934356098736
--------------------
el:rmse   mean=0.019459014758467674 std=0.003362406278029084
el:nrmse  mean=0.11489284178024146 std=0.05493533294644576
el:r2     mean=0.9641968614426298 std=0.010673731887228427
