2020-06-29 07:40:51.505633
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
el:r2     mean=-9.54488810520005 std=18.343977906039868
el:adj-r2 mean=17.49428093986314 std=28.075324287998257


2020-06-30 08:47:09.734207
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=13.176373481750488 std=6.642414569854736
ys:nrmse  mean=0.05008609048889736 std=0.026771384772856625
ys:r2     mean=0.5261384729372534 std=0.39131438308457545
ys:adj-r2 mean=1.7693477928463537 std=0.6539211405987131
--------------------
el:rmse   mean=0.023615732789039612 std=0.011861875653266907
el:nrmse  mean=0.16522341768052368 std=0.12636961499868185
el:r2     mean=0.7211407321163845 std=0.3153397090497431
el:adj-r2 mean=1.4395373608927156 std=0.4962753099002351


2020-06-30 11:16:22.998424
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=16.75121307373047 std=9.161577224731445
ys:nrmse  mean=0.06646920634685216 std=0.04426528954755027
ys:r2     mean=0.23961158214057154 std=0.9433170798891248
ys:adj-r2 mean=2.204860345116297 std=1.4483626240649117
--------------------
el:rmse   mean=0.022055862471461296 std=0.007607043255120516
el:nrmse  mean=0.15599505546140094 std=0.11046367821899132
el:r2     mean=0.7684769698649475 std=0.2379149226414842
el:adj-r2 mean=1.3625313265470154 std=0.36871527340830235


2020-06-30 13:48:00.534276
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=20.330373764038086 std=7.950689792633057
ys:nrmse  mean=0.07972620544345992 std=0.04670819698394889
ys:r2     mean=-0.3270292197686816 std=1.5359734457012242
ys:adj-r2 mean=3.095032193743672 std=2.375351318289925
--------------------
el:rmse   mean=0.021603543311357498 std=0.007415588479489088
el:nrmse  mean=0.17020089754179474 std=0.17758052826714868
el:r2     mean=0.5272909625817992 std=0.972215893306531
el:adj-r2 mean=1.7305914114213656 std=1.4888752307188526


2020-06-30 16:18:18.687997
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=38.26494598388672 std=20.533344268798828
ys:nrmse  mean=0.1515874051610661 std=0.10483819876497914
ys:r2     mean=-4.145725917047945 std=8.281797777329341
ys:adj-r2 mean=8.979158921935666 std=12.67587172935083
--------------------
el:rmse   mean=0.054288022220134735 std=0.01578354276716709
el:nrmse  mean=0.43504071203267325 std=0.4350273083812569
el:r2     mean=-0.9748371274614078 std=3.8773994754400722
el:adj-r2 mean=4.05491041987259 std=5.93604992357917


2020-06-30 18:49:06.868497
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=48.882789611816406 std=20.50581169128418
ys:nrmse  mean=0.19263709029359272 std=0.12012436022969883
ys:r2     mean=-6.614648025265216 std=8.779092385130394
ys:adj-r2 mean=13.065403655348678 std=13.95547991990007
--------------------
el:rmse   mean=0.05493660643696785 std=0.017511358484625816
el:nrmse  mean=0.3635577845201996 std=0.2544861841044127
el:r2     mean=-0.1813919591234005 std=1.1863106401294703
el:adj-r2 mean=2.8410673205742016 std=1.815183167184931


2020-06-30 21:20:08.317199
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=13.32519245147705 std=7.110969066619873
ys:nrmse  mean=0.050590736809597484 std=0.028175300427841752
ys:r2     mean=0.4653080557344123 std=0.4846826545297393
ys:adj-r2 mean=1.8574621584575233 std=0.7717103051376759
--------------------
el:rmse   mean=0.026094738394021988 std=0.01034774724394083
el:nrmse  mean=0.18690154858124955 std=0.14401001116174464
el:r2     mean=0.6581847848534051 std=0.45053377017789614
el:adj-r2 mean=1.5367298025983742 std=0.6976180999742474


2020-06-30 23:51:16.507602
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=14.649334907531738 std=5.821339130401611
ys:nrmse  mean=0.056936875176617 std=0.03055297503288997
ys:r2     mean=0.4014339193846058 std=0.48278968472850103
ys:adj-r2 mean=1.9538832803355028 std=0.7796954342003461
--------------------
el:rmse   mean=0.02442452870309353 std=0.008840499445796013
el:nrmse  mean=0.17233706071418947 std=0.1517328777912768
el:r2     mean=0.7506090484252937 std=0.19812567609674855
el:adj-r2 mean=1.3919878126049423 std=0.30948044052803836


2020-07-01 02:21:34.196289
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=24.41659164428711 std=11.795235633850098
ys:nrmse  mean=0.0954384608397562 std=0.05728775720913166
ys:r2     mean=-1.740045752064039 std=3.764259776970609
ys:adj-r2 mean=5.417316308083189 std=6.263143319935529
--------------------
el:rmse   mean=0.0280589759349823 std=0.004637306090444326
el:nrmse  mean=0.1793969918816113 std=0.09508392958520942
el:r2     mean=0.6893180781548741 std=0.2747266512779495
el:adj-r2 mean=1.4854541575547313 std=0.41836273875861696


2020-07-01 04:51:38.873252
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=43.23965072631836 std=16.51685905456543
ys:nrmse  mean=0.16981662400271297 std=0.0987562319942269
ys:r2     mean=-4.588637812567333 std=6.575653276246838
ys:adj-r2 mean=9.960636038042592 std=10.641901309282847
--------------------
el:rmse   mean=0.045107267796993256 std=0.020575838163495064
el:nrmse  mean=0.3425393818606036 std=0.32944890613134825
el:r2     mean=-0.10942437235051275 std=1.6283767271903806
el:adj-r2 mean=2.728914987390181 std=2.4892249546798797


2020-07-01 07:22:58.566427
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=46.388221740722656 std=16.80331039428711
ys:nrmse  mean=0.18190331335794835 std=0.10083264309839662
ys:r2     mean=-6.594014681892436 std=8.487665127165542
ys:adj-r2 mean=12.99312892392781 std=13.196875464740652
--------------------
el:rmse   mean=0.05874447897076607 std=0.03390737250447273
el:nrmse  mean=0.4781527669551246 std=0.6193974906341555
el:r2     mean=-0.46266068396280335 std=1.428441958780966
el:adj-r2 mean=3.2661164891510275 std=2.181649105937022


2020-07-01 09:52:00.489012
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=10.473462104797363 std=7.154113292694092
ys:nrmse  mean=0.0433781409848656 std=0.0365010888820183
ys:r2     mean=0.793678686941976 std=0.2734616123753852
ys:adj-r2 mean=1.322593882205976 std=0.4179962847360698
--------------------
el:rmse   mean=0.019667286425828934 std=0.008008514530956745
el:nrmse  mean=0.12987308790931212 std=0.08651519849012491
el:r2     mean=0.8106355670351902 std=0.19929682838975823
el:adj-r2 mean=1.2942611983278012 std=0.3050779504732323


2020-07-01 12:22:33.367588
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=10.36584186553955 std=7.5976715087890625
ys:nrmse  mean=0.043367626840511056 std=0.039860866708925045
ys:r2     mean=0.65727165584053 std=0.4469540546612896
ys:adj-r2 mean=1.5280441221437262 std=0.6840383971122354
--------------------
el:rmse   mean=0.029166921973228455 std=0.013286900706589222
el:nrmse  mean=0.17217269346829925 std=0.09397429714943496
el:r2     mean=0.5822128190119773 std=0.6663751163546291
el:adj-r2 mean=1.653536783888962 std=1.0218096485829153


2020-07-01 14:52:48.898830
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=11.213540077209473 std=4.830578804016113
ys:nrmse  mean=0.04470814825146714 std=0.028444177783913616
ys:r2     mean=0.7423518108801017 std=0.17078425134985448
ys:adj-r2 mean=1.40679674889832 std=0.2638264436148448
--------------------
el:rmse   mean=0.023773519322276115 std=0.0074770464561879635
el:nrmse  mean=0.15740490913971036 std=0.10451961646886127
el:r2     mean=0.709149510913685 std=0.39836018881795987
el:adj-r2 mean=1.4491999650821787 std=0.6090069290074298


2020-07-01 17:22:39.895170
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=19.963815689086914 std=16.9587459564209
ys:nrmse  mean=0.08490398340044278 std=0.09169787606103892
ys:r2     mean=0.17687721162567221 std=0.7854832080925648
ys:adj-r2 mean=2.279320948116303 std=1.2042118479714514
--------------------
el:rmse   mean=0.032092563807964325 std=0.00951694417744875
el:nrmse  mean=0.2556736220305485 std=0.2602168939963745
el:r2     mean=0.20011879931742643 std=1.4987893002616723
el:adj-r2 mean=2.2353316695490486 std=2.2948461347274023


2020-07-01 19:53:55.863162
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=27.25882911682129 std=21.570737838745117
ys:nrmse  mean=0.11145687789914674 std=0.11854541572420878
ys:r2     mean=-0.8337961272048343 std=1.8696006328054975
ys:adj-r2 mean=3.933587130028908 std=3.1179294858125743
--------------------
el:rmse   mean=0.06306015700101852 std=0.03658634051680565
el:nrmse  mean=0.426942622264409 std=0.40457080785384053
el:r2     mean=-0.5519191106591947 std=1.732520762225642
el:adj-r2 mean=3.48020498932406 std=2.828953804295732


2020-07-01 22:24:30.892627
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=9.319928169250488 std=7.0896687507629395
ys:nrmse  mean=0.03931821586784621 std=0.037989131416800784
ys:r2     mean=0.769206141587825 std=0.28190883656564986
ys:adj-r2 mean=1.3596393510382296 std=0.43096089117731107
--------------------
el:rmse   mean=0.026781221851706505 std=0.01030369009822607
el:nrmse  mean=0.17396139417454332 std=0.10578657507454846
el:r2     mean=0.6991815060918427 std=0.2507266046030853
el:adj-r2 mean=1.4679881428370423 std=0.38494582942104233


2020-07-02 00:55:43.009911
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=11.433999061584473 std=7.011648654937744
ys:nrmse  mean=0.047144186678193714 std=0.03850997134872528
ys:r2     mean=0.7010074113632301 std=0.40024137795388676
ys:adj-r2 mean=1.4681523776939887 std=0.6137483073865851
--------------------
el:rmse   mean=0.027233442291617393 std=0.012396601028740406
el:nrmse  mean=0.16965741783321048 std=0.09658795498185438
el:r2     mean=0.5673746029358725 std=0.646878920177148
el:adj-r2 mean=1.6694251817735968 std=0.9894777053389411


2020-07-02 03:26:29.928120
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=12.488883018493652 std=6.618561267852783
ys:nrmse  mean=0.05040427845163009 std=0.03533774202752108
ys:r2     mean=0.5133844002053529 std=0.4406110301025358
ys:adj-r2 mean=1.7562144206159325 std=0.6733202400297886
--------------------
el:rmse   mean=0.021309945732355118 std=0.005379484500735998
el:nrmse  mean=0.13820795448686254 std=0.0806751305231417
el:r2     mean=0.7691477823526319 std=0.26688408046540296
el:adj-r2 mean=1.3566886310629371 std=0.40742318558678775


2020-07-02 05:56:37.754268
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=15.244563102722168 std=7.535348415374756
ys:nrmse  mean=0.06150983070822171 std=0.04307895470546632
ys:r2     mean=0.48630231728596424 std=0.37154134762618063
ys:adj-r2 mean=1.8094441423532182 std=0.574789904513984
--------------------
el:rmse   mean=0.03541533276438713 std=0.017213551327586174
el:nrmse  mean=0.2915394374501421 std=0.3719978662180664
el:r2     mean=0.46710355971403406 std=0.5848801969501464
el:adj-r2 mean=1.8301402758124414 std=0.8926096213660071


2020-07-02 08:26:28.445855
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=22.671316146850586 std=16.268938064575195
ys:nrmse  mean=0.09245966170094688 std=0.08748854110110857
ys:r2     mean=-0.0007754298092759848 std=1.0519807199331639
ys:adj-r2 mean=2.6270683846145024 std=1.8070379967552364
--------------------
el:rmse   mean=0.04885562136769295 std=0.024248585104942322
el:nrmse  mean=0.3666273562501834 std=0.44831952141600634
el:r2     mean=0.150580178753475 std=0.6256968009360893
el:adj-r2 mean=2.3401099222517656 std=0.9881419089171297


2020-07-02 10:49:54.154575
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=13.237493515014648 std=3.7991106510162354
ys:nrmse  mean=0.05178899776431469 std=0.02453488748225915
ys:r2     mean=0.4276592674543049 std=0.5179494925274032
ys:adj-r2 mean=1.8993773059710626 std=0.803953573197715
--------------------
el:rmse   mean=0.029762927442789078 std=0.008743524551391602
el:nrmse  mean=0.19153444355467247 std=0.10453882322211727
el:r2     mean=0.5719552267168136 std=0.42085320700669787
el:adj-r2 mean=1.669455879130071 std=0.6440765517568597


2020-07-02 13:19:42.590542
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=12.331307411193848 std=5.2776594161987305
ys:nrmse  mean=0.04926248262680413 std=0.0303485332635096
ys:r2     mean=0.5323056786170997 std=0.45008172737081703
ys:adj-r2 mean=1.74298335819019 std=0.7278020342832908
--------------------
el:rmse   mean=0.02547173574566841 std=0.010664130561053753
el:nrmse  mean=0.15762518624977326 std=0.09489969376744183
el:r2     mean=0.661611579667284 std=0.357157761969099
el:adj-r2 mean=1.5254181915088403 std=0.5458418812004017


2020-07-02 15:51:44.313460
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=11.311395645141602 std=5.8455891609191895
ys:nrmse  mean=0.045757314396003765 std=0.0322489427553439
ys:r2     mean=0.6822224852627271 std=0.28599237497552776
ys:adj-r2 mean=1.4989912331301327 std=0.435792466950045
--------------------
el:rmse   mean=0.02545083500444889 std=0.012817444279789925
el:nrmse  mean=0.14374169747760263 std=0.07143774142538714
el:r2     mean=0.6774510532559981 std=0.5596468406880338
el:adj-r2 mean=1.503956164915167 std=0.8574360684637049


2020-07-02 18:22:51.772328
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=15.526641845703125 std=9.22096061706543
ys:nrmse  mean=0.06262621557090003 std=0.04756872451061073
ys:r2     mean=0.44397467290663045 std=0.5658039273142476
ys:adj-r2 mean=1.8841188082870324 std=0.9226818832764525
--------------------
el:rmse   mean=0.03208637237548828 std=0.011032636277377605
el:nrmse  mean=0.2548145738735169 std=0.26254659629742727
el:r2     mean=0.17328305591429358 std=1.689569687909172
el:adj-r2 mean=2.278445290702428 std=2.5873387525300195


2020-07-02 20:53:19.177496
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=23.95040512084961 std=16.817340850830078
ys:nrmse  mean=0.09747189230963525 std=0.08889324399869798
ys:r2     mean=-0.9242724134789405 std=2.478076252670495
ys:adj-r2 mean=3.9824738674977858 std=3.7912484841923897
--------------------
el:rmse   mean=0.047088027000427246 std=0.027845343574881554
el:nrmse  mean=0.3225782239470761 std=0.30330953800696986
el:r2     mean=0.09104061172610108 std=0.8102298796410005
el:adj-r2 mean=2.4738008044437274 std=1.3734876125811066


2020-07-02 23:23:37.219419
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=12.216617584228516 std=6.091968059539795
ys:nrmse  mean=0.04967403205219774 std=0.03486794865104452
ys:r2     mean=0.5898764575763894 std=0.42046394919121943
ys:adj-r2 mean=1.64032390996428 std=0.6418826579417535
--------------------
el:rmse   mean=0.026291649788618088 std=0.010112755931913853
el:nrmse  mean=0.16380850742936534 std=0.10192366173041599
el:r2     mean=0.5709898436147965 std=0.49518323203049663
el:adj-r2 mean=1.665186439215098 std=0.7564616403226441


2020-07-03 01:53:50.498532
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=16.3205623626709 std=12.458242416381836
ys:nrmse  mean=0.06591798365509058 std=0.05525321230143123
ys:r2     mean=0.48992356156664607 std=0.5185443178464725
ys:adj-r2 mean=1.8068316737088619 std=0.8146338987306626
--------------------
el:rmse   mean=0.029680069535970688 std=0.013281573541462421
el:nrmse  mean=0.17477403231050173 std=0.08375958583338557
el:r2     mean=0.5340734433806728 std=0.7091192078882731
el:adj-r2 mean=1.7252623174188322 std=1.08454942989945


2020-07-03 04:23:12.086762
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=11.885052680969238 std=5.3389482498168945
ys:nrmse  mean=0.047263734572497086 std=0.02890951473382155
ys:r2     mean=0.5492501372079981 std=0.655128937582153
ys:adj-r2 mean=1.6982125559515366 std=1.0011407645033967
--------------------
el:rmse   mean=0.025704529136419296 std=0.005030600819736719
el:nrmse  mean=0.17157282382797848 std=0.11569873560135234
el:r2     mean=0.7752949370013407 std=0.16423829565142262
el:adj-r2 mean=1.3528992634926933 std=0.25167897248089877


2020-07-03 06:52:35.749207
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=20.02190589904785 std=11.371164321899414
ys:nrmse  mean=0.08237374163644043 std=0.06426945509238456
ys:r2     mean=0.16181270425815697 std=0.6719884816246481
ys:adj-r2 mean=2.3109344722273746 std=1.0251183159165753
--------------------
el:rmse   mean=0.028059596195816994 std=0.008421937935054302
el:nrmse  mean=0.20281231996526666 std=0.1923576353892793
el:r2     mean=0.6581586870020616 std=0.30918610317622763
el:adj-r2 mean=1.5324539104294383 std=0.4706966717096826


2020-07-03 09:19:48.293300
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=25.964807510375977 std=16.002761840820312
ys:nrmse  mean=0.10662305244389994 std=0.08865428823400218
ys:r2     mean=-0.25264525738990795 std=1.035257014713492
ys:adj-r2 mean=3.003362272444381 std=1.678943365680909
--------------------
el:rmse   mean=0.041330598294734955 std=0.016912389546632767
el:nrmse  mean=0.31190570786579996 std=0.3066880355118297
el:r2     mean=0.2587073101883916 std=0.7528884806330217
el:adj-r2 mean=2.15800118742331 std=1.1544426040048616


2020-07-03 11:41:17.455482
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=14.205279350280762 std=7.665765285491943
ys:nrmse  mean=0.055253022506325224 std=0.03397338787654323
ys:r2     mean=-0.31562254752357666 std=2.6091357902906096
ys:adj-r2 mean=3.0223554415177083 std=3.9983652115376835
--------------------
el:rmse   mean=0.03186923265457153 std=0.012539243325591087
el:nrmse  mean=0.20764725776398402 std=0.12354898340407092
el:r2     mean=0.4179153752768633 std=0.7524904527966764
el:adj-r2 mean=1.904646950257289 std=1.1503907744686253


2020-07-03 14:04:48.940484
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=13.651885986328125 std=7.041034698486328
ys:nrmse  mean=0.055198627375887835 std=0.03763887687804346
ys:r2     mean=0.5666431382023931 std=0.3707204314338347
ys:adj-r2 mean=1.6780483828933377 std=0.5734318606617812
--------------------
el:rmse   mean=0.02911986969411373 std=0.01055238675326109
el:nrmse  mean=0.18627956454415476 std=0.10908557389254317
el:r2     mean=0.6111378958328458 std=0.4525898832869215
el:adj-r2 mean=1.605399011673248 std=0.6938853109352928


2020-07-03 16:33:41.723617
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=15.406756401062012 std=8.892765998840332
ys:nrmse  mean=0.06300064287092996 std=0.05085067015769394
ys:r2     mean=0.43910990970050656 std=0.47419705629254194
ys:adj-r2 mean=1.8833508648792354 std=0.7372984978128729
--------------------
el:rmse   mean=0.027072977274656296 std=0.015197094529867172
el:nrmse  mean=0.19007670817735559 std=0.1609529709432345
el:r2     mean=0.454050421362458 std=0.9472696324026112
el:adj-r2 mean=1.8439667250367084 std=1.4497205137715041


2020-07-03 19:03:53.094014
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=22.345245361328125 std=13.418086051940918
ys:nrmse  mean=0.08982241419539265 std=0.06684114082261058
ys:r2     mean=-0.27413657231780403 std=1.849630682672349
ys:adj-r2 mean=3.085557261388389 std=3.1691721465928477
--------------------
el:rmse   mean=0.038156989961862564 std=0.015517433173954487
el:nrmse  mean=0.2735527725999918 std=0.22880686480596693
el:r2     mean=0.0970795770160479 std=1.1280299602561745
el:adj-r2 mean=2.3974911302424156 std=1.7245561385035435


2020-07-03 21:33:35.859222
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=27.402099609375 std=17.898117065429688
ys:nrmse  mean=0.11181803667021908 std=0.09594901624960483
ys:r2     mean=-0.9919976595506353 std=2.6116045922731006
ys:adj-r2 mean=4.237939125162258 std=4.457565713164756
--------------------
el:rmse   mean=0.041766997426748276 std=0.018725084140896797
el:nrmse  mean=0.32041368651192853 std=0.3559448521492636
el:r2     mean=0.1561068146798398 std=0.785067351239643
