2020-06-29 07:49:04.332841
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:adj-r2 mean=37.13664381556635 std=28.001110835802585
--------------------
el:rmse   mean=0.07342280447483063 std=0.02879875712096691
el:nrmse  mean=0.6125800915460291 std=0.6680982159089808
el:r2     mean=-3.2089134238341686 std=8.265549066232166
el:adj-r2 mean=7.472208447188135 std=12.665790928052095


2020-07-01 13:46:00.777247
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=151.62643432617188 std=63.616214752197266
ys:nrmse  mean=0.5371240254687545 std=0.19786300761476458
ys:r2     mean=-124.82939905817545 std=152.7474963614118
ys:adj-r2 mean=199.3613110148575 std=237.21638464326676
--------------------
el:rmse   mean=0.11726033687591553 std=0.0374951995909214
el:nrmse  mean=0.9324136005912447 std=0.9664849817200027
el:r2     mean=-8.41542644676327 std=19.49450722610448
el:adj-r2 mean=15.553491890180492 std=29.85445563865376


2020-07-01 16:36:38.155753
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.08580780029297 std=8.459514617919922
ys:nrmse  mean=0.07255849263309369 std=0.034283776630364304
ys:r2     mean=-0.10991256879112384 std=1.0321896936368171
ys:adj-r2 mean=2.795211523852738 std=1.7471455800242708
--------------------
el:rmse   mean=0.027013439685106277 std=0.004359140060842037
el:nrmse  mean=0.18448633212240265 std=0.12556293592887927
el:r2     mean=0.6124760664964153 std=0.4947490012457842
el:adj-r2 mean=1.6041716481768287 std=0.7566406370699414


2020-07-01 19:27:00.039806
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=27.17936134338379 std=14.03982925415039
ys:nrmse  mean=0.10634083748082283 std=0.06993917171202839
ys:r2     mean=-1.2149677023649508 std=2.544400580851054
ys:adj-r2 mean=4.540335018523968 std=4.063849425848137
--------------------
el:rmse   mean=0.02077929675579071 std=0.0037670235615223646
el:nrmse  mean=0.1456778896223928 std=0.10585176327235736
el:r2     mean=0.7464484789847171 std=0.40086766698654575
el:adj-r2 mean=1.3920237298110247 std=0.6133357876794143


2020-07-01 22:16:10.925601
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=56.102821350097656 std=14.79196834564209
ys:nrmse  mean=0.20953979626683444 std=0.06386075859712154
ys:r2     mean=-11.333559228406658 std=15.788118146281336
ys:adj-r2 mean=20.792757739297766 std=25.194459293804464
--------------------
el:rmse   mean=0.02548307180404663 std=0.015400241129100323
el:nrmse  mean=0.21252384474966904 std=0.24365169858515512
el:r2     mean=0.5647030623749412 std=0.7107020836457726
el:adj-r2 mean=1.6724377663792585 std=1.0879472194751332


2020-07-02 01:07:27.821891
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=67.34020233154297 std=30.48026466369629
ys:nrmse  mean=0.24649970571724505 std=0.1012601332520229
ys:r2     mean=-21.11241237979349 std=25.158043218393168
ys:adj-r2 mean=36.69974865290038 std=41.91249360370316
--------------------
el:rmse   mean=0.06573791801929474 std=0.026822421699762344
el:nrmse  mean=0.5501232552628577 std=0.6552131458309068
el:r2     mean=-1.4316938939075219 std=3.9074164203369532
el:adj-r2 mean=4.767022855692277 std=5.977713201791241


2020-07-02 03:57:46.582083
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=103.9994888305664 std=44.83488464355469
ys:nrmse  mean=0.385920895885238 std=0.16191656350961187
ys:r2     mean=-61.716370221166244 std=83.5742717628677
ys:adj-r2 mean=100.88740680860795 std=133.90578202931368
--------------------
el:rmse   mean=0.0934453159570694 std=0.03256073221564293
el:nrmse  mean=0.7623296747476971 std=0.8287750149919869
el:r2     mean=-5.801608619085455 std=14.285222688021321
el:adj-r2 mean=11.489419690640691 std=21.88107255444836


2020-07-02 06:47:08.221857
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=17.404573440551758 std=8.229950904846191
ys:nrmse  mean=0.06913270294207402 std=0.04232546329535225
ys:r2     mean=0.45344629521266666 std=0.334270787774686
ys:adj-r2 mean=1.865915503905364 std=0.5215162558715759
--------------------
el:rmse   mean=0.02784334495663643 std=0.013346024788916111
el:nrmse  mean=0.17165860839134492 std=0.10996481601401646
el:r2     mean=0.5065001265203644 std=0.5220763622594468
el:adj-r2 mean=1.7667778664375766 std=0.7989153791353576


2020-07-02 09:34:14.854502
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=23.713964462280273 std=6.986881256103516
ys:nrmse  mean=0.09160697831541416 std=0.041018893643099526
ys:r2     mean=-1.3190896256328162 std=2.546225730281488
ys:adj-r2 mean=4.649326274480884 std=3.950710185163602
--------------------
el:rmse   mean=0.02954937145113945 std=0.010350709781050682
el:nrmse  mean=0.21897054175868047 std=0.19296049031671142
el:r2     mean=0.2807284449314011 std=1.3821470338894184
el:adj-r2 mean=2.110274454836838 std=2.1167549217156174


2020-07-02 12:21:38.872660
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=48.208473205566406 std=15.936018943786621
ys:nrmse  mean=0.1769346750814557 std=0.05612193574942428
ys:r2     mean=-8.91695273284414 std=10.730755078067428
ys:adj-r2 mean=16.807080515497734 std=17.493400281798387
--------------------
el:rmse   mean=0.03774365782737732 std=0.013220925815403461
el:nrmse  mean=0.31720788591797583 std=0.3376645773067711
el:r2     mean=-0.37892534452938886 std=2.966674138450703
el:adj-r2 mean=3.127729040778867 std=4.544266315138804


2020-07-02 15:11:17.417804
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=65.5473861694336 std=26.392972946166992
ys:nrmse  mean=0.2446935009719676 std=0.09944909949346663
ys:r2     mean=-24.53961450709855 std=44.157548484680476
ys:adj-r2 mean=41.197353671340814 std=68.3011215743596
--------------------
el:rmse   mean=0.06247364729642868 std=0.024700118228793144
el:nrmse  mean=0.4773994542740934 std=0.47471133249707664
el:r2     mean=-1.5412672461677377 std=4.695684973008437
el:adj-r2 mean=4.950417368490261 std=7.197226340357121


2020-07-02 18:01:58.121782
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=97.6303939819336 std=40.274593353271484
ys:nrmse  mean=0.37564922702875153 std=0.19974919182618134
ys:r2     mean=-33.57486537463719 std=42.91290893399691
ys:adj-r2 mean=54.56458428507774 std=65.54712803935313
--------------------
el:rmse   mean=0.10801820456981659 std=0.04186880216002464
el:nrmse  mean=0.8280340794091094 std=0.8345916728915859
el:r2     mean=-6.968018779284823 std=13.689794096450244
el:adj-r2 mean=13.293465426679479 std=20.955944110564705


2020-07-02 20:53:02.714752
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=20.60866928100586 std=7.643838882446289
ys:nrmse  mean=0.07894885111780646 std=0.035783731463268915
ys:r2     mean=-1.3040647400559797 std=4.253011524704807
ys:adj-r2 mean=4.585830822701211 std=6.520780933379512
--------------------
el:rmse   mean=0.029137998819351196 std=0.010282699950039387
el:nrmse  mean=0.17162130463863948 std=0.0704578255348975
el:r2     mean=0.6084881869901089 std=0.43318148972663467
el:adj-r2 mean=1.6067063230839729 std=0.660930640419766


2020-07-02 23:44:21.196510
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=38.87715530395508 std=10.61935806274414
ys:nrmse  mean=0.1469051648796242 std=0.05168880797189306
ys:r2     mean=-3.518856381183652 std=4.6910649897992345
ys:adj-r2 mean=8.262437262887811 std=7.657057601090542
--------------------
el:rmse   mean=0.03554566949605942 std=0.012008856981992722
el:nrmse  mean=0.25161225356754396 std=0.1921078832671426
el:r2     mean=0.24203153865856208 std=1.1150991084051365
el:adj-r2 mean=2.1885803445623973 std=1.7134549675480355


2020-07-03 02:35:52.266367
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=40.30120849609375 std=17.586349487304688
ys:nrmse  mean=0.14346014606405047 std=0.051431888246482045
ys:r2     mean=-8.525588336377876 std=11.708405371337104
ys:adj-r2 mean=16.1368003472661 std=18.548615656790094
--------------------
el:rmse   mean=0.03254610672593117 std=0.012411401607096195
el:nrmse  mean=0.21826123179186388 std=0.17405411879497196
el:r2     mean=0.2532208933460152 std=1.1436830367078645
el:adj-r2 mean=2.1640305241174524 std=1.750505711338298


2020-07-03 05:27:06.154054
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=54.298728942871094 std=16.743484497070312
ys:nrmse  mean=0.2115558811381011 std=0.1008370635648626
ys:r2     mean=-10.26755659957074 std=16.04702354908067
ys:adj-r2 mean=18.480477565839944 std=24.526379300910204
--------------------
el:rmse   mean=0.07013851404190063 std=0.030810050666332245
el:nrmse  mean=0.590165296099389 std=0.6669360998017261
el:r2     mean=-2.9098971942367102 std=8.717608919882636
el:adj-r2 mean=7.062002490086324 std=13.349064999426352


2020-07-03 08:16:37.640812
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.9
Overall Results
ys:rmse   mean=121.8807144165039 std=59.97792053222656
ys:nrmse  mean=0.45946423812861126 std=0.2603649026438299
ys:r2     mean=-38.77688093320251 std=39.757003834470666
ys:adj-r2 mean=65.49004563542233 std=67.08798655488239
--------------------
el:rmse   mean=0.1167975440621376 std=0.040746059268713
el:nrmse  mean=0.935725155032068 std=0.9892769246040964
el:r2     mean=-9.088782120167384 std=22.16854273953499
el:adj-r2 mean=16.601975235027275 std=33.956256011619985


2020-07-03 11:00:11.224486
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
ys:rmse   mean=25.780502319335938 std=9.6136474609375
ys:nrmse  mean=0.09711934148585369 std=0.03907057140487952
ys:r2     mean=-1.0368616110535585 std=1.62868170137419
ys:adj-r2 mean=4.174688615595783 std=2.488089613357765
--------------------
el:rmse   mean=0.031590260565280914 std=0.016894709318876266
el:nrmse  mean=0.2030602533055163 std=0.13082673541066261
el:r2     mean=0.28883693852074943 std=1.0177485411852139
el:adj-r2 mean=2.1093123685060884 std=1.5584582620141272


2020-07-03 13:43:43.888487
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.4
Overall Results
ys:rmse   mean=39.150325775146484 std=16.83143424987793
ys:nrmse  mean=0.15003042537737055 std=0.0821707044308546
ys:r2     mean=-3.440427692111058 std=3.9000261847168547
ys:adj-r2 mean=7.932223797022973 std=5.949638094336949
--------------------
el:rmse   mean=0.03601493686437607 std=0.015341108664870262
el:nrmse  mean=0.22999591849792916 std=0.13286348453480923
el:r2     mean=0.27292443621587054 std=0.8198702711854092
el:adj-r2 mean=2.125072438184301 std=1.2535791902503095


2020-07-03 16:33:57.374311
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.6
Overall Results
ys:rmse   mean=38.26568603515625 std=19.8822021484375
ys:nrmse  mean=0.13903752496135452 std=0.0648964909014507
ys:r2     mean=-5.893228435550055 std=10.501038679250303
ys:adj-r2 mean=11.86232713141807 std=16.288003599935482
--------------------
el:rmse   mean=0.029037540778517723 std=0.010016955435276031
el:nrmse  mean=0.2129625347931196 std=0.17175472222135504
el:r2     mean=0.511736602632288 std=0.7645872851938955
el:adj-r2 mean=1.7562929754152357 std=1.1710472209581748


2020-07-03 19:24:21.070906
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.8
Overall Results
ys:rmse   mean=72.25013732910156 std=37.681884765625
ys:nrmse  mean=0.2596757539210677 std=0.11715200151021021
ys:r2     mean=-22.88157739037143 std=41.428938888397205
ys:adj-r2 mean=38.69780288746562 std=63.8503456878968
--------------------
el:rmse   mean=0.06689801812171936 std=0.03408895805478096
el:nrmse  mean=0.5650914753170545 std=0.6726209483335505
el:r2     mean=-3.4412533488296986 std=10.4772705803612
el:adj-r2 mean=7.832368168063304 std=16.0575151594459


