2020-07-03 22:59:07.477570
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=26.73911476135254 std=11.005324363708496
ys:nrmse  mean=0.10066844679751467 std=0.04340411164377526
ys:r2     mean=0.38032752730291763 std=0.6158699922550515
ys:adj-r2 mean=1.501639620754781 std=0.4985614223017086
--------------------
el:rmse   mean=0.019642431288957596 std=0.0016347815981134772
el:nrmse  mean=0.11224995001192843 std=0.04347953593702381
el:r2     mean=0.9630425553233654 std=0.008801892411462625
el:adj-r2 mean=1.0299179314048945 std=0.007125341475945973


2020-07-04 03:21:34.530195
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=35.45779037475586 std=8.962679862976074
ys:nrmse  mean=0.1341259953191807 std=0.04329961177301168
ys:r2     mean=0.12357545599015451 std=0.6186609366226529
ys:adj-r2 mean=1.7094865356270177 std=0.5008207582183379
--------------------
el:rmse   mean=0.02646593004465103 std=0.004280393943190575
el:nrmse  mean=0.14831743343061488 std=0.04784975825425782
el:r2     mean=0.9347901404671948 std=0.014239121336388166
el:adj-r2 mean=1.0527889339075092 std=0.011526907748504704


2020-07-04 04:04:14.273211
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=35.68537521362305 std=7.744568824768066
ys:nrmse  mean=0.13526917042206127 std=0.03952067280361263
ys:r2     mean=0.24787868806638935 std=0.24647540563082573
ys:adj-r2 mean=1.608860109660542 std=0.1995277093201922
--------------------
el:rmse   mean=0.025298088788986206 std=0.002787137869745493
el:nrmse  mean=0.13881929914092453 std=0.03356349947056316
el:r2     mean=0.9400253857708982 std=0.010143632011556918
el:adj-r2 mean=1.0485508781854633 std=0.008211511628403232


2020-07-04 04:47:23.354916
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=41.34040451049805 std=16.402864456176758
ys:nrmse  mean=0.1579438037043991 std=0.07355898893635905
ys:r2     mean=-0.2178597750793602 std=0.9439898964560526
ys:adj-r2 mean=1.9858864845880537 std=0.7641822971310902
--------------------
el:rmse   mean=0.034248191863298416 std=0.011824656277894974
el:nrmse  mean=0.18357708856657026 std=0.05648995582315047
el:r2     mean=0.8679913101090274 std=0.10103272520094082
el:adj-r2 mean=1.1068641775307873 std=0.08178839659123781


2020-07-04 05:30:28.876222
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=51.98345947265625 std=15.091907501220703
ys:nrmse  mean=0.19932212669550564 std=0.07938712101670868
ys:r2     mean=-0.5771450907994596 std=0.5760102130988057
ys:adj-r2 mean=2.276736502075753 std=0.46629398203236655
--------------------
el:rmse   mean=0.032919690012931824 std=0.005061713047325611
el:nrmse  mean=0.19473666917769916 std=0.09555779155832207
el:r2     mean=0.896154022475215 std=0.03321226342532503
el:adj-r2 mean=1.0840657913295877 std=0.026886118010977397


2020-07-04 06:12:51.675453
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=18.784229278564453 std=8.590619087219238
ys:nrmse  mean=0.06980460124843792 std=0.030348427445672642
ys:r2     mean=0.6406291744498843 std=0.4044299922992659
ys:adj-r2 mean=1.290919239731046 std=0.3273957080517867
--------------------
el:rmse   mean=0.017528878524899483 std=0.0038145456928759813
el:nrmse  mean=0.10576614945588912 std=0.05830077714824
el:r2     mean=0.9700559354794179 std=0.01320211129741974
el:adj-r2 mean=1.0242404331833281 std=0.010687423431244571


2020-07-04 06:55:17.933846
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=28.313064575195312 std=3.455287218093872
ys:nrmse  mean=0.1060103086296283 std=0.01935062218560236
ys:r2     mean=0.4317376238469233 std=0.36691344151032024
ys:adj-r2 mean=1.4600219235524907 std=0.29702516693692604
--------------------
el:rmse   mean=0.016364136710762978 std=0.0030694070737808943
el:nrmse  mean=0.09765715162662136 std=0.050137677131801804
el:r2     mean=0.9743551765121433 std=0.009303940153749775
el:adj-r2 mean=1.0207600952044553 std=0.007531761076845033


2020-07-04 07:38:46.423969
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=30.90618324279785 std=7.793735504150391
ys:nrmse  mean=0.11557305741834933 std=0.03150665319505538
ys:r2     mean=0.24215803438470207 std=0.6575446417808046
ys:adj-r2 mean=1.613491115021908 std=0.5322980433463657
--------------------
el:rmse   mean=0.022325143218040466 std=0.003503268351778388
el:nrmse  mean=0.13179476017173428 std=0.06305804372135117
el:r2     mean=0.9527972424247683 std=0.013708339193355878
el:adj-r2 mean=1.0382117561323303 std=0.011097226966049992


2020-07-04 08:22:33.955399
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=34.71967315673828 std=6.575214385986328
ys:nrmse  mean=0.1274819774495038 std=0.014792065613328251
ys:r2     mean=-0.02287183566602276 std=0.8279839539815937
ys:adj-r2 mean=1.828039105062971 std=0.6702727246517663
--------------------
el:rmse   mean=0.024487271904945374 std=0.002320422325283289
el:nrmse  mean=0.14219154613049842 std=0.06090280799881963
el:r2     mean=0.9434696137166054 std=0.011045940870229178
el:adj-r2 mean=1.045762693657986 std=0.008941952133042741


2020-07-04 09:05:43.457990
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=44.835514068603516 std=3.1457366943359375
ys:nrmse  mean=0.16631457704314712 std=0.010480906883978349
ys:r2     mean=-0.43820634139214193 std=0.7471626236244031
ys:adj-r2 mean=2.164262276365067 std=0.604845933410231
--------------------
el:rmse   mean=0.026904253289103508 std=0.002671514404937625
el:nrmse  mean=0.15639057110069024 std=0.06797550638815805
el:r2     mean=0.9313549484182809 std=0.015216911182532603
el:adj-r2 mean=1.0555698036613916 std=0.012318451909669218


2020-07-04 09:48:47.116331
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=15.536921501159668 std=7.836954116821289
ys:nrmse  mean=0.06059771895607045 std=0.0365564028297388
ys:r2     mean=0.8584403641868853 std=0.07688317279435468
ys:adj-r2 mean=1.1145958956582358 std=0.06223875892876331
--------------------
el:rmse   mean=0.019624285399913788 std=0.0025460359174758196
el:nrmse  mean=0.11065603323046001 std=0.03969406487686061
el:r2     mean=0.9622227350283925 std=0.013103383234872073
el:adj-r2 mean=1.0305815954532063 std=0.010607500713944085


2020-07-04 10:31:47.938500
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=26.8803768157959 std=3.6868021488189697
ys:nrmse  mean=0.10168003128235359 std=0.024806260828039547
ys:r2     mean=0.560472847772854 std=0.1298176129246937
ys:adj-r2 mean=1.3558076946600706 std=0.10509044855808536
--------------------
el:rmse   mean=0.024330900982022285 std=0.006008015479892492
el:nrmse  mean=0.14808979011218454 std=0.0854899292488058
el:r2     mean=0.9417209224507097 std=0.0289052277362136
el:adj-r2 mean=1.0471783008732347 std=0.023399470072172936


2020-07-04 11:14:12.834992
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=20.00193977355957 std=4.567727565765381
ys:nrmse  mean=0.07634702883892018 std=0.025906612086805062
ys:r2     mean=0.7669759513918267 std=0.06374686806330368
ys:adj-r2 mean=1.18863851553995 std=0.05160460747981725
--------------------
el:rmse   mean=0.029381418600678444 std=0.008722936734557152
el:nrmse  mean=0.18081181641246505 std=0.11350753434387637
el:r2     mean=0.9112980097879874 std=0.052480045086220256
el:adj-r2 mean=1.071806373028772 std=0.0424838460221783


2020-07-04 11:57:05.130330
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=33.003108978271484 std=1.471206784248352
ys:nrmse  mean=0.12367061043855777 std=0.01857490852067961
ys:r2     mean=0.275296131566717 std=0.3365019542429633
ys:adj-r2 mean=1.5866650363507528 std=0.27240634391097035
--------------------
el:rmse   mean=0.03132766857743263 std=0.004069392569363117
el:nrmse  mean=0.17467659952050818 std=0.05603889327794683
el:r2     mean=0.9036039898099731 std=0.03517055465018263
el:adj-r2 mean=1.0780348653919265 std=0.028471401383481202


2020-07-04 12:39:05.391405
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=45.46833419799805 std=6.831615924835205
ys:nrmse  mean=0.1680886918715966 std=0.019165984846642208
ys:r2     mean=-0.6539019432575136 std=1.2770077343182684
ys:adj-r2 mean=2.3388730016846537 std=1.0337681658766933
--------------------
el:rmse   mean=0.02943376637995243 std=0.0042025246657431126
el:nrmse  mean=0.1716265323067251 std=0.07866431147921141
el:r2     mean=0.915786662074317 std=0.02672265696527102
el:adj-r2 mean=1.0681727021303147 std=0.021632627067124148


2020-07-04 13:22:24.861994
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=15.146820068359375 std=8.598048210144043
ys:nrmse  mean=0.059429273165231083 std=0.03950984061119852
ys:r2     mean=0.8661984192958343 std=0.07752412531949356
ys:adj-r2 mean=1.1083155653319436 std=0.06275762525863761
--------------------
el:rmse   mean=0.019656045362353325 std=0.0031783117447048426
el:nrmse  mean=0.11143206797080522 std=0.04304085996204203
el:r2     mean=0.9615656400596991 std=0.015003304505265875
el:adj-r2 mean=1.0311135294754816 std=0.012145532218548557


2020-07-04 14:05:28.823111
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=27.69975471496582 std=1.1124835014343262
ys:nrmse  mean=0.10360274449276625 std=0.013720523512754802
ys:r2     mean=0.48826805114286964 std=0.22537696408762473
ys:adj-r2 mean=1.4142591966938671 std=0.1824480185471248
--------------------
el:rmse   mean=0.02441462129354477 std=0.005473930388689041
el:nrmse  mean=0.14759503410674343 std=0.08215745371974113
el:r2     mean=0.9418181984074789 std=0.026319153002753084
el:adj-r2 mean=1.0470995536701362 std=0.021305981002228767


2020-07-04 14:49:16.443956
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=28.902074813842773 std=1.099791407585144
ys:nrmse  mean=0.10804543031630824 std=0.01379495797528016
ys:r2     mean=0.4405753509891019 std=0.2492666716457653
ys:adj-r2 mean=1.452867573008822 std=0.20178730561800048
--------------------
el:rmse   mean=0.02568134479224682 std=0.006254879292100668
el:nrmse  mean=0.13325627411800486 std=0.006019872443297092
el:r2     mean=0.9330841623804046 std=0.03409308231054421
el:adj-r2 mean=1.0541699637872914 std=0.02759916187044054


2020-07-04 15:32:48.045992
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=44.324127197265625 std=8.242958068847656
ys:nrmse  mean=0.16268176553609556 std=0.019941377712416834
ys:r2     mean=-0.529736483298764 std=0.8801332835541654
ys:adj-r2 mean=2.238358105527571 std=0.7124888485914672
--------------------
el:rmse   mean=0.03422434255480766 std=0.008564803749322891
el:nrmse  mean=0.20671986863491634 std=0.11894737784675455
el:r2     mean=0.881631338420466 std=0.0587149756396327
el:adj-r2 mean=1.095822249850099 std=0.0475311707558931


2020-07-04 16:16:20.882417
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=30.469003677368164 std=8.490382194519043
ys:nrmse  mean=0.11653044291812402 std=0.04454338609841957
ys:r2     mean=0.4394197759997927 std=0.24955786728986426
ys:adj-r2 mean=1.453803038476358 std=0.20202303542512817
--------------------
el:rmse   mean=0.029149174690246582 std=0.005614325869828463
el:nrmse  mean=0.1554629652588411 std=0.025687458985615013
el:r2     mean=0.9146870112424054 std=0.0414832170693868
el:adj-r2 mean=1.0690628956609098 std=0.0335816519133131


2020-07-04 16:59:01.191397
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=26.50599479675293 std=10.648558616638184
ys:nrmse  mean=0.1020586143084689 std=0.0503052042478215
ys:r2     mean=0.5545132648098535 std=0.2715000022897593
ys:adj-r2 mean=1.360632118963452 std=0.2197857161393289
--------------------
el:rmse   mean=0.020763704553246498 std=0.006299191620200872
el:nrmse  mean=0.12657711037462502 std=0.07322793927974613
el:r2     mean=0.9573897166462465 std=0.021953357913317238
el:adj-r2 mean=1.0344940389054196 std=0.01777176592982832


2020-07-04 17:42:01.531499
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=31.578126907348633 std=12.301004409790039
ys:nrmse  mean=0.1212979274191988 std=0.0578353748668944
ys:r2     mean=0.35248698440098397 std=0.4163350862330628
ys:adj-r2 mean=1.5241772031039653 std=0.3370331650458127
--------------------
el:rmse   mean=0.025855088606476784 std=0.005051585379987955
el:nrmse  mean=0.14971324742437545 std=0.06337612561882051
el:r2     mean=0.9372956063450223 std=0.017483862744224095
el:adj-r2 mean=1.0507606996254584 std=0.014153603173895728


2020-07-04 18:25:31.386228
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=35.525726318359375 std=5.771435260772705
ys:nrmse  mean=0.13296041708494075 std=0.027526709396819928
ys:r2     mean=0.07570196996380285 std=0.6660646179874871
ys:adj-r2 mean=1.7482412624102548 std=0.5391951669422516
--------------------
el:rmse   mean=0.04127597436308861 std=0.008305403403937817
el:nrmse  mean=0.21723535928274362 std=0.020342003238061047
el:r2     mean=0.8312312844239272 std=0.07292710582808268
el:adj-r2 mean=1.1366222935615828 std=0.059036228527495516


2020-07-04 19:08:08.912276
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=41.445220947265625 std=8.653826713562012
ys:nrmse  mean=0.15151036385759617 std=0.02050011193164046
ys:r2     mean=-0.3962209457834042 std=0.8597788215174073
ys:adj-r2 mean=2.1302740989675177 std=0.696011426942663
--------------------
el:rmse   mean=0.03488299623131752 std=0.012622663751244545
el:nrmse  mean=0.20156153707009136 std=0.09338031638741891
el:r2     mean=0.8795825286565688 std=0.06656056006392103
el:adj-r2 mean=1.0974808101351587 std=0.0538823581469837


2020-07-04 19:51:29.179713
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=44.39304733276367 std=6.016692638397217
ys:nrmse  mean=0.1660664021628205 std=0.029410667369113488
ys:r2     mean=-0.28849939209235326 std=0.5366245713814467
ys:adj-r2 mean=2.0430709364557145 std=0.4344103673087902
--------------------
el:rmse   mean=0.04070453345775604 std=0.008449035696685314
el:nrmse  mean=0.23064290119449696 std=0.08435996205166903
el:r2     mean=0.8447639313737657 std=0.046937619213129486
el:adj-r2 mean=1.1256672936498087 std=0.03799712031539053


2020-07-04 20:34:13.079096
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=21.100004196166992 std=4.38135290145874
ys:nrmse  mean=0.0795018658352805 std=0.021751351504470693
ys:r2     mean=0.6868524551063006 std=0.21762894307005773
ys:adj-r2 mean=1.2535003934853757 std=0.17617581105671348
--------------------
el:rmse   mean=0.019489005208015442 std=0.0014251555548980832
el:nrmse  mean=0.10760678680592212 std=0.028580508797140188
el:r2     mean=0.9637111530418393 std=0.008998719756932862
el:adj-r2 mean=1.0293766856327968 std=0.007284677898469449


2020-07-04 21:18:06.564981
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=33.0117073059082 std=11.209898948669434
ys:nrmse  mean=0.12642812883814603 std=0.05444675301594879
ys:r2     mean=0.30413495325193324 std=0.41653365912240226
ys:adj-r2 mean=1.563319323557959 std=0.3371939145276589
--------------------
el:rmse   mean=0.023554563522338867 std=0.006144989747554064
el:nrmse  mean=0.14277856899544442 std=0.07997068763981591
el:r2     mean=0.9459071833466298 std=0.025442759074844484
el:adj-r2 mean=1.0437894230051092 std=0.020596519251064562


2020-07-04 22:02:18.043042
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=29.939332962036133 std=5.201592445373535
ys:nrmse  mean=0.1132812066525528 std=0.030677207632966125
ys:r2     mean=0.42318731074394106 std=0.2930370061719618
ys:adj-r2 mean=1.466943605588238 std=0.23722043356777875
--------------------
el:rmse   mean=0.03301546350121498 std=0.0063636414706707
el:nrmse  mean=0.17499820672991181 std=0.023417920867802786
el:r2     mean=0.8947574300602001 std=0.03586087044662832
el:adj-r2 mean=1.0851963661417428 std=0.029030228456794357


2020-07-04 22:44:52.056112
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=55.92778396606445 std=7.650566101074219
ys:nrmse  mean=0.21026569924075966 std=0.045441285536827934
ys:r2     mean=-1.1352837046093678 std=1.2750564747767992
ys:adj-r2 mean=2.728562998969488 std=1.0321885748193136
--------------------
el:rmse   mean=0.025634652003645897 std=0.0026904752012342215
el:nrmse  mean=0.14573851419085623 std=0.05500848012784725
el:r2     mean=0.9363579363863889 std=0.018386115684359945
el:adj-r2 mean=1.051519765782447 std=0.014883998411148522


2020-07-04 23:27:37.417316
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=49.687774658203125 std=3.132694959640503
ys:nrmse  mean=0.1852386350659528 std=0.021440744504302115
ys:r2     mean=-0.7637328608627753 std=1.0640452252776131
ys:adj-r2 mean=2.427783744507961 std=0.8613699442723537
--------------------
el:rmse   mean=0.027803638949990273 std=0.005186563357710838
el:nrmse  mean=0.15400281399123442 std=0.049268864077622265
el:r2     mean=0.92183672723614 std=0.03693327445585025
el:adj-r2 mean=1.0632750303326486 std=0.029898365035688327


2020-07-05 00:10:40.881879
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=24.53672218322754 std=9.031392097473145
ys:nrmse  mean=0.09243536566128879 std=0.036681534763667575
ys:r2     mean=0.505029868039075 std=0.46556288360972725
ys:adj-r2 mean=1.4006901068255104 std=0.3768842391126364
--------------------
el:rmse   mean=0.0179532989859581 std=0.005709586665034294
el:nrmse  mean=0.11165280638445735 std=0.07197421176266504
el:r2     mean=0.9670716018304192 std=0.020930507247508296
el:adj-r2 mean=1.0266563223277558 std=0.01694374396226863


2020-07-05 00:52:58.831709
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=31.914918899536133 std=5.912502288818359
ys:nrmse  mean=0.11908951960462433 std=0.02468968445932256
ys:r2     mean=0.21903776249884865 std=0.6160925273011546
ys:adj-r2 mean=1.6322075255961703 std=0.49874156971998235
--------------------
el:rmse   mean=0.017033115029335022 std=0.0018818217795342207
el:nrmse  mean=0.09872880289233395 std=0.04275846868947474
el:r2     mean=0.9721483093998726 std=0.007321722524064457
el:adj-r2 mean=1.0225466066762934 std=0.005927108709956965


2020-07-05 01:36:38.260455
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=28.765012741088867 std=4.441778659820557
ys:nrmse  mean=0.1086182388194311 std=0.027099348319321342
ys:r2     mean=0.460628538843868 std=0.28069781608361083
ys:adj-r2 mean=1.4366340399835353 std=0.22723156540101824
--------------------
el:rmse   mean=0.019170532003045082 std=0.0038059295620769262
el:nrmse  mean=0.11336519156706322 std=0.057952123881773905
el:r2     mean=0.963477587368546 std=0.014735053117769374
el:adj-r2 mean=1.029565762606415 std=0.01192837633343235


2020-07-05 02:20:21.027227
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=26.068490982055664 std=0.8792332410812378
ys:nrmse  mean=0.09754254553820176 std=0.013164445707555452
ys:r2     mean=0.5462536210868071 std=0.2046037325187184
ys:adj-r2 mean=1.367318497215442 std=0.16563159299134347
--------------------
el:rmse   mean=0.021779702976346016 std=0.008340778760612011
el:nrmse  mean=0.13754141472551754 std=0.09733828299609855
el:r2     mean=0.9487582779596498 std=0.038137718350836534
el:adj-r2 mean=1.0414813940326644 std=0.03087339104591533


2020-07-05 03:03:39.234369
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=55.896820068359375 std=6.372607231140137
ys:nrmse  mean=0.2088679758549948 std=0.032799632262114214
ys:r2     mean=-1.06535815198555 std=0.8645744003314292
ys:adj-r2 mean=2.6719565992263976 std=0.6998935621730618
--------------------
el:rmse   mean=0.02998877502977848 std=0.009331547655165195
el:nrmse  mean=0.16783522483447377 std=0.06967859309473845
el:r2     mean=0.9016823261227823 std=0.06233358100342464
el:adj-r2 mean=1.0795904979006048 std=0.05046051795515326


2020-07-05 03:45:28.159828
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=17.79628562927246 std=4.346047401428223
ys:nrmse  mean=0.06806710012689353 std=0.024106059977015988
ys:r2     mean=0.8215925201339228 std=0.02440850972890946
ys:adj-r2 mean=1.1444251027487293 std=0.019759269780545784
--------------------
el:rmse   mean=0.018453815951943398 std=0.00697699747979641
el:nrmse  mean=0.11629926787990226 std=0.08173895367089165
el:r2     mean=0.9632880858839977 std=0.02692022724962308
el:adj-r2 mean=1.0297191685700973 std=0.02179256491636159


2020-07-05 04:28:17.965867
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=27.725271224975586 std=5.414525508880615
ys:nrmse  mean=0.10517378732816335 std=0.029917237810564472
ys:r2     mean=0.5487735387097648 std=0.11490087547109173
ys:adj-r2 mean=1.365278563901619 std=0.09301499442897905
--------------------
el:rmse   mean=0.024744480848312378 std=0.008596503175795078
el:nrmse  mean=0.15513147237199928 std=0.10490160056835363
el:r2     mean=0.9358307578826871 std=0.044524585577848864
el:adj-r2 mean=1.0519465293330628 std=0.036043712134449145


2020-07-05 05:11:38.578820
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=23.240951538085938 std=3.9565227031707764
ys:nrmse  mean=0.0870049062295528 std=0.01776656211368897
ys:r2     mean=0.6490722856856644 std=0.1545298881336683
ys:adj-r2 mean=1.2840843401592241 std=0.1250956237272553
--------------------
el:rmse   mean=0.019959747791290283 std=0.007726696785539389
el:nrmse  mean=0.10030074826628493 std=0.015743633510533726
el:r2     mean=0.9544009977567459 std=0.037213638253178936
el:adj-r2 mean=1.0369134780064437 std=0.030125326204954346


2020-07-05 05:54:42.123689
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=32.456790924072266 std=5.4059224128723145
ys:nrmse  mean=0.12058292934866914 std=0.01995480598269443
ys:r2     mean=0.17374815636280014 std=0.653091881716792
ys:adj-r2 mean=1.668870540087257 std=0.5286934280564508
--------------------
el:rmse   mean=0.02487722970545292 std=0.0021552990656346083
el:nrmse  mean=0.14409785934865432 std=0.06069446080111661
el:r2     mean=0.9416057436182178 std=0.011031699570480306
el:adj-r2 mean=1.0472715408804902 std=0.00893042346181745


2020-07-05 06:36:58.027839
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=43.8309440612793 std=4.4502668380737305
ys:nrmse  mean=0.1646439478674178 std=0.03036583270325227
ys:r2     mean=-0.22138794675867968 std=0.43835447917132514
ys:adj-r2 mean=1.9887426235665504 std=0.3548583879005966
--------------------
