2020-06-06 12:33:11.345474
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
el:adj-r2 mean=1.0349937213825071 std=0.02301227287981016


2020-06-06 18:18:18.062020
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=13.124300003051758 std=10.483648300170898
ys:nrmse  mean=0.0480901194813255 std=0.03649278899039616
ys:r2     mean=0.6770815098878835 std=0.4057416557955432
ys:adj-r2 mean=1.3966378331427824 std=0.5027058426467957
--------------------
el:rmse   mean=0.012902835384011269 std=0.0024479124695062637
el:nrmse  mean=0.07821152378383645 std=0.03943600613268449
el:r2     mean=0.9791747543001372 std=0.008201405748676538
el:adj-r2 mean=1.025008127216584 std=0.010639227998008333


2020-06-06 19:17:19.284382
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=12.848581314086914 std=9.648890495300293
ys:nrmse  mean=0.04712373386923344 std=0.03363850406056831
ys:r2     mean=0.651047011503197 std=0.396116878658662
ys:adj-r2 mean=1.4290637192808058 std=0.4908725564867825
--------------------
el:rmse   mean=0.013700691051781178 std=0.0037376414984464645
el:nrmse  mean=0.08501684876136419 std=0.04920781746096998
el:r2     mean=0.975299141435019 std=0.012398987195189835
el:adj-r2 mean=1.0296719203868512 std=0.01548315790632123


2020-06-06 20:17:29.167946
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=10.779250144958496 std=9.89280891418457
ys:nrmse  mean=0.03941523958993663 std=0.034556045823758666
ys:r2     mean=0.7691516757539919 std=0.32595698713859633
ys:adj-r2 mean=1.2840784819448838 std=0.4033333624983837
--------------------
el:rmse   mean=0.014596911147236824 std=0.003542053047567606
el:nrmse  mean=0.0898597100761983 std=0.04850579132636173
el:r2     mean=0.9736811789256947 std=0.009548848543015251
el:adj-r2 mean=1.0316227376956413 std=0.01229672087404911


2020-06-06 21:03:49.948049
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=9.347036361694336 std=4.536396503448486
ys:nrmse  mean=0.0364590054226505 std=0.02071462302156714
ys:r2     mean=0.9220167996824402 std=0.03962668033496185
ys:adj-r2 mean=1.0922320841530577 std=0.04670418755182748
--------------------
el:rmse   mean=0.013468925841152668 std=0.003034267108887434
el:nrmse  mean=0.08213308737028033 std=0.044099461293992004
el:r2     mean=0.9753104920875841 std=0.014367000208035972
el:adj-r2 mean=1.0296975097385483 std=0.01801886671825286


2020-06-06 21:58:31.680540
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=7.727006435394287 std=3.0303001403808594
ys:nrmse  mean=0.029784389050158584 std=0.014153612330049881
ys:r2     mean=0.9351799544987337 std=0.04112816060406045
ys:adj-r2 mean=1.0759925123077252 std=0.049104026689859
--------------------
el:rmse   mean=0.014782200567424297 std=0.004497023764997721
el:nrmse  mean=0.09299543032425947 std=0.055865700869170226
el:r2     mean=0.9729100181470622 std=0.010788872384976844
el:adj-r2 mean=1.0323337391714598 std=0.01281406005446948


2020-06-06 23:06:10.679639
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.744609832763672 std=5.300312519073486
ys:nrmse  mean=0.04581573623938793 std=0.024807623240752148
ys:r2     mean=0.8876766799770339 std=0.04265933129278303
ys:adj-r2 mean=1.135044463381721 std=0.0560573789511518
--------------------
el:rmse   mean=0.01398625411093235 std=0.003941625822335482
el:nrmse  mean=0.08760801590596519 std=0.05157922325956563
el:r2     mean=0.9758645335873235 std=0.009314631583997606
el:adj-r2 mean=1.028793114219267 std=0.011151792944020992


2020-06-06 23:56:50.275760
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.136613845825195 std=4.424215793609619
ys:nrmse  mean=0.04339428769125254 std=0.021351221668515198
ys:r2     mean=0.8942775528658059 std=0.04371932065784695
ys:adj-r2 mean=1.1264584811919598 std=0.05626773699002692
--------------------
el:rmse   mean=0.012270770035684109 std=0.0029218692798167467
el:nrmse  mean=0.07533530340959256 std=0.041958002405714165
el:r2     mean=0.9803409519866367 std=0.010035489864258227
el:adj-r2 mean=1.0234913059020134 std=0.012547546062287739


2020-06-07 00:50:17.049856
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=7.9078521728515625 std=3.128793239593506
ys:nrmse  mean=0.030623438846091845 std=0.014298960524044406
ys:r2     mean=0.94772417717657 std=0.020333625043264844
ys:adj-r2 mean=1.061106769312563 std=0.02218860193262332
--------------------
el:rmse   mean=0.011341124773025513 std=0.0034167964477092028
el:nrmse  mean=0.07027130320908405 std=0.043307304516449895
el:r2     mean=0.9819622529757608 std=0.01182200421829215
el:adj-r2 mean=1.0215052823763524 std=0.014371926417106618


2020-06-07 01:51:43.656200
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=13.267999649047852 std=5.387118339538574
ys:nrmse  mean=0.05162999427177469 std=0.025356611442336197
ys:r2     mean=0.8616018377614223 std=0.03177382859285746
ys:adj-r2 mean=1.164590813032213 std=0.041500163266801
--------------------
el:rmse   mean=0.012673715129494667 std=0.0030399567913264036
el:nrmse  mean=0.07557786802456726 std=0.04051319089992792
el:r2     mean=0.9758078027024857 std=0.019584478870720023
el:adj-r2 mean=1.0289723242438746 std=0.024255957734859796


2020-06-07 02:40:09.498030
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=8.569293975830078 std=3.5180585384368896
ys:nrmse  mean=0.032489152462167915 std=0.014093548016704748
ys:r2     mean=0.9162054625633054 std=0.06563367472472531
ys:adj-r2 mean=1.1018114392227703 std=0.08226775696214149
--------------------
el:rmse   mean=0.017549049109220505 std=0.007282328326255083
el:nrmse  mean=0.09715066305770029 std=0.048764645900114506
el:r2     mean=0.9333798212719338 std=0.08784058241234831
el:adj-r2 mean=1.081638849385683 std=0.10890736063922583


2020-06-07 03:39:35.567067
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=15.5784273147583 std=14.379919052124023
ys:nrmse  mean=0.05729534847943936 std=0.05038787491468062
ys:r2     mean=0.559669717093182 std=0.6809414531808947
ys:adj-r2 mean=1.5413073238554387 std=0.8425907846830434
--------------------
el:rmse   mean=0.01422986388206482 std=0.004597466439008713
el:nrmse  mean=0.07758273935363977 std=0.025718409320247746
el:r2     mean=0.9575424096771012 std=0.05679797803978757
el:adj-r2 mean=1.0518938087415923 std=0.07046984095575642


2020-06-07 04:49:35.028755
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.9132022857666 std=14.114959716796875
ys:nrmse  mean=0.07137378784047387 std=0.05035495352548319
ys:r2     mean=0.5233499270015513 std=0.7122457017832784
ys:adj-r2 mean=1.5829999254187732 std=0.8827548708627632
--------------------
el:rmse   mean=0.017924269661307335 std=0.005871144589036703
el:nrmse  mean=0.1083182992934002 std=0.06408146443717755
el:r2     mean=0.956411296909019 std=0.02700974045678992
el:adj-r2 mean=1.0524882867661283 std=0.03419904051310205


2020-06-07 05:43:03.824084
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=10.791770935058594 std=4.66043758392334
ys:nrmse  mean=0.04127649894708355 std=0.020339421619241547
ys:r2     mean=0.8729908633321994 std=0.07956850217842737
ys:adj-r2 mean=1.147336226964822 std=0.08892241489975125
--------------------
el:rmse   mean=0.05495958402752876 std=0.04558242857456207
el:nrmse  mean=0.36046529058851895 std=0.3564718950796786
el:r2     mean=0.49403420874374804 std=0.5627025299458225
el:adj-r2 mean=1.5927520897789358 std=0.6530943711982038


2020-06-07 06:47:54.918768
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.754291534423828 std=6.140878677368164
ys:nrmse  mean=0.046402320639676496 std=0.02840663598057116
ys:r2     mean=0.9044402799125976 std=0.012373841806622453
ys:adj-r2 mean=1.1127741290677153 std=0.01174253473352536
--------------------
el:rmse   mean=0.058817774057388306 std=0.051909834146499634
el:nrmse  mean=0.36870886399285385 std=0.36702449866018905
el:r2     mean=0.4344198996603302 std=0.6393793092176272
el:adj-r2 mean=1.6317008213167423 std=0.7078186839633701


2020-06-07 08:02:43.029688
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=14.363265991210938 std=6.035684108734131
ys:nrmse  mean=0.05565437890405402 std=0.027331412840005967
ys:r2     mean=0.8164142743577315 std=0.10191404458484546
ys:adj-r2 mean=1.212524416805012 std=0.1094449464949064
--------------------
el:rmse   mean=0.040547966957092285 std=0.039060525596141815
el:nrmse  mean=0.2105366079433156 std=0.16043944430477788
el:r2     mean=0.7022724229956565 std=0.4852630180926372
el:adj-r2 mean=1.3354984482947057 std=0.5369984086203459


2020-06-07 08:53:58.716179
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=17.66607666015625 std=17.356781005859375
ys:nrmse  mean=0.06476251919254214 std=0.06071174915480997
ys:r2     mean=0.3864741094957521 std=0.9640135623191539
ys:adj-r2 mean=1.7552241892922869 std=1.192361010693011
--------------------
el:rmse   mean=0.0149664506316185 std=0.003783497028052807
el:nrmse  mean=0.09188693092172152 std=0.049373488385372144
el:r2     mean=0.9725358591965078 std=0.01004041378572516
el:adj-r2 mean=1.0330642730663828 std=0.013093414096706352


2020-06-07 09:50:05.026977
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.31454086303711 std=18.63711166381836
ys:nrmse  mean=0.06319658793504591 std=0.06536305779501442
ys:r2     mean=0.3803076564439559 std=1.0531532256143956
ys:adj-r2 mean=1.7626885811033148 std=1.3023712147898676
--------------------
el:rmse   mean=0.014857696369290352 std=0.0034147952683269978
el:nrmse  mean=0.091044365775573 std=0.04760414525378205
el:r2     mean=0.9733131016686407 std=0.00841849736636579
el:adj-r2 mean=1.0320426984014321 std=0.01108678937947028


2020-06-07 10:51:14.232724
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.848703384399414 std=12.13805103302002
ys:nrmse  mean=0.06103327977609503 std=0.041853619924566744
ys:r2     mean=0.39578191567472865 std=0.6527526550034661
ys:adj-r2 mean=1.7410200685829456 std=0.809952272954924
--------------------
el:rmse   mean=0.01523522473871708 std=0.0034901550970971584
el:nrmse  mean=0.09268602975220691 std=0.047782993525905836
el:r2     mean=0.9709039640154369 std=0.011336951639056821
el:adj-r2 mean=1.0350792138498208 std=0.014747091272692628


2020-06-07 11:37:49.895224
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=17.51837730407715 std=13.812018394470215
ys:nrmse  mean=0.06473342980655845 std=0.048289402016712696
ys:r2     mean=0.46845875427800754 std=0.6987711095355624
ys:adj-r2 mean=1.6525652704713338 std=0.8658006278122249
--------------------
el:rmse   mean=0.015119224786758423 std=0.0037629110738635063
el:nrmse  mean=0.0926493051021298 std=0.05051750670073066
el:r2     mean=0.9710933791901123 std=0.012607453472520092
el:adj-r2 mean=1.0348417905987044 std=0.016229530774481984


2020-06-07 12:35:16.874364
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.490591049194336 std=13.329867362976074
ys:nrmse  mean=0.053158310078811624 std=0.04658607884588957
ys:r2     mean=0.608315183101231 std=0.5897874728014698
ys:adj-r2 mean=1.4814923455266347 std=0.7298836830789895
--------------------
el:rmse   mean=0.014743262901902199 std=0.00356007507070899
el:nrmse  mean=0.09042590141147785 std=0.04728355637915891
el:r2     mean=0.9738072658728205 std=0.008189429176604599
el:adj-r2 mean=1.031461128577027 std=0.010768830927662483


2020-06-07 13:39:24.108447
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.266244888305664 std=13.42462158203125
ys:nrmse  mean=0.06863344910415058 std=0.04818616507736144
ys:r2     mean=0.4928796327694263 std=0.636278353164213
ys:adj-r2 mean=1.6209558552105872 std=0.7890615046995373
--------------------
el:rmse   mean=0.014391524717211723 std=0.0035807567182928324
el:nrmse  mean=0.08838434341647425 std=0.04634882050880073
el:r2     mean=0.9752273296200556 std=0.007614594555309101
el:adj-r2 mean=1.0297437605810127 std=0.010015492561607744


2020-06-07 14:24:50.981250
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=12.813909530639648 std=11.56374740600586
ys:nrmse  mean=0.047021389555724935 std=0.0404399341328206
ys:r2     mean=0.7030067365438277 std=0.44658786692442354
ys:adj-r2 mean=1.3647183313421825 std=0.5528051186932782
--------------------
el:rmse   mean=0.014231860637664795 std=0.0038378483150154352
el:nrmse  mean=0.08862740147605748 std=0.050494192114452566
el:r2     mean=0.975683065229864 std=0.008703169930274394
el:adj-r2 mean=1.0291171261481469 std=0.01111906618863254


2020-06-07 15:17:14.529422
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.439691543579102 std=14.118645668029785
ys:nrmse  mean=0.05334577506061109 std=0.049426266524984296
ys:r2     mean=0.613517236508749 std=0.6398065712874235
ys:adj-r2 mean=1.4756552691829317 std=0.7913183830812686
--------------------
el:rmse   mean=0.014490140601992607 std=0.0033168920781463385
el:nrmse  mean=0.08856762563244559 std=0.04654874332362265
el:r2     mean=0.9736905625812622 std=0.010254103106901065
el:adj-r2 mean=1.0316709313222714 std=0.01325855586264402


2020-06-07 16:18:41.938678
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=10.297255516052246 std=8.010366439819336
ys:nrmse  mean=0.03801691533714563 std=0.028042655948119704
ys:r2     mean=0.8087319058144882 std=0.2400417204409734
ys:adj-r2 mean=1.2352179370211704 std=0.29726753197646827
--------------------
el:rmse   mean=0.013977380469441414 std=0.003031881293281913
el:nrmse  mean=0.08541298524553713 std=0.043563800445895126
el:r2     mean=0.9763640040634062 std=0.006966444303160841
el:adj-r2 mean=1.0283371448230436 std=0.009110211618345854


2020-06-07 17:04:53.545766
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=9.415566444396973 std=4.025321006774902
ys:nrmse  mean=0.035907641793303004 std=0.01611417402579751
ys:r2     mean=0.9105558738281856 std=0.06604414574979674
ys:adj-r2 mean=1.1073385770634616 std=0.08290514697418079
--------------------
el:rmse   mean=0.014449825510382652 std=0.003714571474120021
el:nrmse  mean=0.08832651457261978 std=0.047585383758272475
el:r2     mean=0.9743172028650227 std=0.010130652905629268
el:adj-r2 mean=1.030966716566631 std=0.013229252617611275


2020-06-07 18:02:19.421051
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=6.47417688369751 std=1.6573210954666138
ys:nrmse  mean=0.024380378977872 std=0.006848148435239645
ys:r2     mean=0.9497963580025524 std=0.033081653400660625
ys:adj-r2 mean=1.0594425575304531 std=0.039014931722733556
--------------------
el:rmse   mean=0.014169451780617237 std=0.004275355488061905
el:nrmse  mean=0.08765989739459501 std=0.05076981232501867
el:r2     mean=0.9753935031305987 std=0.011035773706504739
el:adj-r2 mean=1.0296760413182582 std=0.014220002656646519


2020-06-07 19:08:16.683374
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=8.257196426391602 std=3.4953255653381348
ys:nrmse  mean=0.0320008156924315 std=0.016440241601825355
ys:r2     mean=0.934169356002001 std=0.03267583117281549
ys:adj-r2 mean=1.0773456713844451 std=0.03875680361486938
--------------------
el:rmse   mean=0.014929866418242455 std=0.0027112606912851334
el:nrmse  mean=0.09035316599874293 std=0.04510512179332845
el:r2     mean=0.9712754992984927 std=0.013024499153679226
el:adj-r2 mean=1.0345301775917586 std=0.016626353471881156


2020-06-07 19:57:35.725251
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=12.959492683410645 std=5.3806328773498535
ys:nrmse  mean=0.05059082603367658 std=0.025406026137583953
ys:r2     mean=0.8671006454231772 std=0.03473139844883128
ys:adj-r2 mean=1.1571798376126057 std=0.04170409911728764
--------------------
el:rmse   mean=0.015262456610798836 std=0.004893959499895573
el:nrmse  mean=0.09594793796172088 std=0.057878331051950394
el:r2     mean=0.9727764551464239 std=0.010483054257666167
el:adj-r2 mean=1.0322255965928386 std=0.012757547882838529


2020-06-07 20:51:23.996633
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=9.636924743652344 std=4.564237594604492
ys:nrmse  mean=0.03630347761811669 std=0.01954555564517107
ys:r2     mean=0.8752052682452316 std=0.07495029664922112
ys:adj-r2 mean=1.147757019716656 std=0.09248389446509529
--------------------
el:rmse   mean=0.014651712961494923 std=0.003124568145722151
el:nrmse  mean=0.08897941732510416 std=0.04538479980958013
el:r2     mean=0.9736688455880891 std=0.009296072057648746
el:adj-r2 mean=1.031669753245954 std=0.01226448212876938


2020-06-07 21:51:04.035211
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.75775146484375 std=4.239610195159912
ys:nrmse  mean=0.04536518695986025 std=0.019613368639019576
ys:r2     mean=0.8831702663866438 std=0.04164853106533983
ys:adj-r2 mean=1.138880819402871 std=0.05145868146562574
--------------------
el:rmse   mean=0.01953328214585781 std=0.009634147398173809
el:nrmse  mean=0.11002948555631391 std=0.05162373098141347
el:r2     mean=0.9513543073938436 std=0.04050970026904505
el:adj-r2 mean=1.0565108802856762 std=0.044230215949247406


2020-06-07 22:35:56.156346
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.667221069335938 std=14.048030853271484
ys:nrmse  mean=0.06542984530693301 std=0.06060444882845968
ys:r2     mean=0.7202489706042826 std=0.2751457301845503
ys:adj-r2 mean=1.323306085573715 std=0.30551928898412356
--------------------
el:rmse   mean=0.013455135747790337 std=0.004587093368172646
el:nrmse  mean=0.08158089982977143 std=0.048686966693437105
el:r2     mean=0.9725206730695863 std=0.021493278989888842
el:adj-r2 mean=1.0331411769757797 std=0.026963402416866473


2020-06-07 23:32:28.259018
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.752450942993164 std=8.290868759155273
ys:nrmse  mean=0.058592737746626974 std=0.03785125041690785
ys:r2     mean=0.8523582700658506 std=0.052485194223551045
ys:adj-r2 mean=1.1742754070524715 std=0.056954770328462634
--------------------
el:rmse   mean=0.013617848977446556 std=0.0029680693987756968
el:nrmse  mean=0.07646501705049877 std=0.029727605291134142
el:r2     mean=0.9720076169027904 std=0.022558902760135273
el:adj-r2 mean=1.0338319003188077 std=0.028208920422099205


2020-06-08 00:34:06.528229
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=10.785064697265625 std=4.7633233070373535
ys:nrmse  mean=0.042208174017496033 std=0.022858498095073662
ys:r2     mean=0.8909874216106587 std=0.06640787290320466
ys:adj-r2 mean=1.1290642287781174 std=0.08153448983976813
--------------------
el:rmse   mean=0.01578516513109207 std=0.004760286770761013
el:nrmse  mean=0.09391135301454397 std=0.04975852300799997
el:r2     mean=0.9640015971076086 std=0.024640019794805592
el:adj-r2 mean=1.0430172418011918 std=0.030884390952593335


