2020-06-03 08:25:36.089320
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:adj-r2 mean=2.4946926552000375 std=2.2902605004416037
--------------------
el:rmse   mean=0.010686476714909077 std=0.004973482806235552
el:nrmse  mean=0.09103374814383734 std=0.09692200133204952
el:r2     mean=0.8900090033353429 std=0.23945913286709275
el:adj-r2 mean=1.1702181430803364 std=0.36673554779792594


2020-06-03 12:15:07.989889
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=14.267454147338867 std=15.200540542602539
ys:nrmse  mean=0.05380592408235182 std=0.055130719575856385
ys:r2     mean=0.5747876144037805 std=0.5969890415787797
ys:adj-r2 mean=1.6906563465749749 std=0.9995814257826163
--------------------
el:rmse   mean=0.01245034672319889 std=0.004616880789399147
el:nrmse  mean=0.09770106527973267 std=0.09000406202872756
el:r2     mean=0.8861284685226278 std=0.2070852422972773
el:adj-r2 mean=1.1763501598003316 std=0.31695906921748385


2020-06-03 12:58:18.407087
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=14.673748970031738 std=14.98374080657959
ys:nrmse  mean=0.05365621555036641 std=0.053720601536304806
ys:r2     mean=0.21503874704388254 std=1.0500598598192687
ys:adj-r2 mean=2.299330831639704 std=1.7867671774956717
--------------------
el:rmse   mean=0.012631328776478767 std=0.004491540603339672
el:nrmse  mean=0.10343427196237953 std=0.11053320400526875
el:r2     mean=0.8596668773975074 std=0.331180343350674
el:adj-r2 mean=1.2170845415503249 std=0.5072912751722769


2020-06-03 13:41:44.348698
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=12.8904390335083 std=17.82951545715332
ys:nrmse  mean=0.04900804157816015 std=0.06439788978504905
ys:r2     mean=0.6128396957958848 std=0.687222749054599
ys:adj-r2 mean=1.6442037527470739 std=1.1764371978492738
--------------------
el:rmse   mean=0.011233673430979252 std=0.004431948997080326
el:nrmse  mean=0.09505353696775318 std=0.10568258201948917
el:r2     mean=0.870772370934809 std=0.3129256459885774
el:adj-r2 mean=1.1993697499653786 std=0.47943590515273043


2020-06-03 14:30:16.302163
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=15.840495109558105 std=19.39588165283203
ys:nrmse  mean=0.058106052307962196 std=0.06882842009456998
ys:r2     mean=0.3554871356487012 std=0.9696640266409132
ys:adj-r2 mean=2.0827806491990906 std=1.6684234368752928
--------------------
el:rmse   mean=0.01138053648173809 std=0.003928272984921932
el:nrmse  mean=0.0908205108783791 std=0.08893207331900929
el:r2     mean=0.8987150549750051 std=0.20651089115706872
el:adj-r2 mean=1.1570315185800237 std=0.31621159590617576


2020-06-03 15:30:27.370005
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.93729019165039 std=14.99921703338623
ys:nrmse  mean=0.04482174449779726 std=0.05382415493546261
ys:r2     mean=0.7006328521611256 std=0.5102907042597952
ys:adj-r2 mean=1.4919255581995956 std=0.8695966920957825
--------------------
el:rmse   mean=0.011014414951205254 std=0.004447451326996088
el:nrmse  mean=0.09449669198570382 std=0.10416278628307801
el:r2     mean=0.9038351514248708 std=0.21736800681228108
el:adj-r2 mean=1.14906672880983 std=0.33284644647376466


2020-06-03 16:31:41.772878
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.180402755737305 std=18.398191452026367
ys:nrmse  mean=0.05544552064676263 std=0.06435982263783988
ys:r2     mean=0.31841811208679255 std=0.878014749199084
ys:adj-r2 mean=2.1237363624846113 std=1.4827445888432966
--------------------
el:rmse   mean=0.011684037744998932 std=0.004855553153902292
el:nrmse  mean=0.10122558242222672 std=0.11188201587543956
el:r2     mean=0.8838574876097971 std=0.2706173884778186
el:adj-r2 mean=1.179218169893687 std=0.41455143957244245


2020-06-03 17:32:57.669749
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=17.420825958251953 std=20.402009963989258
ys:nrmse  mean=0.06294885846975157 std=0.07097654008391328
ys:r2     mean=-0.14778424321621822 std=1.9179103514318139
ys:adj-r2 mean=2.933592719486307 std=3.2985947761770453
--------------------
el:rmse   mean=0.012334835715591908 std=0.00483041163533926
el:nrmse  mean=0.10635299493578035 std=0.11692662948904438
el:r2     mean=0.867724899642831 std=0.30779259015611204
el:adj-r2 mean=1.2046480443879863 std=0.4713949789013364


2020-06-03 18:41:36.224988
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.289108276367188 std=22.265108108520508
ys:nrmse  mean=0.05189664572962348 std=0.0783744493214975
ys:r2     mean=0.4830342420707289 std=1.0641311033410126
ys:adj-r2 mean=1.8694691902598646 std=1.827406468992079
--------------------
el:rmse   mean=0.011594955809414387 std=0.004727951716631651
el:nrmse  mean=0.10002566871390021 std=0.10719690661047424
el:r2     mean=0.8868101221118829 std=0.25436098130157625
el:adj-r2 mean=1.1749410926464645 std=0.38958811706362123


2020-06-03 19:49:41.877277
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.775177001953125 std=22.86880111694336
ys:nrmse  mean=0.0662422433642568 std=0.08201133126945967
ys:r2     mean=-0.14493846348371903 std=2.0403232425615814
ys:adj-r2 mean=2.939161935502821 std=3.5070660566793577
--------------------
el:rmse   mean=0.011561269871890545 std=0.00478587718680501
el:nrmse  mean=0.09982607318812739 std=0.11144366839050164
el:r2     mean=0.889367667026517 std=0.24767394543872195
el:adj-r2 mean=1.171454762494362 std=0.3793040395631715


2020-06-03 20:54:59.385556
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.13054847717285 std=22.364971160888672
ys:nrmse  mean=0.06148022165205447 std=0.07827773476470741
ys:r2     mean=0.23927396213871882 std=1.1217649887592638
ys:adj-r2 mean=2.261817527212251 std=1.9262409476397104
--------------------
el:rmse   mean=0.011607712134718895 std=0.004631798714399338
el:nrmse  mean=0.1005762000335279 std=0.11322584854507803
el:r2     mean=0.8863406989701067 std=0.25955684420896635
el:adj-r2 mean=1.1758712615101754 std=0.397532492224269


2020-06-03 22:07:53.345750
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.649377822875977 std=19.989805221557617
ys:nrmse  mean=0.06653785748758437 std=0.07250109794230447
ys:r2     mean=0.25643160094831996 std=1.1179803127765653
ys:adj-r2 mean=2.2496136943342395 std=1.926151075298604
--------------------
el:rmse   mean=0.011830178089439869 std=0.00550385657697916
el:nrmse  mean=0.10328621983329242 std=0.1162559639863245
el:r2     mean=0.8828275177078524 std=0.27162204461291006
el:adj-r2 mean=1.1816103571506371 std=0.41594401477040993


2020-06-03 23:14:08.422153
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=14.843019485473633 std=18.163469314575195
ys:nrmse  mean=0.05624883297642945 std=0.06595062521211803
ys:r2     mean=0.4753101798611885 std=0.7721679204156446
ys:adj-r2 mean=1.8635826122377293 std=1.3079601397028073
--------------------
el:rmse   mean=0.012105346657335758 std=0.004989610984921455
el:nrmse  mean=0.10361066084728457 std=0.11270352655894941
el:r2     mean=0.8809416835448275 std=0.27117358845281897
el:adj-r2 mean=1.1842868179460608 std=0.4152646523681379


2020-06-04 00:28:52.032049
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=13.969972610473633 std=18.808963775634766
ys:nrmse  mean=0.05170486399102057 std=0.06662401156251063
ys:r2     mean=0.543249120209891 std=0.7903119236894773
ys:adj-r2 mean=1.7698126365867028 std=1.360080437747941
--------------------
el:rmse   mean=0.011972467415034771 std=0.005293070338666439
el:nrmse  mean=0.10391604652865312 std=0.11798847978929271
el:r2     mean=0.8798821637173351 std=0.2806157220361062
el:adj-r2 mean=1.1861253954831152 std=0.42974138597050643


2020-06-04 01:12:33.780522
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=11.463452339172363 std=10.167749404907227
ys:nrmse  mean=0.04202642110701915 std=0.035586606802118975
ys:r2     mean=0.5363367070694743 std=0.6119185358968711
ys:adj-r2 mean=1.7543546420389227 std=0.9852492390525933
--------------------
el:rmse   mean=0.01239234022796154 std=0.004652413539588451
el:nrmse  mean=0.09095162047390228 std=0.08275031505373184
el:r2     mean=0.8696689026650221 std=0.2474958827947414
el:adj-r2 mean=1.201991644715482 std=0.3788428596713417


2020-06-04 01:56:24.848863
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=11.916701316833496 std=13.072365760803223
ys:nrmse  mean=0.04390842192494673 std=0.04602063445101352
ys:r2     mean=0.7038210479366358 std=0.39434793553032066
ys:adj-r2 mean=1.4861159130401318 std=0.6769863298521037
--------------------
el:rmse   mean=0.012036779895424843 std=0.00526434276252985
el:nrmse  mean=0.1003424296846451 std=0.10775898120190784
el:r2     mean=0.8425420787543005 std=0.3508641124449714
el:adj-r2 mean=1.2427981866166964 std=0.5375144273940593


2020-06-04 02:40:15.057840
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=17.03519630432129 std=19.35877799987793
ys:nrmse  mean=0.061102924335673894 std=0.06741148445753897
ys:r2     mean=0.15068524959831864 std=1.0445170457726294
ys:adj-r2 mean=2.405320627335562 std=1.7798041291994315
--------------------
el:rmse   mean=0.013965420424938202 std=0.005425347946584225
el:nrmse  mean=0.11137782325751362 std=0.10921049977315118
el:r2     mean=0.8318333596351994 std=0.35897931029966784
el:adj-r2 mean=1.2605643962535251 std=0.5497000517722275


2020-06-04 03:32:43.435505
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=15.173507690429688 std=20.568992614746094
ys:nrmse  mean=0.055588002947500895 std=0.0728318449104505
ys:r2     mean=0.36885547213795133 std=1.0021065556498352
ys:adj-r2 mean=2.0429251160188424 std=1.6886510036761284
--------------------
el:rmse   mean=0.012084717862308025 std=0.004782387521117926
el:nrmse  mean=0.09718148084174053 std=0.09611899709870458
el:r2     mean=0.8932923494287636 std=0.2311232606001834
el:adj-r2 mean=1.1648015334037192 std=0.3539867959219274


2020-06-04 04:15:01.188335
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=16.004304885864258 std=24.274394989013672
ys:nrmse  mean=0.05817804315399523 std=0.08533423509166203
ys:r2     mean=0.35055513726686477 std=1.2677158459386866
ys:adj-r2 mean=2.0862273643675797 std=2.177900517760903
--------------------
el:rmse   mean=0.010773949325084686 std=0.004478977061808109
el:nrmse  mean=0.09397222750965298 std=0.10480890872403119
el:r2     mean=0.886300901600681 std=0.26633095984064803
el:adj-r2 mean=1.1758266186261976 std=0.40794702554934364


2020-06-04 04:51:52.420182
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=16.11751937866211 std=16.023357391357422
ys:nrmse  mean=0.06005469044534188 std=0.05702595119874298
ys:r2     mean=0.32350403132850725 std=0.9383062536334745
ys:adj-r2 mean=2.1298558118957787 std=1.6161072850743796
--------------------
el:rmse   mean=0.01104025635868311 std=0.0037394396495074034
el:nrmse  mean=0.09016826618897454 std=0.0894650013975849
el:r2     mean=0.9219303585898497 std=0.13099466476824267
el:adj-r2 mean=1.1210747817638291 std=0.20044982543638695


2020-06-04 05:30:44.834390
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=15.191228866577148 std=19.31976318359375
ys:nrmse  mean=0.056898994552175765 std=0.06855780316259259
ys:r2     mean=0.45150897649156524 std=0.8543050574273314
ys:adj-r2 mean=1.897219241438218 std=1.4603642133671715
--------------------
el:rmse   mean=0.012439893558621407 std=0.004418488126248121
el:nrmse  mean=0.10137904619709685 std=0.10120190684979968
el:r2     mean=0.8910197605833255 std=0.22435905163821873
el:adj-r2 mean=1.1690738860375758 std=0.34343330813066647


2020-06-04 06:09:48.980174
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=14.586369514465332 std=12.792350769042969
ys:nrmse  mean=0.0538020744977996 std=0.045317569122367105
ys:r2     mean=0.33499334185121554 std=0.9909774397787139
ys:adj-r2 mean=2.109109412508715 std=1.7058775069463679
--------------------
el:rmse   mean=0.013057606294751167 std=0.004328315146267414
el:nrmse  mean=0.10717494482651928 std=0.1067187234797172
el:r2     mean=0.8787247803508924 std=0.24905909552440958
el:adj-r2 mean=1.1882221416191332 std=0.3812982027251862


2020-06-04 06:48:54.151719
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=16.253185272216797 std=22.111326217651367
ys:nrmse  mean=0.058571861042950514 std=0.07719346016196506
ys:r2     mean=0.21235799858888732 std=1.1981660573098847
ys:adj-r2 mean=2.3207350251418633 std=2.062311512687699
--------------------
el:rmse   mean=0.011625707149505615 std=0.005404558964073658
el:nrmse  mean=0.10192526456294178 std=0.11874168819287104
el:r2     mean=0.8771543957271934 std=0.29304740259583717
el:adj-r2 mean=1.1900786646749053 std=0.44886095097599815


2020-06-04 07:34:13.461742
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=12.097559928894043 std=15.77617359161377
ys:nrmse  mean=0.0444533385593264 std=0.05564790048021487
ys:r2     mean=0.6820276694271874 std=0.5525160539556807
ys:adj-r2 mean=1.5325471106727708 std=0.9502960307630565
--------------------
el:rmse   mean=0.01161480788141489 std=0.0048248120583593845
el:nrmse  mean=0.10126212780493338 std=0.11543431037092702
el:r2     mean=0.8770851439557452 std=0.2928698917065303
el:adj-r2 mean=1.1900804337082598 std=0.4486026621771597


2020-06-04 08:19:36.442419
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=13.452502250671387 std=15.337154388427734
ys:nrmse  mean=0.049403288709905666 std=0.05450658555296559
ys:r2     mean=0.5384629281296491 std=0.5912094347469341
ys:adj-r2 mean=1.7532734175788924 std=0.9898333614066154
--------------------
el:rmse   mean=0.011388926766812801 std=0.004362268373370171
el:nrmse  mean=0.09994609932785174 std=0.11200813112024242
el:r2     mean=0.8885965743097044 std=0.25608303495356416
el:adj-r2 mean=1.172182377303821 std=0.3922466231109389


2020-06-04 09:07:42.283031
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.397540092468262 std=13.133089065551758
ys:nrmse  mean=0.04280148890974102 std=0.046958337883093754
ys:r2     mean=0.7438165262303158 std=0.3982026704284161
ys:adj-r2 mean=1.4256532114225355 std=0.6857765981710956
--------------------
el:rmse   mean=0.011857853271067142 std=0.005791036412119865
el:nrmse  mean=0.10272923724873317 std=0.11508527165875093
el:r2     mean=0.8779128281923647 std=0.2918882808590172
el:adj-r2 mean=1.1892498639375597 std=0.4470160043167353


2020-06-04 10:30:15.489409
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.182625770568848 std=7.339015960693359
ys:nrmse  mean=0.04161246718282781 std=0.026139493287842746
ys:r2     mean=0.6583566332642528 std=0.2950530963040668
ys:adj-r2 mean=1.5549016343122957 std=0.48060557803450493
--------------------
el:rmse   mean=0.011748356744647026 std=0.0049376050010323524
el:nrmse  mean=0.10248018920242094 std=0.1154196057315586
el:r2     mean=0.8790721532903684 std=0.2808400320955043
el:adj-r2 mean=1.1873873935812134 std=0.4301121054166242


2020-06-04 12:16:01.558326
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=16.069313049316406 std=23.752880096435547
ys:nrmse  mean=0.058453025597409204 std=0.08345042713057753
ys:r2     mean=0.36124197303442024 std=1.2164703237662595
ys:adj-r2 mean=2.0703082361323126 std=2.088612643031032
--------------------
el:rmse   mean=0.012552713975310326 std=0.0041257282719016075
el:nrmse  mean=0.10254593059998537 std=0.10324427962079129
el:r2     mean=0.8982212195250971 std=0.20538874801770268
el:adj-r2 mean=1.1581551508651082 std=0.3143668095765898


2020-06-04 14:00:03.326793
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.553522109985352 std=15.036224365234375
ys:nrmse  mean=0.0418369806904859 std=0.05272482058514829
ys:r2     mean=0.6500721045863795 std=0.5280041317632391
ys:adj-r2 mean=1.586000385082883 std=0.9070012319759873
--------------------
el:rmse   mean=0.012155763804912567 std=0.0044899373315274715
el:nrmse  mean=0.10422436224918596 std=0.11374115145315083
el:r2     mean=0.8765438649843234 std=0.2752447868922048
el:adj-r2 mean=1.1912266548802108 std=0.4215135836253178


2020-06-04 15:58:18.357426
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.412405014038086 std=12.765057563781738
ys:nrmse  mean=0.041327400713318356 std=0.044565727811005804
ys:r2     mean=0.6190785756744406 std=0.5266595568287487
ys:adj-r2 mean=1.6184565289183515 std=0.8541682355536844
--------------------
el:rmse   mean=0.011386659927666187 std=0.005075106397271156
el:nrmse  mean=0.1006022632151522 std=0.11751860994199154
el:r2     mean=0.8897429781349777 std=0.2574510041658708
el:adj-r2 mean=1.1705534893524259 std=0.39432660478215653


2020-06-04 17:57:42.804595
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.709707260131836 std=14.170852661132812
ys:nrmse  mean=0.04476827193322437 std=0.05296409165244666
ys:r2     mean=0.723437496084529 std=0.4352780416557062
ys:adj-r2 mean=1.4553991589566442 std=0.7451451106428311
--------------------
el:rmse   mean=0.012234904803335667 std=0.004707423970103264
el:nrmse  mean=0.10586846258763263 std=0.11687230238530852
el:r2     mean=0.8704633575810687 std=0.29720644997925816
el:adj-r2 mean=1.200649560206862 std=0.45516673013217906


2020-06-04 19:56:41.602216
Learning rate: 0.0003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.819561958312988 std=15.73849105834961
ys:nrmse  mean=0.04293608627705532 std=0.05505122111488051
ys:r2     mean=0.6420442266999485 std=0.5595466489832129
ys:adj-r2 mean=1.5970450823945073 std=0.9620443856832337
--------------------
el:rmse   mean=0.01185261644423008 std=0.004656904377043247
el:nrmse  mean=0.10228084230930441 std=0.11533303578411779
el:r2     mean=0.88014696907187 std=0.27943996099725144
el:adj-r2 mean=1.1854528034504244 std=0.42799050179245834


2020-06-04 20:59:22.111130
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=14.85694408416748 std=16.0389347076416
ys:nrmse  mean=0.05517080097405184 std=0.05820806429778012
ys:r2     mean=0.3006588255686788 std=1.1165586533767953
ys:adj-r2 mean=2.1753911022799994 std=1.9212915479058297
--------------------
el:rmse   mean=0.014890732243657112 std=0.0057711126282811165
el:nrmse  mean=0.12534131003292853 std=0.13102267851707466
el:r2     mean=0.8073503373068276 std=0.40112479070267004
el:adj-r2 mean=1.2975113219306313 std=0.614301107240109


2020-06-04 22:01:09.683998
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=10.386396408081055 std=13.718935012817383
ys:nrmse  mean=0.03802770290886096 std=0.04817095124733389
ys:r2     mean=0.7398111875010819 std=0.4290665010076622
ys:adj-r2 mean=1.4275296666144086 std=0.7328562354902716
--------------------
el:rmse   mean=0.013584231026470661 std=0.006368499249219894
el:nrmse  mean=0.11272693095131037 std=0.1121343219905939
el:r2     mean=0.8492527693464262 std=0.2599221381780916
el:adj-r2 mean=1.2332903741327457 std=0.39815956940852615


2020-06-04 23:04:13.109273
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 1000
Overall Results
ys:rmse   mean=10.68712043762207 std=15.629121780395508
ys:nrmse  mean=0.039564295123844434 std=0.0549136613152892
ys:r2     mean=0.7095658673980305 std=0.5463338657474919
ys:adj-r2 mean=1.4802333071908935 std=0.9313347934818712
--------------------
el:rmse   mean=0.013310842216014862 std=0.006632641423493624
el:nrmse  mean=0.09812330904703806 std=0.10148925583044725
el:r2     mean=0.8292745086122203 std=0.3729163354738089
el:adj-r2 mean=1.2667769517541183 std=0.5713458647114226


2020-06-05 00:13:55.938601
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=12.802983283996582 std=14.605508804321289
ys:nrmse  mean=0.04629031726455089 std=0.050022396400940555
ys:r2     mean=0.24129325497325455 std=1.6722964870229535
ys:adj-r2 mean=2.2930449707081415 std=2.8698976318129725
--------------------
el:rmse   mean=0.013461190275847912 std=0.0048209591768682
el:nrmse  mean=0.11218762201818197 std=0.1198393123085761
el:r2     mean=0.8388823164143491 std=0.36882408941873607
el:adj-r2 mean=1.249265764697467 std=0.564850929524411


2020-06-05 01:20:55.603741
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=11.344209671020508 std=15.54755687713623
ys:nrmse  mean=0.04145958256591944 std=0.054885029131102006
ys:r2     mean=0.6530356657490484 std=0.556186764618144
ys:adj-r2 mean=1.5669795643915567 std=0.9428324533364217
--------------------
el:rmse   mean=0.013444495387375355 std=0.0031514589209109545
el:nrmse  mean=0.10528821117280318 std=0.09701555077610761
el:r2     mean=0.8969722534731981 std=0.18173141858627975
el:adj-r2 mean=1.15959819369928 std=0.27809966655929097


2020-06-05 02:28:21.987673
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 5000
Overall Results
ys:rmse   mean=11.67171573638916 std=17.11083221435547
ys:nrmse  mean=0.04162828773720424 std=0.05996783806704081
ys:r2     mean=0.4881806880397078 std=0.6982992600004053
ys:adj-r2 mean=1.8384320266884515 std=1.1710799363384456
--------------------
el:rmse   mean=0.012301074340939522 std=0.005508796777576208
el:nrmse  mean=0.10212369133522688 std=0.10941822371213182
el:r2     mean=0.9090152604777547 std=0.15378642925617297
el:adj-r2 mean=1.1408623112979264 std=0.23527677317703366


2020-06-05 03:43:28.979062
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=10.785905838012695 std=9.199280738830566
ys:nrmse  mean=0.039403381919127976 std=0.03215460013126044
ys:r2     mean=0.6311712073359113 std=0.37443012020579425
ys:adj-r2 mean=1.5931117162963444 std=0.5953672832662952
--------------------
el:rmse   mean=0.011495959013700485 std=0.004423945210874081
el:nrmse  mean=0.09918288746496641 std=0.11077328201821593
el:r2     mean=0.8892196516098917 std=0.2529965578518664
el:adj-r2 mean=1.1711590886114307 std=0.3874955603660385


2020-06-05 04:56:03.974410
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=12.871057510375977 std=14.604676246643066
ys:nrmse  mean=0.04759288364733199 std=0.05237888223370142
ys:r2     mean=0.5100962319512179 std=0.8816647052164237
ys:adj-r2 mean=1.8240181851543855 std=1.5151185507128346
--------------------
el:rmse   mean=0.01125815324485302 std=0.004071267321705818
el:nrmse  mean=0.09666193720243392 std=0.10593237573197224
el:r2     mean=0.8962486922752284 std=0.22123365736058923
el:adj-r2 mean=1.1606215773363562 std=0.338776695871565


2020-06-05 06:09:00.517326
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 10000
Overall Results
ys:rmse   mean=12.698854446411133 std=17.610614776611328
ys:nrmse  mean=0.046018149751054734 std=0.061738406249557815
ys:r2     mean=0.6094027027736019 std=0.6924931448245261
ys:adj-r2 mean=1.6548536271747376 std=1.188717347466162
--------------------
el:rmse   mean=0.011462859809398651 std=0.004484602715820074
el:nrmse  mean=0.09889120052468853 std=0.10741356513565532
el:r2     mean=0.9017044966494476 std=0.21696060604328826
el:adj-r2 mean=1.1518879143990497 std=0.3322860520363623


2020-06-05 07:36:46.128838
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
