2020-06-06 12:16:31.122464
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.90958023071289 std=19.59383773803711
ys:nrmse  mean=0.06054237627663894 std=0.06872452613058945
ys:r2     mean=0.29220067728835764 std=1.1094819246577188
ys:adj-r2 mean=1.871061595328623 std=1.372328482000046
--------------------
el:rmse   mean=0.010441492311656475 std=0.004034374840557575
el:nrmse  mean=0.06511798785638735 std=0.04620517161823068
el:r2     mean=0.9848408591290767 std=0.01077704496144285
el:adj-r2 mean=1.0178242523307415 std=0.012442672441539215


2020-06-06 18:01:13.505131
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.339994430541992 std=22.636775970458984
ys:nrmse  mean=0.0659505631790707 std=0.07942517534361035
ys:r2     mean=0.14423941109040558 std=1.4515099769782989
ys:adj-r2 mean=2.0548886485118785 std=1.7942540236641982
--------------------
el:rmse   mean=0.016283422708511353 std=0.0072522712871432304
el:nrmse  mean=0.08620236460459599 std=0.029498307313342725
el:r2     mean=0.9626109795960597 std=0.027731423692291635
el:adj-r2 mean=1.0437722119333732 std=0.0312628159826182


2020-06-06 18:29:50.046332
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=22.24137306213379 std=27.154422760009766
ys:nrmse  mean=0.08023014998063735 std=0.0952445900009838
ys:r2     mean=-0.2571725532074904 std=2.096211891840582
ys:adj-r2 mean=2.550786439663712 std=2.590692753673119
--------------------
el:rmse   mean=0.01804937981069088 std=0.007966997101902962
el:nrmse  mean=0.11017657819973681 std=0.06859081461950765
el:r2     mean=0.9588210478092197 std=0.028023115440942204
el:adj-r2 mean=1.050101067780107 std=0.03532612547718124


2020-06-06 19:02:22.984934
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=27.711139678955078 std=29.555381774902344
ys:nrmse  mean=0.10158984760170604 std=0.10426464973214643
ys:r2     mean=-0.6844402269177836 std=2.581499780700756
ys:adj-r2 mean=3.0789588324455055 std=3.190071105101979
--------------------
el:rmse   mean=0.017095897346735 std=0.004204648081213236
el:nrmse  mean=0.10452090374553458 std=0.05573295630435712
el:r2     mean=0.9651340859537039 std=0.011081054096570644
el:adj-r2 mean=1.041473729969323 std=0.014197898916583592


2020-06-06 19:34:58.026287
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=26.482769012451172 std=31.069534301757812
ys:nrmse  mean=0.0969478541446754 std=0.10898042629010125
ys:r2     mean=-0.5837576946436986 std=2.806917039342287
ys:adj-r2 mean=2.9537981466173924 std=3.468789943225154
--------------------
el:rmse   mean=0.019270796328783035 std=0.007389755453914404
el:nrmse  mean=0.11236546495158106 std=0.056046638445297656
el:r2     mean=0.9479445961746611 std=0.03449261491146265
el:adj-r2 mean=1.063567271813029 std=0.04338634050249248


2020-06-06 20:00:32.973803
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=24.321044921875 std=32.59267044067383
ys:nrmse  mean=0.08773092445989468 std=0.11443893749762446
ys:r2     mean=-0.6095867064418384 std=2.904001491865357
ys:adj-r2 mean=2.9860041652160714 std=3.588539594411056
--------------------
el:rmse   mean=0.024929901584982872 std=0.009707421064376831
el:nrmse  mean=0.16071760504371352 std=0.10344355403405169
el:r2     mean=0.9278990785209086 std=0.036575268256314845
el:adj-r2 mean=1.0853084713794041 std=0.04196713992960616


2020-06-06 20:28:41.474458
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=28.468318939208984 std=27.685806274414062
ys:nrmse  mean=0.10605561203642659 std=0.09848103584016539
ys:r2     mean=-0.4164301536117757 std=2.3422615907327966
ys:adj-r2 mean=2.7460382278095308 std=2.8954812364037403
--------------------
el:rmse   mean=0.027244504541158676 std=0.0097234807908535
el:nrmse  mean=0.14782162009897898 std=0.055879244458720764
el:r2     mean=0.8610398693917576 std=0.14593248396662367
el:adj-r2 mean=1.1705369823316865 std=0.18116503189707348


2020-06-06 21:01:36.372518
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=27.186492919921875 std=29.385570526123047
ys:nrmse  mean=0.1006288602257143 std=0.10348979188889841
ys:r2     mean=-0.4759834894208039 std=2.5712983112306524
ys:adj-r2 mean=2.8206386597090103 std=3.177769057278553
--------------------
el:rmse   mean=0.019473666325211525 std=0.013036656193435192
el:nrmse  mean=0.13361244051000787 std=0.12579881884970523
el:r2     mean=0.9474076804600543 std=0.06202367913646733
el:adj-r2 mean=1.0602784465353985 std=0.06820148176075358


2020-06-06 21:28:07.843667
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=22.186466217041016 std=22.765644073486328
ys:nrmse  mean=0.08098848046913326 std=0.07985344151400023
ys:r2     mean=-0.024306162562805333 std=1.6043228417865725
ys:adj-r2 mean=2.261775420212685 std=1.9838487334743597
--------------------
el:rmse   mean=0.03706315532326698 std=0.03907667472958565
el:nrmse  mean=0.2578383742573202 std=0.3206408795086151
el:r2     mean=0.7300042098908549 std=0.4612689567021866
el:adj-r2 mean=1.3312459899923272 std=0.5709080601237961


2020-06-06 21:58:31.567144
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=19.910253524780273 std=23.32753562927246
ys:nrmse  mean=0.07171320111224663 std=0.08201632141384033
ys:r2     mean=0.05585919724292081 std=1.5613765027637676
ys:adj-r2 mean=2.1613035578018134 std=1.9314152637248634
--------------------
el:rmse   mean=0.02716248668730259 std=0.013306834734976292
el:nrmse  mean=0.17453669017660245 std=0.13055877637486152
el:r2     mean=0.9117661161862282 std=0.07003937053440605
el:adj-r2 mean=1.101215572959184 std=0.07587648503681024


2020-06-06 22:32:58.608732
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=23.7742862701416 std=27.973371505737305
ys:nrmse  mean=0.08532775014421556 std=0.09817600799084113
ys:r2     mean=-0.3968927861048918 std=2.2497255945618866
ys:adj-r2 mean=2.7196396290412044 std=2.7823482975264007
--------------------
el:rmse   mean=0.03764594346284866 std=0.019303102046251297
el:nrmse  mean=0.231075013750361 std=0.16416353252805765
el:r2     mean=0.8224948575959615 std=0.1308122014116746
el:adj-r2 mean=1.2064017473941557 std=0.15018470368947476


2020-06-06 23:01:04.817348
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=18.898212432861328 std=15.978175163269043
ys:nrmse  mean=0.06863411422296432 std=0.055538717894433445
ys:r2     mean=0.3054003022044725 std=0.8856138274882337
ys:adj-r2 mean=1.8508366820489335 std=1.0980514424186874
--------------------
el:rmse   mean=0.014400790445506573 std=0.002866601338610053
el:nrmse  mean=0.0872147481782695 std=0.04305381176557025
el:r2     mean=0.9741193400796551 std=0.009380772856662861
el:adj-r2 mean=1.031138788879408 std=0.012234867150917712


2020-06-06 23:34:39.522366
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=21.168113708496094 std=13.669556617736816
ys:nrmse  mean=0.07742726000027511 std=0.04709900159726354
ys:r2     mean=0.23815614182519634 std=0.7874812901157138
ys:adj-r2 mean=1.9278303221480122 std=0.9793784940346592
--------------------
el:rmse   mean=0.014701208099722862 std=0.003177874954417348
el:nrmse  mean=0.0891449151252642 std=0.04427816649545316
el:r2     mean=0.9731489104063611 std=0.009500420035903769
el:adj-r2 mean=1.0323276211286256 std=0.012421666279378619


2020-06-07 00:07:45.856390
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.74709129333496 std=13.263699531555176
ys:nrmse  mean=0.0648387153712141 std=0.04583888935518787
ys:r2     mean=0.4796273388775253 std=0.6370175087029881
ys:adj-r2 mean=1.6325839114036154 std=0.7902269136577255
--------------------
el:rmse   mean=0.014544731006026268 std=0.002985695842653513
el:nrmse  mean=0.08814693521846732 std=0.04367707232904726
el:r2     mean=0.9735523313909115 std=0.009653304425801375
el:adj-r2 mean=1.0318283210307182 std=0.012562279709675673


2020-06-07 00:34:45.571796
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=18.11763572692871 std=16.54754066467285
ys:nrmse  mean=0.06603478528438128 std=0.057657129431834625
ys:r2     mean=0.36663273563362975 std=0.9107955587052677
ys:adj-r2 mean=1.7770898166279412 std=1.1280094484365395
--------------------
el:rmse   mean=0.01452565472573042 std=0.002820207504555583
el:nrmse  mean=0.08794452417929552 std=0.04355935890413715
el:r2     mean=0.9733566936975807 std=0.010442914165070543
el:adj-r2 mean=1.0320609383138937 std=0.013509312917902763


2020-06-07 01:03:08.297519
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.857824325561523 std=15.265198707580566
ys:nrmse  mean=0.06488404331116315 std=0.053127630415339924
ys:r2     mean=0.3824908215678476 std=0.8015949852237882
ys:adj-r2 mean=1.7570363981660697 std=0.9933211250440044
--------------------
el:rmse   mean=0.014626960270106792 std=0.0029486913699656725
el:nrmse  mean=0.0884683737615317 std=0.04344522056836267
el:r2     mean=0.9730718157607244 std=0.010204470210468962
el:adj-r2 mean=1.032421104710075 std=0.013244813840768968


2020-06-07 01:34:58.987272
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.16292953491211 std=13.087014198303223
ys:nrmse  mean=0.06606930511931068 std=0.04518180379989296
ys:r2     mean=0.3730300430011185 std=0.688658375595012
ys:adj-r2 mean=1.767016594039076 std=0.8550891145100207
--------------------
el:rmse   mean=0.014572267420589924 std=0.0030868833418935537
el:nrmse  mean=0.08867385108401662 std=0.045043916995057
el:r2     mean=0.9734814216454938 std=0.009766787225349667
el:adj-r2 mean=1.031901362069543 std=0.012674548819081841


2020-06-07 02:02:27.911330
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.31565284729004 std=12.307443618774414
ys:nrmse  mean=0.05932421782951687 std=0.04254958745117902
ys:r2     mean=0.520441291234804 std=0.5549930585992435
ys:adj-r2 mean=1.5847555271479 std=0.6890060532048399
--------------------
el:rmse   mean=0.014283046126365662 std=0.0027868207544088364
el:nrmse  mean=0.08655565149200106 std=0.04309478019625474
el:r2     mean=0.9742080093797055 std=0.010188360061473075
el:adj-r2 mean=1.0310291598275931 std=0.013151039803701118


2020-06-07 02:32:10.813406
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=19.6469669342041 std=21.781288146972656
ys:nrmse  mean=0.07121701480405043 std=0.07617793942148976
ys:r2     mean=0.15632539455677835 std=1.4253246485114681
ys:adj-r2 mean=2.037503485487112 std=1.7630165976109717
--------------------
el:rmse   mean=0.014553112909197807 std=0.002757611684501171
el:nrmse  mean=0.08796207610736431 std=0.04313223197451279
el:r2     mean=0.9732214890328352 std=0.010544584227331222
el:adj-r2 mean=1.032226483486104 std=0.013645608399060821


2020-06-07 03:06:11.373093
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.63246726989746 std=18.01885986328125
ys:nrmse  mean=0.07545439494525927 std=0.06272706872855628
ys:r2     mean=0.22345908798694242 std=1.1099567590565331
ys:adj-r2 mean=1.9520201643202149 std=1.3749176408688892
--------------------
el:rmse   mean=0.014420444145798683 std=0.0030796986538916826
el:nrmse  mean=0.08729526062945743 std=0.04259238949213952
el:r2     mean=0.9744570189247515 std=0.008399518998828367
el:adj-r2 mean=1.0307229467565768 std=0.011060363176192207


2020-06-07 03:36:31.137272
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.97706127166748 std=16.147497177124023
ys:nrmse  mean=0.057707277959123046 std=0.05639311001467755
ys:r2     mean=0.4323366073756622 std=0.8171307032082485
ys:adj-r2 mean=1.6982675735160666 std=1.0111413032519
--------------------
el:rmse   mean=0.013561214320361614 std=0.001049865153618157
el:nrmse  mean=0.07951831827483216 std=0.03243538820586436
el:r2     mean=0.9754725190828223 std=0.013412187566122773
el:adj-r2 mean=1.029499076221159 std=0.017059211115339992


2020-06-07 04:09:37.073761
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.543838500976562 std=22.51327133178711
ys:nrmse  mean=0.0665879951220275 std=0.07900971456865336
ys:r2     mean=0.11978373648253404 std=1.4398619065763758
ys:adj-r2 mean=2.0847449834684206 std=1.7801178044015245
--------------------
el:rmse   mean=0.01469132024794817 std=0.0037238155491650105
el:nrmse  mean=0.090627766425857 std=0.048247732141688655
el:r2     mean=0.9744089882409732 std=0.007515235225900709
el:adj-r2 mean=1.0306617771432556 std=0.009763136791462962


2020-06-07 04:45:35.705923
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.047401428222656 std=23.696279525756836
ys:nrmse  mean=0.07216461524681013 std=0.0830605545109835
ys:r2     mean=0.0150229687763356 std=1.6234570730322535
ys:adj-r2 mean=2.2133784595042227 std=2.0072961642909743
--------------------
el:rmse   mean=0.014593790285289288 std=0.0027802404947578907
el:nrmse  mean=0.0889837932613495 std=0.045339959973206355
el:r2     mean=0.9738566917117844 std=0.008542560818639267
el:adj-r2 mean=1.0312565553858228 std=0.010876882006664213


2020-06-07 05:15:28.475286
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=24.318538665771484 std=28.1975040435791
ys:nrmse  mean=0.08855256150391413 std=0.09890643218639407
ys:r2     mean=-0.3782812308573515 std=2.316405916392626
ys:adj-r2 mean=2.7003696577323533 std=2.8627109296011652
--------------------
el:rmse   mean=0.016797207295894623 std=0.007079696748405695
el:nrmse  mean=0.10448432995691874 std=0.07140198124251106
el:r2     mean=0.963962553342687 std=0.024962935577194263
el:adj-r2 mean=1.0433752651329937 std=0.031447207822593616


2020-06-07 05:49:36.280564
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=26.501052856445312 std=30.718883514404297
ys:nrmse  mean=0.09579523954966247 std=0.1079202986484027
ys:r2     mean=-0.7732798242887327 std=2.712682529429041
ys:adj-r2 mean=3.188517206186339 std=3.352228827508438
--------------------
el:rmse   mean=0.012872131541371346 std=0.003912109881639481
el:nrmse  mean=0.07583821918641441 std=0.044823055822364996
el:r2     mean=0.9774025910861057 std=0.013032479147710406
el:adj-r2 mean=1.026680404143094 std=0.015600513730691313


2020-06-07 06:27:50.509396
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=25.578094482421875 std=30.663084030151367
ys:nrmse  mean=0.09348428342372206 std=0.10767977676883864
ys:r2     mean=-0.5133132267804985 std=2.697267664612794
ys:adj-r2 mean=2.867264519494138 std=3.333071808094555
--------------------
el:rmse   mean=0.017685098573565483 std=0.0077643743716180325
el:nrmse  mean=0.10789349270479087 std=0.07225647011996059
el:r2     mean=0.9610201137845955 std=0.02690073355908478
el:adj-r2 mean=1.0467565378556571 std=0.033544868558047336


2020-06-07 06:59:25.736882
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=23.226953506469727 std=25.64501953125
ys:nrmse  mean=0.08460066340443266 std=0.08972474766543119
ys:r2     mean=-0.19218650380950617 std=1.9817716058989348
ys:adj-r2 mean=2.4690318812076635 std=2.450124870212234
--------------------
el:rmse   mean=0.07622604072093964 std=0.11445122212171555
el:nrmse  mean=0.550961640032094 std=0.9073593595046435
el:r2     mean=-0.7399963864513002 std=3.3469620863582956
el:adj-r2 mean=3.1481831105970466 std=4.135109725305148


2020-06-07 07:34:13.722561
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=31.918212890625 std=34.968170166015625
ys:nrmse  mean=0.11884993482689996 std=0.12463845495013637
ys:r2     mean=-0.9625715547001338 std=3.4616258134264246
ys:adj-r2 mean=3.422294407108299 std=4.277268606908063
--------------------
el:rmse   mean=0.01730687916278839 std=0.00600165082141757
el:nrmse  mean=0.09946171046061122 std=0.049758742751940144
el:r2     mean=0.9428000547245222 std=0.06759684574760177
el:adj-r2 mean=1.0697210685161038 std=0.08403381853782306


2020-06-07 08:13:23.012174
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=24.714807510375977 std=31.989913940429688
ys:nrmse  mean=0.089374269254887 std=0.11222980827829437
ys:r2     mean=-0.5875337880776261 std=2.8493652321423983
ys:adj-r2 mean=2.9587935359057407 std=3.5210324043075127
--------------------
el:rmse   mean=0.02286532148718834 std=0.014855172485113144
el:nrmse  mean=0.10863509426716678 std=0.042798030704215076
el:r2     mean=0.8345155786951663 std=0.25738039563146686
el:adj-r2 mean=1.2037007805038307 std=0.31836279983023974


2020-06-07 08:41:06.562254
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=22.490032196044922 std=31.670555114746094
ys:nrmse  mean=0.08077316692730513 std=0.11133083486747183
ys:r2     mean=-0.4327255449539818 std=2.6911760452077993
ys:adj-r2 mean=2.767187996614151 std=3.325738671113293
--------------------
el:rmse   mean=0.05170515924692154 std=0.05837734416127205
el:nrmse  mean=0.389602166073424 std=0.5085703182286672
el:r2     mean=0.45104425532074216 std=0.9480732894535274
el:adj-r2 mean=1.6164809450867232 std=1.050956574079574


2020-06-07 09:12:28.864992
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=24.414661407470703 std=32.36640930175781
ys:nrmse  mean=0.08797346071608567 std=0.11369360552333092
ys:r2     mean=-0.598233353324885 std=2.8767150908440824
ys:adj-r2 mean=2.971144218046807 std=3.5552668754848966
--------------------
el:rmse   mean=0.05052358657121658 std=0.03478993847966194
el:nrmse  mean=0.2632746067806626 std=0.14331791356771398
el:r2     mean=0.6110482519168132 std=0.4575596734188985
el:adj-r2 mean=1.4472803971141857 std=0.5029368002243165


2020-06-07 09:47:16.107399
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=27.35666275024414 std=32.39467239379883
ys:nrmse  mean=0.09997138784205238 std=0.11369360233576845
ys:r2     mean=-0.7376990988751454 std=3.0234958424809646
ys:adj-r2 mean=3.1443670205427954 std=3.736139859342817
--------------------
el:rmse   mean=0.03404594212770462 std=0.018195342272520065
el:nrmse  mean=0.22603961874526543 std=0.17371884584031397
el:r2     mean=0.8556467253495288 std=0.10690921550328365
el:adj-r2 mean=1.1701889312199345 std=0.12947523946295827


2020-06-07 10:12:38.517453
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=14.875741958618164 std=9.582261085510254
ys:nrmse  mean=0.05462017707041169 std=0.03301941541442026
ys:r2     mean=0.6599552053406719 std=0.3657764348833488
ys:adj-r2 mean=1.412155854975237 std=0.4542034357983077
--------------------
el:rmse   mean=0.014863577671349049 std=0.0031866265926510096
el:nrmse  mean=0.09055870857902411 std=0.046747716029479774
el:r2     mean=0.9734823982286681 std=0.008266996704389
el:adj-r2 mean=1.0317371669801756 std=0.010953076232218032


2020-06-07 10:41:50.061909
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=15.800134658813477 std=9.508715629577637
ys:nrmse  mean=0.0581267715451416 std=0.03274958019503385
ys:r2     mean=0.6221516353148802 std=0.38374209974282736
ys:adj-r2 mean=1.4581025955620872 std=0.4768982776299825
--------------------
el:rmse   mean=0.014916358515620232 std=0.0031543236691504717
el:nrmse  mean=0.09077659235775061 std=0.04677608971252065
el:r2     mean=0.973105731279688 std=0.008816555951206985
el:adj-r2 mean=1.032193088469549 std=0.01161743997203642


2020-06-07 11:13:35.092330
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.362659454345703 std=8.61575984954834
ys:nrmse  mean=0.05986782566752076 std=0.029079422904840255
ys:r2     mean=0.5855089380998093 std=0.33828943224641833
ys:adj-r2 mean=1.4976799267806609 std=0.41552606352843297
--------------------
el:rmse   mean=0.015141623094677925 std=0.0038570696488022804
el:nrmse  mean=0.09310342968079663 std=0.051017493984278905
el:r2     mean=0.9726774130965824 std=0.009607584401673966
el:adj-r2 mean=1.0327069109416693 std=0.012555195274071963


2020-06-07 11:40:34.719890
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=20.229629516601562 std=16.880077362060547
ys:nrmse  mean=0.0735804341308358 std=0.05856290267637906
ys:r2     mean=0.28161237037590575 std=0.9592991441361182
ys:adj-r2 mean=1.8747800525659535 std=1.1887786131719156
--------------------
el:rmse   mean=0.01511799730360508 std=0.003744082525372505
el:nrmse  mean=0.09267486055923357 std=0.0501591025367805
el:r2     mean=0.9726699929480287 std=0.00954091712889693
el:adj-r2 mean=1.0327181840378352 std=0.012495001603184511


2020-06-07 12:12:38.600548
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.013790130615234 std=12.587119102478027
