2020-06-06 12:15:53.032651
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results


2020-06-06 15:11:59.497120
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=14.317251205444336 std=10.465022087097168
ys:nrmse  mean=0.05194696743259038 std=0.03612522520412601
ys:r2     mean=0.5854750510653529 std=0.45150332747702693
ys:adj-r2 mean=1.5076987295349635 std=0.560571050516557
--------------------
el:rmse   mean=0.01294197142124176 std=0.0021268122363835573
el:nrmse  mean=0.07707019583877237 std=0.035583015552141
el:r2     mean=0.9784179672076588 std=0.009476795467446997
el:adj-r2 mean=1.0258568809911464 std=0.011981414126978717


2020-06-06 15:45:25.165436
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=21.218000411987305 std=15.304604530334473
ys:nrmse  mean=0.07774200900904879 std=0.053011494940524005
ys:r2     mean=0.24725485238960426 std=0.8933984477069598
ys:adj-r2 mean=1.9181793063775014 std=1.1093292203402056
--------------------
el:rmse   mean=0.013151749968528748 std=0.0026466487906873226
el:nrmse  mean=0.07853682585236081 std=0.03895943417871249
el:r2     mean=0.977422788622946 std=0.01074805468428921
el:adj-r2 mean=1.026969913984787 std=0.013316181082985106


2020-06-06 16:22:14.376016
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.740615844726562 std=15.827144622802734
ys:nrmse  mean=0.0651512594774329 std=0.055229319416909506
ys:r2     mean=0.43059191567305233 std=0.8485851632948972
ys:adj-r2 mean=1.6992495078468504 std=1.050532954735496
--------------------
el:rmse   mean=0.013540366664528847 std=0.0027594887651503086
el:nrmse  mean=0.08167754812179942 std=0.04021789981306061
el:r2     mean=0.9772269955547056 std=0.008135741410082525
el:adj-r2 mean=1.0272174268960992 std=0.0101904276411366


2020-06-06 16:50:50.486832
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=19.01203155517578 std=17.70439910888672
ys:nrmse  mean=0.06880614109656066 std=0.06167686161916826
ys:r2     mean=0.2127384429095362 std=1.0404404511700704
ys:adj-r2 mean=1.968041823108723 std=1.288107661437342
--------------------
el:rmse   mean=0.012370696291327477 std=0.003040808718651533
el:nrmse  mean=0.06946246769021407 std=0.02997864692812793
el:r2     mean=0.9764466280340413 std=0.01841504416664451
el:adj-r2 mean=1.0283013942283943 std=0.023037397082531476


2020-06-06 17:21:53.260748
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=15.537508964538574 std=11.425065994262695
ys:nrmse  mean=0.05736296223031312 std=0.03989940251719772
ys:r2     mean=0.5864728377405435 std=0.5057629088962902
ys:adj-r2 mean=1.5070693492247453 std=0.6272739752361227
--------------------
el:rmse   mean=0.014807072468101978 std=0.0036556199193000793
el:nrmse  mean=0.08993218243180448 std=0.0452752900766767
el:r2     mean=0.9729779183490098 std=0.009808017085497483
el:adj-r2 mean=1.0323883564756007 std=0.012384792109514394


2020-06-06 17:58:08.186116
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.77974510192871 std=16.302797317504883
ys:nrmse  mean=0.06498623953429301 std=0.05690591710582097
ys:r2     mean=0.38576991468655397 std=0.8827328069785791
ys:adj-r2 mean=1.7543890364613248 std=1.09301388641371
--------------------
el:rmse   mean=0.012639631517231464 std=0.003364719683304429
el:nrmse  mean=0.0766567855768127 std=0.044304676544176226
el:r2     mean=0.9796027703950856 std=0.009849218049917424
el:adj-r2 mean=1.024117584836355 std=0.011486159920140689


2020-06-06 18:25:56.201676
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.412393569946289 std=7.284936428070068
ys:nrmse  mean=0.04190456980446359 std=0.02541832713746618
ys:r2     mean=0.7581814544682134 std=0.25731040068383076
ys:adj-r2 mean=1.2966771543691267 std=0.31931696938532866
--------------------
el:rmse   mean=0.014316054992377758 std=0.00279491045512259
el:nrmse  mean=0.08547832673334409 std=0.04224271291797344
el:r2     mean=0.9712443187209111 std=0.019371031231906782
el:adj-r2 mean=1.0346791781616294 std=0.024419622919272747


2020-06-06 18:58:25.570051
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=22.585237503051758 std=20.968685150146484
ys:nrmse  mean=0.0834738624125385 std=0.07345237331834986
ys:r2     mean=0.04165374325499869 std=1.4410298157746841
ys:adj-r2 mean=2.1801185112457375 std=1.7823756270678501
--------------------
el:rmse   mean=0.019183557480573654 std=0.005547856446355581
el:nrmse  mean=0.1123527076578776 std=0.05108001921457062
el:r2     mean=0.9559608895891214 std=0.017515142909175926
el:adj-r2 mean=1.0530420427984848 std=0.022747783674180358


2020-06-06 19:32:05.189556
Learning rate: 0.003, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=15.865274429321289 std=18.520444869995117
ys:nrmse  mean=0.0572402927548115 std=0.06487531583806748
ys:r2     mean=0.3677307869026393 std=0.9951365513472751
ys:adj-r2 mean=1.7797708137545727 std=1.2300561480520988
--------------------
el:rmse   mean=0.01543425302952528 std=0.005666646175086498
el:nrmse  mean=0.09505442482762547 std=0.06111047755753408
el:r2     mean=0.9687320432004188 std=0.019866723529531963
el:adj-r2 mean=1.0377316634655767 std=0.025155209627127327


2020-06-06 19:57:58.758567
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=20.10721206665039 std=23.912694931030273
ys:nrmse  mean=0.07333180252035823 std=0.08389347260932328
ys:r2     mean=0.06640509259442737 std=1.6537662894133247
ys:adj-r2 mean=2.1515456804291038 std=2.043814337239045
--------------------
el:rmse   mean=0.015857921913266182 std=0.007410767953842878
el:nrmse  mean=0.10329646955548774 std=0.0697590815169137
el:r2     mean=0.9708099987268003 std=0.019653001583626584
el:adj-r2 mean=1.0347632296889095 std=0.024409790915732567


2020-06-06 20:26:08.302426
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=22.014659881591797 std=24.16497802734375
ys:nrmse  mean=0.07999545077106344 std=0.08460158691194691
ys:r2     mean=-0.08221062612326549 std=1.7582006562592816
ys:adj-r2 mean=2.3335171077266255 std=2.1737792871541495
--------------------
el:rmse   mean=0.01568453200161457 std=0.007205380126833916
el:nrmse  mean=0.09768651494230365 std=0.06934474533227222
el:r2     mean=0.9692443527279652 std=0.024192271787340135
el:adj-r2 mean=1.0371590691267507 std=0.030355161789626085


2020-06-06 20:57:28.984336
Learning rate: 0.005, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=21.963733673095703 std=26.176517486572266
ys:nrmse  mean=0.07997684528945315 std=0.09193957110812788
ys:r2     mean=-0.1376211561497887 std=1.9664848604582676
ys:adj-r2 mean=2.4036628294567404 std=2.4300977485989614
--------------------
el:rmse   mean=0.016393259167671204 std=0.005151781719177961
el:nrmse  mean=0.10304638061630866 std=0.059031815566446585
el:r2     mean=0.9691318721561668 std=0.011130896208988945
el:adj-r2 mean=1.0367828643322372 std=0.013612432770416955


2020-06-06 21:23:42.440511
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:rmse   mean=26.244470596313477 std=34.24498748779297
ys:nrmse  mean=0.09517878069185236 std=0.12016756545640848
ys:r2     mean=-0.7939187022981675 std=3.2440648136424626
ys:adj-r2 mean=3.212903528626897 std=4.009031268496729
--------------------
el:rmse   mean=0.02922855317592621 std=0.0166237223893404
el:nrmse  mean=0.1618513608512248 std=0.07955910153544014
el:r2     mean=0.8794456224527792 std=0.13116677598733034
el:adj-r2 mean=1.1451537882580665 std=0.16286581465772643


2020-06-06 21:53:26.610453
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 30000
Overall Results
ys:rmse   mean=25.016366958618164 std=30.34160614013672
ys:nrmse  mean=0.09096512111108739 std=0.1064407006181805
ys:r2     mean=-0.4683232954987938 std=2.6447138618385204
ys:adj-r2 mean=2.8102845554103775 std=3.268821326709469
--------------------
el:rmse   mean=0.039123937487602234 std=0.04211077839136124
el:nrmse  mean=0.2901726483626383 std=0.3709920050062859
el:r2     mean=0.6992158799745125 std=0.5123854041864748
el:adj-r2 mean=1.3381424016125592 std=0.5676520814366304


2020-06-06 22:27:15.344970
Learning rate: 0.01, Weight decay: 1e-05, LR adjust start: 40000
Overall Results
ys:rmse   mean=23.646949768066406 std=33.11893081665039
ys:nrmse  mean=0.08465863081833404 std=0.11647495366110637
ys:r2     mean=-0.6482225885461549 std=2.921407724871665
ys:adj-r2 mean=3.0346575551742143 std=3.609562393766235
--------------------
el:rmse   mean=0.0374181792140007 std=0.03273563086986542
el:nrmse  mean=0.22823547997411792 std=0.2174438695154225
el:r2     mean=0.7724938219288029 std=0.25903523069823
el:adj-r2 mean=1.2670378603174743 std=0.30504018482109196


2020-06-06 22:54:50.547972
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.761120796203613 std=9.4384126663208
ys:nrmse  mean=0.058351054257028426 std=0.03304759099448018
ys:r2     mean=0.6150944438612209 std=0.40655780885617476
ys:adj-r2 mean=1.4703978677560605 std=0.5054066789280235
--------------------
el:rmse   mean=0.014544093981385231 std=0.0029821658972650766
el:nrmse  mean=0.08799590461348131 std=0.043160794777431254
el:r2     mean=0.9735574661476687 std=0.009607717572021335
el:adj-r2 mean=1.0318301820160312 std=0.01252124805386096


2020-06-06 23:27:27.636920
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.95511245727539 std=13.368122100830078
ys:nrmse  mean=0.0696632800028256 std=0.04643253376141608
ys:r2     mean=0.3754712524621985 std=0.7223024583819113
ys:adj-r2 mean=1.7647541271081633 std=0.8966168812387516
--------------------
el:rmse   mean=0.01443438045680523 std=0.002964247018098831
el:nrmse  mean=0.08745202633927947 std=0.043301139267969316
el:r2     mean=0.9739303380276002 std=0.009575435774162123
el:adj-r2 mean=1.0313791353771937 std=0.01246302489971672


2020-06-07 00:01:19.090200
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=19.770824432373047 std=13.191703796386719
ys:nrmse  mean=0.07233315032806342 std=0.0455240591842015
ys:r2     mean=0.3368498585014405 std=0.7131429241591826
ys:adj-r2 mean=1.8086521791580956 std=0.8860391392106123
--------------------
el:rmse   mean=0.014654697850346565 std=0.0030113982502371073
el:nrmse  mean=0.08886025241537562 std=0.04419337065069701
el:r2     mean=0.9731227857467981 std=0.009890492391863771
el:adj-r2 mean=1.0323440323719182 std=0.012855781812332667


2020-06-07 00:27:17.822631
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=14.98449420928955 std=9.925244331359863
ys:nrmse  mean=0.05476122221568227 std=0.0340886748157846
ys:r2     mean=0.6437001189815523 std=0.3761189252246179
ys:adj-r2 mean=1.431079535121979 std=0.46599619695983363
--------------------
el:rmse   mean=0.014565248973667622 std=0.0029517943039536476
el:nrmse  mean=0.08793032936908125 std=0.04260304300004781
el:r2     mean=0.973452052074556 std=0.00969556570000012
el:adj-r2 mean=1.0319673679280197 std=0.012651983146597098


2020-06-07 00:56:03.815285
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.409420013427734 std=11.851381301879883
ys:nrmse  mean=0.06761350597907256 std=0.041156437997875
ys:r2     mean=0.38441454632185174 std=0.6589466929751452
ys:adj-r2 mean=1.754710379743456 std=0.8180301973919203
--------------------
el:rmse   mean=0.01468841265887022 std=0.003009185893461108
el:nrmse  mean=0.08894157633570184 std=0.04389120849893238
el:r2     mean=0.9729814904510375 std=0.009951832715158131
el:adj-r2 mean=1.032523288855104 std=0.012948935835680308


2020-06-07 01:27:35.601429
Learning rate: 0.0003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=14.142984390258789 std=8.275747299194336
ys:nrmse  mean=0.05237575748102176 std=0.028810589457187744
ys:r2     mean=0.7097470741834926 std=0.3028716814193516
ys:adj-r2 mean=1.3528383803572617 std=0.37692568961875156
--------------------
el:rmse   mean=0.014421460218727589 std=0.003040615003556013
el:nrmse  mean=0.08775180457962521 std=0.044301958523199465
el:r2     mean=0.9742490988256156 std=0.00891765425557209
el:adj-r2 mean=1.030957772420626 std=0.011624552281662207


2020-06-07 01:54:15.042185
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.186344146728516 std=12.434635162353516
ys:nrmse  mean=0.05851274316815822 std=0.04308521967095286
ys:r2     mean=0.48052938097302 std=0.569650029169071
ys:adj-r2 mean=1.634355259272158 std=0.707626435804306
--------------------
el:rmse   mean=0.014411154203116894 std=0.003219407517462969
el:nrmse  mean=0.08794768046124693 std=0.044606000192876076
el:r2     mean=0.974887749955536 std=0.007543410212875656
el:adj-r2 mean=1.0301483848987947 std=0.00995099432966078


2020-06-07 02:23:55.393574
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.110782623291016 std=16.499061584472656
ys:nrmse  mean=0.06175656354513 std=0.05754767449698153
ys:r2     mean=0.3647933971957407 std=0.8733278614495638
ys:adj-r2 mean=1.7803872307305681 std=1.0812793589982517
--------------------
el:rmse   mean=0.014654695987701416 std=0.0026507792063057423
el:nrmse  mean=0.08792207652887608 std=0.041384812223390605
el:r2     mean=0.9726017273076687 std=0.011247582396102853
el:adj-r2 mean=1.0330196866148742 std=0.014566023300943098


2020-06-07 02:56:07.968569
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.610698699951172 std=14.55171012878418
ys:nrmse  mean=0.06461460051927766 std=0.050997677454635904
ys:r2     mean=0.4474773529992679 std=0.7397789201462736
ys:adj-r2 mean=1.6782363818329593 std=0.9162961640122289
--------------------
el:rmse   mean=0.014706626534461975 std=0.00320804282091558
el:nrmse  mean=0.08914333051351783 std=0.043974391989287785
el:r2     mean=0.9732628517508006 std=0.009165195348465223
el:adj-r2 mean=1.0321748532306332 std=0.011999677586730378


2020-06-07 03:25:06.326738
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=18.10344696044922 std=17.711158752441406
ys:nrmse  mean=0.06570169045160218 std=0.061832514987964673
ys:r2     mean=0.285869355832516 std=1.0054867248973776
ys:adj-r2 mean=1.8786656903900727 std=1.2442898208514042
--------------------
el:rmse   mean=0.015062304213643074 std=0.004243696108460426
el:nrmse  mean=0.09274733144208751 std=0.05142666487835157
el:r2     mean=0.9722852338522964 std=0.01106702643732791
el:adj-r2 mean=1.0334172727609654 std=0.014379187011541795


2020-06-07 03:57:07.569596
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.674762725830078 std=14.631012916564941
ys:nrmse  mean=0.06481364738468165 std=0.051032356058506166
ys:r2     mean=0.4441025264412722 std=0.7516234356112738
ys:adj-r2 mean=1.6808758698970039 std=0.9317857987468
--------------------
el:rmse   mean=0.014394635334610939 std=0.0034263404086232185
el:nrmse  mean=0.08812639955082248 std=0.045890423451366257
el:r2     mean=0.9748299671520865 std=0.008200427174526029
el:adj-r2 mean=1.0302590613454503 std=0.010774640552457764


2020-06-07 04:34:47.771754
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.361480712890625 std=18.803936004638672
ys:nrmse  mean=0.06639526888784036 std=0.06569620124499287
ys:r2     mean=0.27204379439444815 std=1.0978748756884158
ys:adj-r2 mean=1.894484845737897 std=1.3587918969665076
--------------------
el:rmse   mean=0.014382220804691315 std=0.002926180139183998
el:nrmse  mean=0.08710370921351113 std=0.04250355996777407
el:r2     mean=0.9745779350761115 std=0.00821801053970456
el:adj-r2 mean=1.0305437855758486 std=0.010786093196247714


2020-06-07 05:03:55.145280
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.095855712890625 std=17.823055267333984
ys:nrmse  mean=0.057650814546160924 std=0.0624429316401042
ys:r2     mean=0.3568793126337323 std=0.9393818566975703
ys:adj-r2 mean=1.7916894807192505 std=1.1620637703245396
--------------------
el:rmse   mean=0.013246324844658375 std=0.004980515688657761
el:nrmse  mean=0.0798965062651095 std=0.054773246427984444
el:r2     mean=0.9739667266550013 std=0.01950444493474368
el:adj-r2 mean=1.0308043678683099 std=0.023235268838194795


2020-06-07 05:37:53.114248
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.077112197875977 std=18.79991912841797
ys:nrmse  mean=0.06177795367479566 std=0.06585230943560762
ys:r2     mean=0.2966885544544078 std=1.0524125632305315
ys:adj-r2 mean=1.8666658446160578 std=1.3013780183059478
--------------------
el:rmse   mean=0.012195602059364319 std=0.0032908394932746887
el:nrmse  mean=0.06890938536195555 std=0.03107169448674273
el:r2     mean=0.9779325513878458 std=0.015257668750695574
el:adj-r2 mean=1.026503827984183 std=0.019125778760471418


2020-06-07 06:15:43.460100
Learning rate: 0.003, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.633447647094727 std=22.14800262451172
ys:nrmse  mean=0.06691738138537225 std=0.07764662592058745
ys:r2     mean=0.08935106428584624 std=1.4049592227652976
ys:adj-r2 mean=2.123142244129 std=1.7366355870516683
--------------------
el:rmse   mean=0.013762111775577068 std=0.004658599384129047
el:nrmse  mean=0.08470675094660367 std=0.054789461676342716
el:r2     mean=0.9764476777367674 std=0.012681035516503032
el:adj-r2 mean=1.0275754106588042 std=0.013930805275790574


2020-06-07 06:45:24.656046
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=22.461109161376953 std=28.713085174560547
ys:nrmse  mean=0.08067327609400896 std=0.10081138236841501
ys:r2     mean=-0.36074680988200347 std=2.2877906790393356
ys:adj-r2 mean=2.678931888151664 std=2.8272334809562585
--------------------
el:rmse   mean=0.011952643282711506 std=0.0031622792594134808
el:nrmse  mean=0.06694845929662094 std=0.029016856329552688
el:r2     mean=0.9802653426782408 std=0.010832322022250212
el:adj-r2 mean=1.0234091207911353 std=0.013452552397657922


2020-06-07 07:18:59.528370
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=22.30465316772461 std=25.732446670532227
ys:nrmse  mean=0.08198335944518301 std=0.09026466729003181
ys:r2     mean=-0.09247140088967934 std=1.9361211094084634
ys:adj-r2 mean=2.347776505427111 std=2.3926335646563683
--------------------
el:rmse   mean=0.012939728796482086 std=0.0030242432840168476
el:nrmse  mean=0.07390411364440067 std=0.03419257063432782
el:r2     mean=0.9749258667223785 std=0.01867325924363342
el:adj-r2 mean=1.0300688020714948 std=0.02330304642541055


2020-06-07 07:57:42.051240
Learning rate: 0.005, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=20.55055809020996 std=26.873680114746094
ys:nrmse  mean=0.07371329625660819 std=0.09438878687115532
ys:r2     mean=-0.1826593201478331 std=1.976523026125007
ys:adj-r2 mean=2.459508149588255 std=2.4424180249326324
--------------------
el:rmse   mean=0.014881339855492115 std=0.001790628768503666
el:nrmse  mean=0.08509187835905455 std=0.029225417938581466
el:r2     mean=0.9713278084959001 std=0.013662832494554788
el:adj-r2 mean=1.0341479971474512 std=0.017153287594045153


2020-06-07 08:26:49.079329
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 20000
Overall Results
ys:rmse   mean=19.5318603515625 std=20.85809898376465
ys:nrmse  mean=0.07155028286065143 std=0.07318206110482908
ys:r2     mean=0.17881105228904418 std=1.3151422480570958
ys:adj-r2 mean=2.0128631885108144 std=1.6255156212223068
--------------------
el:rmse   mean=0.01421347539871931 std=0.004845710005611181
el:nrmse  mean=0.09054962442620793 std=0.0591515607690246
el:r2     mean=0.9756447626132168 std=0.011880830999328766
el:adj-r2 mean=1.0286711725617046 std=0.013094442878708595


2020-06-07 08:57:19.678524
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 30000
Overall Results
ys:rmse   mean=25.283796310424805 std=30.445531845092773
ys:nrmse  mean=0.09226336080434097 std=0.1069311584955589
ys:r2     mean=-0.5143113392355583 std=2.6439869605326876
ys:adj-r2 mean=2.868936755979204 std=3.2670424743448696
--------------------
el:rmse   mean=0.03079131618142128 std=0.02108117565512657
el:nrmse  mean=0.19461272723725226 std=0.19104028122999356
el:r2     mean=0.8093631478039944 std=0.20567692148608147
el:adj-r2 mean=1.2246216296121644 std=0.24341780031687482


2020-06-07 09:30:18.726061
Learning rate: 0.01, Weight decay: 0.0001, LR adjust start: 40000
Overall Results
ys:rmse   mean=24.83867835998535 std=34.28315734863281
ys:nrmse  mean=0.08980367635805157 std=0.1204487158104471
ys:r2     mean=-0.7029480488130433 std=3.173258811577495
ys:adj-r2 mean=3.1023379692463537 std=3.9205948617396706
--------------------
el:rmse   mean=0.022911882027983665 std=0.014562228694558144
el:nrmse  mean=0.1424157380069971 std=0.12058992825411734
el:r2     mean=0.9248243824604959 std=0.06985575735259777
el:adj-r2 mean=1.088122436971042 std=0.08144293648785822


2020-06-07 09:56:54.881404
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.900957107543945 std=9.187105178833008
ys:nrmse  mean=0.06169001798408896 std=0.0312107421616963
ys:r2     mean=0.5047624633047176 std=0.4407616771501795
ys:adj-r2 mean=1.6007868748863436 std=0.5486058155976095
--------------------
el:rmse   mean=0.015246311202645302 std=0.0036353664472699165
el:nrmse  mean=0.09321308243674022 std=0.04989995532238689
el:r2     mean=0.9719286073556284 std=0.010067304931230987
el:adj-r2 mean=1.0336460464008936 std=0.013191233785330929


2020-06-07 10:25:25.221435
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.408578872680664 std=9.653910636901855
ys:nrmse  mean=0.06789589030972058 std=0.03330113653569046
ys:r2     mean=0.4741104302856224 std=0.4863493575375437
ys:adj-r2 mean=1.6391519093811837 std=0.6061101279074804
--------------------
el:rmse   mean=0.01528351753950119 std=0.00366594223305583
el:nrmse  mean=0.09342514124227672 std=0.05009118598725887
el:r2     mean=0.9717617362578659 std=0.010257249951213663
el:adj-r2 mean=1.0338523245292262 std=0.013431125636913671


2020-06-07 10:58:20.450178
Learning rate: 0.0001, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.05898094177246 std=9.619854927062988
ys:nrmse  mean=0.06242331980720626 std=0.032841952888495604
ys:r2     mean=0.5192199084220119 std=0.4399882277137064
ys:adj-r2 mean=1.58320881353174 std=0.5474101981898971
--------------------
el:rmse   mean=0.015057384967803955 std=0.003164379158988595
el:nrmse  mean=0.0916897642127569 std=0.047060616562098506
el:r2     mean=0.9727795313414159 std=0.008350534132288244
el:adj-r2 mean=1.0325787966078344 std=0.011082577369184015


2020-06-07 11:23:33.369178
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=17.85443687438965 std=11.040358543395996
ys:nrmse  mean=0.0657508906739662 std=0.03805153394873655
ys:r2     mean=0.5317168213645358 std=0.4966204279942522
ys:adj-r2 mean=1.5667115229046018 std=0.6163863822678681
--------------------
el:rmse   mean=0.015026576817035675 std=0.0038530605379492044
el:nrmse  mean=0.09234595291300114 std=0.05054943826604718
el:r2     mean=0.9731586793531933 std=0.00939920507940027
el:adj-r2 mean=1.0321224779664036 std=0.01228897060236609


2020-06-07 11:54:03.076584
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=17.624446868896484 std=12.067094802856445
